dates,I,confirmed_by_pop
UID,84039041,
iso2,US,
iso3,USA,
code3,840,
FIPS,39041.0,
Admin2,Delaware,
Province_State,Ohio,
Country_Region,US,
Lat,40.27942393,
Long_,-83.00457058,
Combined_Key,"Delaware, Ohio, US",
Population,209177,
2021-08-11,19550,9346.15182357525
2021-08-12,19591,9365.752448883004
2021-08-13,19623,9381.050497903689
2021-08-14,19660,9398.738867083857
2021-08-15,19686,9411.168531913165
2021-08-16,19716,9425.510452870058
2021-08-17,19764,9448.457526401085
2021-08-18,19821,9475.707176219183
2021-08-19,19873,9500.566505877798
2021-08-20,19929,9527.338091663998
2021-08-21,19971,9547.416781003647
2021-08-22,19993,9557.93418970537
2021-08-23,20038,9579.447071140708
2021-08-24,20088,9603.35027273553
2021-08-25,20149,9632.512178681212
2021-08-26,20212,9662.630212690688
2021-08-27,20285,9697.528887019127
2021-08-28,20349,9728.124985060498
2021-08-29,20388,9746.76948230446
2021-08-30,20416,9760.15527519756
2021-08-31,20505,9802.702974036343
2021-09-01,20603,9849.553249162193
2021-09-02,20710,9900.706100575111
2021-09-03,20805,9946.122183605272
2021-09-04,20872,9978.152473742333
2021-09-05,20917,9999.665355177673
2021-09-06,20963,10021.656300644909
2021-09-07,21004,10041.256925952663
2021-09-08,21101,10087.629137046615
2021-09-09,21193,10131.611027981087
2021-09-10,21314,10189.456775840556
2021-09-11,21424,10242.043819349163
2021-09-12,21458,10258.297996433643
2021-09-13,21522,10288.894094475014
2021-09-14,21635,10342.915330079311
2021-09-15,21722,10384.5069008543
2021-09-16,21839,10440.440392586182
2021-09-17,21949,10493.02743609479
2021-09-18,22014,10524.10159816806
2021-09-19,22066,10548.960927826673
2021-09-20,22123,10576.21057764477
2021-09-21,22222,10623.538916802516
2021-09-22,22313,10667.042743705091
2021-09-23,22415,10715.805274958528
2021-09-24,22501,10756.91878170162
2021-09-25,22566,10787.992943774889
2021-09-26,22600,10804.247120859369
2021-09-27,22656,10831.018706645567
2021-09-28,22766,10883.605750154176
2021-09-29,22829,10913.72378416365
2021-09-30,22903,10949.100522523986
2021-10-01,22997,10994.038541522252
2021-10-02,23059,11023.678511499831
2021-10-03,23105,11045.669456967065
2021-10-04,23156,11070.050722593784
2021-10-05,23238,11109.251973209291
2021-10-06,23305,11141.282263346353
2021-10-07,23397,11185.264154280825
2021-10-08,23578,11271.793744054079
2021-10-09,23609,11286.613729042869
2021-10-10,23654,11308.126610478208
2021-10-11,23689,11324.858851594583
2021-10-12,23721,11340.156900615268
2021-10-13,23771,11364.060102210091
2021-10-14,23831,11392.743944123877
2021-10-15,23872,11412.344569431629
2021-10-16,23920,11435.291642962658
2021-10-17,23941,11445.330987632484
2021-10-18,23960,11454.414204238516
2021-10-19,24005,11475.927085673855
2021-10-20,24061,11502.698671460055
2021-10-21,24114,11528.036065150567
2021-10-22,24159,11549.548946585906
2021-10-23,24208,11572.974084148831
2021-10-24,24240,11588.272133169517
2021-10-25,24263,11599.267605903135
2021-10-26,24336,11634.166280231575
2021-10-27,24394,11661.893994081567
2021-10-28,24438,11682.92881148501
2021-10-29,24474,11700.139116633281
2021-10-30,24514,11719.261677909139
2021-10-31,24542,11732.64747080224
2021-11-01,24580,11750.813904014303
2021-11-02,24655,11786.668706406535
2021-11-03,24725,11820.133188639287
2021-11-04,24798,11855.031862967726
2021-11-05,24873,11890.886665359958
2021-11-06,24926,11916.22405905047
2021-11-07,24991,11947.298221123738
2021-11-08,25043,11972.15755078235
2021-11-09,25146,12021.398146067684
2021-11-10,25255,12073.507125544395
2021-11-11,25341,12114.620632287488
2021-11-12,25401,12143.304474201275
2021-11-13,25478,12180.1154046573
2021-11-14,25528,12204.01860625212
2021-11-15,25596,12236.526960421079
2021-11-16,25699,12285.767555706412
2021-11-17,25795,12331.66170276847
2021-11-18,25886,12375.165529671043
2021-11-19,25977,12418.669356573619
2021-11-20,26048,12452.611902838265
2021-11-21,26107,12480.817680720156
2021-11-22,26183,12517.150547144285
2021-11-23,26270,12558.742117919273
2021-11-24,26372,12607.50464917271
2021-11-25,26372,12607.50464917271
2021-11-26,26486,12662.003948808904
2021-11-27,26553,12694.034238945964
2021-11-28,26606,12719.371632636476
2021-11-29,26682,12755.704499060605
2021-11-30,26791,12807.813478537315
2021-12-01,26914,12866.615354460577
2021-12-02,27046,12929.719806670906
2021-12-03,27206,13006.210051774335
2021-12-04,27340,13070.270632048456
2021-12-05,27394,13096.086089770864
2021-12-06,27462,13128.59444393982
2021-12-07,27590,13189.786640022565
2021-12-08,27715,13249.544644009618
2021-12-09,27832,13305.478135741501
2021-12-10,27933,13353.762602963041
2021-12-11,28037,13403.48126228027
2021-12-12,28093,13430.25284806647
2021-12-13,28155,13459.892818044049
2021-12-14,28275,13517.26050187162
2021-12-15,28410,13581.799146177638
2021-12-16,28580,13663.070031600033
2021-12-17,28703,13721.871907523293
2021-12-18,28788,13762.507350234491
2021-12-19,28872,13802.66472891379
2021-12-20,28939,13834.695019050852
2021-12-21,29099,13911.185264154281
2021-12-22,29296,14005.363878437878
2021-12-23,29520,14112.45022158268
2021-12-24,29730,14212.84366828093
2021-12-25,29730,14212.84366828093
2021-12-26,29995,14339.530636733483
2021-12-27,30139,14408.37185732657
2021-12-28,30377,14522.151096917922
2021-12-29,30673,14663.658050359265
2021-12-30,31075,14855.83979118163
2021-12-31,31370,14996.868680591078
2022-01-01,31370,14996.868680591078
2022-01-02,31984,15290.399996175487
2022-01-03,32270,15427.126309297868
2022-01-04,32667,15616.91772996075
2022-01-05,33042,15796.191741921913
2022-01-06,33413,15973.553497755489
2022-01-07,33967,16238.400971426112
2022-01-08,34241,16369.390516165735
2022-01-09,34550,16517.11230202173
2022-01-10,35019,16741.32433298116
2022-01-11,35378,16912.949320431977
2022-01-12,35787,17108.47750947762
2022-01-13,36160,17286.79539337499
2022-01-14,37006,17691.23756435937
2022-01-15,38020,18175.994492702353
2022-01-16,38537,18423.15359719281
2022-01-17,38876,18585.2173040057
2022-01-18,39138,18710.470080362564
2022-01-19,39611,18936.594367449576
2022-01-20,40037,19140.249645037457
2022-01-21,40380,19304.225607977933
2022-01-22,40674,19444.776433355484
2022-01-23,40869,19537.99891957529
2022-01-24,41107,19651.77815916664
2022-01-25,41187,19690.023281718353
2022-01-26,41641,19907.064352199333
2022-01-27,41905,20033.273256619992
2022-01-28,42141,20146.09636814755
2022-01-29,42326,20234.53821404839
2022-01-30,42463,20300.032986418202
2022-01-31,42549,20341.146493161294
2022-02-01,42697,20411.899969881964
2022-02-02,42927,20521.854697218147
2022-02-03,43013,20562.968203961238
2022-02-04,43075,20592.608173938817
2022-02-05,43120,20614.12105537416
2022-02-06,43161,20633.72168068191
2022-02-07,43207,20655.712626149147
2022-02-08,43320,20709.733861753444
2022-02-09,43350,20724.075782710337
2022-02-10,43409,20752.281560592226
