dates,I,deaths_by_pop
2020-05-27,174,35.839857629255214
2020-05-28,179,36.86973859561312
2020-05-29,190,39.13547672160052
2020-05-30,191,39.3414529148721
2020-05-31,196,40.37133388123001
2020-06-01,196,40.37133388123001
2020-06-02,207,42.637072007217405
2020-06-03,209,43.04902439376057
2020-06-04,210,43.25500058703215
2020-06-05,214,44.078905360118476
2020-06-06,217,44.69683393993322
2020-06-07,218,44.9028101332048
2020-06-08,222,45.72671490629113
2020-06-09,225,46.34464348610587
2020-06-10,227,46.75659587264904
2020-06-11,231,47.58050064573536
2020-06-12,232,47.786476839006944
2020-06-13,238,49.02233399863644
2020-06-14,240,49.434286385179604
2020-06-15,240,49.434286385179604
2020-06-16,241,49.640262578451186
2020-06-17,242,49.84623877172277
2020-06-18,243,50.05221496499435
2020-06-19,244,50.25819115826593
2020-06-20,245,50.46416735153751
2020-06-21,245,50.46416735153751
2020-06-22,247,50.876119738080675
2020-06-23,250,51.49404831789542
2020-06-24,250,51.49404831789542
2020-06-25,250,51.49404831789542
2020-06-26,250,51.49404831789542
2020-06-27,251,51.700024511167
2020-06-28,251,51.700024511167
2020-06-29,252,51.90600070443858
2020-06-30,252,51.90600070443858
2020-07-01,254,52.317953090981746
2020-07-02,255,52.52392928425333
2020-07-03,256,52.72990547752491
2020-07-04,256,52.72990547752491
2020-07-05,256,52.72990547752491
2020-07-06,256,52.72990547752491
2020-07-07,259,53.347834057339654
2020-07-08,261,53.75978644388282
2020-07-09,262,53.9657626371544
2020-07-10,263,54.17173883042598
2020-07-11,265,54.58369121696914
2020-07-12,266,54.789667410240725
2020-07-13,266,54.789667410240725
2020-07-14,268,55.20161979678389
2020-07-15,269,55.40759599005547
2020-07-16,269,55.40759599005547
2020-07-17,269,55.40759599005547
2020-07-18,271,55.81954837659863
2020-07-19,272,56.025524569870214
2020-07-20,273,56.231500763141796
2020-07-21,275,56.64345314968496
2020-07-22,277,57.05540553622812
2020-07-23,278,57.2613817294997
2020-07-24,279,57.467357922771285
2020-07-25,284,58.49723888912919
2020-07-26,284,58.49723888912919
2020-07-27,284,58.49723888912919
2020-07-28,285,58.703215082400774
2020-07-29,285,58.703215082400774
2020-07-30,285,58.703215082400774
2020-07-31,286,58.909191275672356
2020-08-01,288,59.32114366221552
2020-08-02,288,59.32114366221552
2020-08-03,290,59.73309604875868
2020-08-04,292,60.145048435301845
2020-08-05,292,60.145048435301845
2020-08-06,293,60.35102462857343
2020-08-07,293,60.35102462857343
2020-08-08,295,60.76297701511659
2020-08-09,296,60.96895320838817
2020-08-10,296,60.96895320838817
2020-08-11,299,61.586881788202916
2020-08-12,302,62.20481036801767
2020-08-13,304,62.61676275456083
2020-08-14,304,62.61676275456083
2020-08-15,304,62.61676275456083
2020-08-16,304,62.61676275456083
2020-08-17,305,62.82273894783241
2020-08-18,307,63.234691334375576
2020-08-19,308,63.44066752764716
2020-08-20,310,63.85261991419032
2020-08-21,311,64.0585961074619
2020-08-22,312,64.26457230073348
2020-08-23,314,64.67652468727664
2020-08-24,314,64.67652468727664
2020-08-25,314,64.67652468727664
2020-08-26,315,64.88250088054822
2020-08-27,315,64.88250088054822
2020-08-28,316,65.0884770738198
2020-08-29,317,65.29445326709138
2020-08-30,318,65.50042946036297
2020-08-31,318,65.50042946036297
2020-09-01,319,65.70640565363455
2020-09-02,320,65.91238184690613
2020-09-03,320,65.91238184690613
2020-09-04,320,65.91238184690613
2020-09-05,320,65.91238184690613
2020-09-06,320,65.91238184690613
2020-09-07,321,66.11835804017771
2020-09-08,322,66.32433423344929
2020-09-09,325,66.94226281326404
2020-09-10,328,67.56019139307878
2020-09-11,331,68.17811997289353
2020-09-12,332,68.38409616616511
2020-09-13,332,68.38409616616511
2020-09-14,332,68.38409616616511
2020-09-15,333,68.59007235943669
2020-09-16,336,69.20800093925145
2020-09-17,336,69.20800093925145
2020-09-18,339,69.8259295190662
2020-09-19,341,70.23788190560936
2020-09-20,343,70.64983429215252
2020-09-21,345,71.06178667869568
2020-09-22,344,70.8558104854241
2020-09-23,345,71.06178667869568
2020-09-24,347,71.47373906523885
2020-09-25,349,71.88569145178201
2020-09-26,349,71.88569145178201
2020-09-27,349,71.88569145178201
2020-09-28,349,71.88569145178201
2020-09-29,350,72.09166764505359
2020-09-30,351,72.29764383832517
2020-10-01,354,72.91557241813992
2020-10-02,355,73.1215486114115
2020-10-03,357,73.53350099795466
2020-10-04,358,73.73947719122624
2020-10-05,360,74.1514295777694
2020-10-06,363,74.76935815758415
2020-10-07,365,75.18131054412731
2020-10-08,366,75.3872867373989
2020-10-09,367,75.59326293067048
2020-10-10,371,76.4171677037568
2020-10-11,371,76.4171677037568
2020-10-12,372,76.62314389702838
2020-10-13,372,76.62314389702838
2020-10-14,373,76.82912009029997
2020-10-15,376,77.44704867011471
2020-10-16,379,78.06497724992946
2020-10-17,381,78.47692963647262
2020-10-18,384,79.09485821628736
2020-10-19,384,79.09485821628736
2020-10-20,386,79.50681060283053
2020-10-21,386,79.50681060283053
2020-10-22,389,80.12473918264527
2020-10-23,389,80.12473918264527
2020-10-24,392,80.74266776246002
2020-10-25,393,80.9486439557316
2020-10-26,393,80.9486439557316
2020-10-27,397,81.77254872881792
2020-10-28,399,82.18450111536109
2020-10-29,408,84.03828685480532
2020-10-30,409,84.2442630480769
2020-10-31,413,85.06816782116323
2020-11-01,414,85.27414401443481
2020-11-02,417,85.89207259424956
2020-11-03,422,86.92195356060746
2020-11-04,424,87.33390594715063
2020-11-05,428,88.15781072023695
2020-11-06,430,88.56976310678012
2020-11-07,433,89.18769168659486
2020-11-08,435,89.59964407313802
2020-11-09,436,89.8056202664096
2020-11-10,443,91.24745361931068
2020-11-11,444,91.45342981258226
2020-11-12,448,92.27733458566858
2020-11-13,453,93.30721555202649
2020-11-14,458,94.3370965183844
2020-11-15,459,94.54307271165598
2020-11-16,461,94.95502509819914
2020-11-17,473,97.42673941745814
2020-11-18,480,98.86857277035921
2020-11-19,484,99.69247754344553
2020-11-20,493,101.54626328288977
2020-11-21,495,101.95821566943293
2020-11-22,502,103.400049022334
2020-11-23,502,103.400049022334
