date,CDC
1879,10305.13
1880,9368.66
1881,8188.27
1882,9874.72
1883,7590.14
1884,9678.8
1885,7345.9
1886,6449.2
1887,9668.9
1888,4844.55
1889,5145.95
1890,9417.23
1891,7051.23
1892,8664.81
1893,8704.89
1894,6859.51
1895,7734.79
1896,8775.61
1897,6819.08
1898,9110.07
1899,8791.48
1900,8131.62
1901,8751.7
1902,8109.83
1903,11111.23
1904,5337.29
1905,7847.67
1906,6622.73
1907,8859.89
1908,7687.68
1909,6661.61
1910,8620.81
1911,8423.1
1912,7836.88
1913,6611.67
1914,8790
1915,10004.78
1916,5907.13
1917,7306.32
1918,8302.05
1919,9475.83
1920,8246.37
1921,10389.79
1922,8422.07
1923,9130.91
1924,9387.99
1925,8012.78
1926,5751.63
1927,9311.68
1928,9413.82
1929,7204.92
1930,8462.99
1931,10375.96
1932,8223.51
1933,7583.76
1934,7795.22
1935,7361.6
1936,9090.39
1937,8162.9
1938,8029.41
1939,6909.71
1940,8854.51
1941,7909.52
1942,7212.82
1943,9031.46
1944,7737.72
1945,9517.87
1946,7591.03
1947,6757.1
1948,7134.58
1949,8423.15
1950,10825.97
1951,7179.83
1952,7871.7
1953,6938.61
1954,7175.24
1955,8669.12
1956,7731.75
1957,9000.81
1958,6883.56
1959,6932.98
1960,6427.19
1961,6989.52
1962,7900.72
1963,8413.62
1964,6552.78
1965,6801.81
1966,9188.27
1967,9680.4
1968,6925.6
1969,7979.51
1970,6926.84
1971,8699.69
1972,8965.28
1973,8054.96
1974,10653.46
1975,11455.34
1976,11800.1
1977,7101.92
1978,6648.33
1979,7877.97
1980,9662.02
1981,9280.52
1982,8773
1983,8212.44
1984,6993.94
1985,11941.74
1986,8917.99
1987,8278.61
1988,12135.26
1989,8495.19
1990,5821.32
1991,8142.1
1992,5796.3
1993,3448.3
1994,5475.99
1995,3935.27
1996,3309.62
1997,7777.19
1998,7692.82
1999,5449.17
2000,7635.5
2001,7023.03
2002,4430.33
2003,6908.72
2004,3887.61
2005,6729
2006,2952.94
2007,8198.63
2008,5101.19
2009,6095.92
2010,6642.7
2011,4596.79
2012,5585.78
2013,7513.48
2014,5744.14
2015,10252.29
2016,3188.23
2017,5693.11
2018,6791.25
2019,7648.92
2020,7510.66
2021,6599.45
2022,2807.61
2023,7351.86
2024,5383.67
2025,7839.23
2026,9524.74
2027,5629.53
2028,5563.45
2029,17755.36
2030,8927.68
2031,4714.89
2032,9479.86
2033,1866.64
2034,7936.1
2035,3862.43
2036,7273.98
2037,6349.88
2038,5176.69
2039,8486.08
2040,5903.25
2041,6207.55
2042,5597.35
2043,7780.34
2044,7062.93
2045,6136.43
2046,7247.95
2047,9434.05
2048,6548.95
2049,6026.31
2050,7441.5
2051,7349.39
2052,4529.25
2053,5896.89
2054,7097.82
2055,7583.3
2056,6590.71
2057,5899.93
2058,6382.51
2059,8032.53
2060,7338.99
2061,5832.19
2062,6414.21
2063,6285.58
2064,8075.03
2065,6315.09
2066,6317.29
2067,6549.34
2068,6152.94
2069,11214.78
2070,5305.97
2071,7229.89
2072,9041.81
2073,6825.21
2074,6258.66
2075,6099.15
2076,6828.46
2077,5928.32
2078,7335.3
2079,8148.15
2080,2063.24
2081,6605.87
2082,10165.7
2083,6989.67
2084,5887.15
2085,6255.11
2086,12439.68
2087,6980.05
2088,6106.62
2089,8241.87
2090,6930.31
2091,4795.35
2092,6901.25
2093,8027.02
2094,6632.68
2095,9001.62
2096,4830.95
2097,6350.3
2098,6423.04
2099,7343.02
2100,7313.21
2101,5245.11
2102,8301.37
2103,5428.47
2104,6857.52
2105,5698.38
2106,6600.43
2107,7097.51
2108,9995.66
2109,6981.15
2110,5975.72
2111,4881.75
2112,7081.91
2113,8355.72
2114,6874.8
2115,10733.78
2116,6033.16
2117,5122.45
2118,5521.54
2119,6283.94
2120,6315.95
2121,6022.62
2122,8098.31
2123,6380.16
2124,6755.84
2125,7046.41
2126,5922.12
2127,5184.51
2128,8939.28
2129,6231.6
2130,6232.78
2131,10543.39
2132,3665.46
2133,7624.68
2134,4820.22
2135,7310.47
2136,6299.68
2137,8832.16
2138,7829.8
2139,7148.7
2140,13046.89
2141,7263.09
2142,7919.83
2143,8797.33
2144,8547.81
2145,9790.78
2146,7183.51
2147,5983.1
2148,10550.15
2149,7387.96
2150,7823.34
2151,7135.7
2152,4600.33
2153,7592.58
2154,5666.91
2155,6946.7
2156,7008.28
2157,5677.37
2158,6162.51
2159,15755.71
2160,4040.02
2161,5781.31
2162,5166.03
2163,7733.43
2164,5748.05
2165,9481.23
2166,9146.06
2167,5994.28
2168,5845.13
2169,5499.91
2170,7217.19
2171,7099.2
2172,6867.2
2173,10416.51
2174,8956.38
2175,5881.49
2176,8889.59
2177,17970.9
2178,7619.14
2179,8377.12
2180,9095.42
2181,7737.1
2182,6324.68
2183,5567.67
2184,6678.89
2185,7263.04
2186,6268.06
2187,7152.43
2188,9281.36
2189,7059.1
2190,7151.75
2191,8022.17
2192,14363.71
2193,9983.21
2194,6669.1
2195,7675.2
2196,7699.63
2197,7906.66
2198,6485.6
2199,7489.04
2200,5674.82
2201,4799.98
2202,7562.59
2203,7475.78
2204,6817.81
2205,7337.84
2206,5049.49
2207,5546.5
2208,4428.14
2209,8670.32
2210,6481.8
2211,4994.5
2212,5770.27
2213,7604.63
2214,8932.97
2215,6809.11
2216,9085.82
2217,6575.04
2218,3085.76
2219,10126.32
2220,5951.62
2221,5688.15
2222,6392.56
2223,8670.62
2224,6320.93
2225,6515.4
2226,4053.91
2227,6687.58
2228,5470.19
2229,6329.91
2230,5622.97
2231,6261.59
2232,4429.9
2233,8014.71
2234,6903.63
2235,5000.02
2236,5736.79
2237,6109.01
2238,3525.24
2239,5410.64
2240,7105.93
2241,6862.3
2242,4654.7
2243,5511.69
2244,7467.28
2245,6998.95
2246,5490.11
2247,6289.23
2248,4504.28
2249,6335.53
2250,5236.03
2251,10541.55
2252,5810.21
2253,6430
2254,7718.56
2255,5756.71
2256,7363.41
2257,6333.7
2258,5548.71
2259,5039.33
2260,7528.84
2261,6264.22
2262,7939.78
2263,6799.11
2264,5496.71
2265,5413.59
2266,6121.59
2267,5757.24
2268,6319.29
2269,7222.64
2270,4843.42
2271,7886.39
2272,7364.05
2273,7217.25
2274,6016.32
2275,6200.54
2276,6127.81
2277,4474.42
2278,8300
2279,6014.96
2280,5579.36
2281,6985.52
2282,6471.65
2283,7404.13
2284,6505.78
2285,4785.23
2286,5216.39
2287,6981.22
2288,7099.27
2289,6397.88
2290,9023.55
2291,7354.14
2292,7171.71
2293,4123.45
2294,5771.92
2295,6980.96
2296,5107.09
2297,6458.01
2298,4676.49
2299,5538.69
2300,6033.67
2301,6781.89
2302,6277.23
2303,4926.21
2304,5824.19
2305,7024.58
2306,6923.82
2307,7059.84
2308,6323.92
2309,6225.32
2310,7162.75
2311,9868.2
2312,10614.65
2313,8847.23
2314,9626.41
2315,9465.89
2316,5259.53
2317,6944.98
2318,4350.78
2319,6454.9
2320,6298.9
2321,5060.81
2322,6239.79
2323,6662.82
2324,6019.42
2325,6989.97
2326,7439.78
2327,8752
2328,7577.18
2329,6629.14
2330,7314.79
2331,5473.02
2332,7014.67
2333,9850.15
2334,6837.87
2335,8180.04
2336,6738.57
2337,6667.16
2338,6999.43
2339,6699.53
2340,5795.41
2341,7439.22
2342,4858.17
2343,10673
2344,7232.77
2345,6880.73
2346,5651.24
2347,9997.63
2348,5780.4
2349,7225.08
2350,8507.57
2351,9050.5
2352,6491.83
2353,7647.21
2354,7521.82
2355,10031.78
2356,4093.2
2357,7531.34
2358,7819.5
2359,8731.12
2360,6496.98
2361,6939.64
2362,5343.46
2363,6232.09
2364,5527.51
2365,5013.7
2366,4450.24
2367,5718.48
2368,5606.96
2369,4026.57
2370,5647.71
2371,3488.3
2372,9793.37
2373,6129.61
2374,3695.82
2375,9022.1
2376,4160.51
2377,5940.72
2378,6973.44
2379,5309.75
2380,4182.94
2381,18499.66
2382,6059.45
2383,4126.42
2384,11112.78
2385,7481.53
2386,6054.89
2387,4324.85
2388,4897.38
2389,5678.15
2390,4105.32
2391,3011.84
2392,1694.89
2393,5323.48
2394,4923.93
2395,6533.4
2396,4126.74
2397,5315.46
2398,2325.54
2399,5993.18
2400,3297.65
2401,5440.33
2402,3762.58
2403,6479.77
2404,3598.29
2405,4833.88
2406,3971.61
2407,5714.43
2408,7423.56
2409,4106.59
2410,4843.31
2411,5170.27
2412,9578.89
2413,6287.81
2414,5375.19
2415,6223.92
2416,4925.86
2417,5204.73
2418,5379.54
2419,3583.02
2420,1869.14
2421,11015.06
2422,6836.99
2423,4377.34
2424,2818.21
2425,4526.25
2426,5378.3
2427,7619.63
2428,8807.72
2429,7293.87
2430,9096.51
2431,6027.69
2432,9245.82
2433,6408.24
2434,12185.62
2435,7923.46
2436,11128.32
2437,10714.44
2438,6351.57
2439,9296.4
2440,8745.6
2441,6460.91
2442,11293.16
2443,8237.75
2444,12234.72
2445,6806.02
2446,7310.76
2447,8788.46
2448,8291.85
2449,9073.54
2450,9518.57
2451,7602.15
2452,8708.08
2453,9076.48
2454,10958.01
2455,8067.48
2456,7512.81
2457,9848.14
2458,5526.22
2459,8651.77
2460,7338.67
2461,10861.07
2462,9313.36
2463,10197.99
2464,10312.39
2465,12517.34
2466,9360.95
2467,7478.79
2468,7732.97
2469,5645.63
2470,8029.25
2471,7033.73
2472,8635.66
2473,7038.46
2474,7871.37
2475,8366.61
2476,7763.47
2477,6932.18
2478,5445.06
2479,6110.75
2480,9120
2481,6978.5
2482,9220.01
2483,9251.28
2484,11851.94
2485,8665.72
2486,7822.54
2487,7261.34
2488,7398.1
2489,9446.81
2490,7693.57
2491,9093.73
2492,9718.27
2493,10342.89
2494,7764.92
2495,7132.24
2496,9964.43
2497,6737.13
2498,6855.29
2499,6304.52
2500,8266.83
2501,7147.78
2502,7335.3
2503,17464.22
2504,7187.57
2505,7567.42
2506,6964.24
2507,7039.71
2508,4134.17
2509,10796.49
2510,7342.01
2511,7967.65
2512,5414.73
2513,10814.75
2514,9002.63
2515,8583.12
2516,7662.87
2517,10673.59
2518,8192.91
2519,7951.26
2520,6915.35
2521,6772.29
2522,7772.18
2523,2833.6
2524,7142.5
2525,2268.32
2526,7056.57
2527,6828.01
2528,10916.79
2529,5538.29
2530,5467.54
2531,5914.33
2532,3738.31
2533,6868.56
2534,3932.78
2535,6218.33
2536,5786.63
2537,8334.05
2538,6587.91
2539,4740.14
2540,5143.17
2541,6350.98
2542,6884.15
2543,7127.97
2544,3640.11
2545,9702.47
2546,7697.79
2547,13437.57
2548,6924
2549,6495.72
2550,8966.15
2551,7515.29
2552,5680.22
2553,9571.26
2554,6903.93
2555,5247.95
2556,7496.85
2557,7861.81
2558,6549.25
2559,3981.29
2560,9430.6
2561,4927.82
2562,7080.21
2563,8621.15
2564,6568.76
2565,7523.61
2566,9109.62
2567,4876.01
2568,7874.73
2569,7370.7
2570,14563.5
2571,3810.29
2572,5874.86
2573,8655.16
2574,6545.74
2575,13019.73
2576,8924.48
2577,2349.14
2578,5050.08
2579,5189.25
2580,7895.95
2581,8341.42
2582,5908.83
2583,5829.87
2584,4717.24
2585,4884.71
2586,6311.8
2587,10463.73
2588,10298.44
2589,3954.33
2590,4717.74
2591,6780.56
2592,5685.32
2593,6765.66
2594,3962.7
2595,4740.7
2596,4387
2597,3329.91
2598,3707.62
2599,8666.01
2600,4935.06
2601,9192.96
2602,5874.13
2603,2647.48
2604,6392.22
2605,2949.95
2606,7842.69
2607,5105.15
2608,4361.2
2609,2767.88
2610,5588.92
2611,3666.57
2612,5309.31
2613,3700.82
2614,3645.96
2615,6578.94
2616,5944.35
2617,6394.09
2618,11268.57
2619,2186.56
2620,8872.01
2621,2593.5
2622,4888.71
2623,6354.81
2624,4968.97
2625,3515.05
2626,4754.29
2627,8949.1
2628,10447.67
2629,4210.94
2630,9598.67
2631,4180.2
2632,8566.07
2633,3223.44
2634,4767.59
2635,5037.46
2636,4096.59
2637,4666.42
2638,4505.35
2639,5540.18
2640,11588.52
2641,2350.28
2642,5745.39
2643,6459.52
2644,2638.59
2645,8268.65
2646,27134.56
2647,8398.8
2648,6387.35
2649,4785.18
2650,6967.55
2651,6233.37
2652,4303.06
2653,7178.15
2654,3280.8
2655,3484.76
2656,6525.21
2657,5882.37
2658,3108.78
2659,8200.75
2660,4776.21
2661,5581.74
2662,7880.25
2663,4545.43
2664,5531.98
2665,4217.51
2666,6409.89
2667,4010.59
2668,5894.45
2669,4834.21
2670,6031.5
2671,2637.8
2672,6148.22
2673,147337.29
2674,7134.35
2675,5780.52
2676,9281.17
2677,7788.88
2678,3499.34
2679,4823.58
2680,4505.82
2681,4886.53
2682,7065.95
2683,6426.88
2684,6610.83
2685,5112.06
2686,7156.24
2687,6910.51
2688,4745.6
2689,3837.42
2690,3428.9
2691,4359.7
2692,6506.03
2693,5286.53
2694,4859.53
2695,5166.62
2696,5275.75
2697,5000.72
2698,3199.78
2699,3839.86
2700,6906.82
2701,6293.2
2702,6202.69
2703,3064.9
2704,3922.7
2705,6411.1
2706,4928.74
2707,4955.7
2708,6819.25
2709,3341.55
2710,7290.39
2711,3923.07
2712,3843.72
2713,2144.3
2714,4364.71
2715,6952.51
2716,5165.08
2717,7079.4
2718,8434.11
2719,3981.34
2720,5435.11
2721,5851.41
2722,5465.69
2723,4387.39
2724,3044.99
2725,2415.87
2726,5384.84
2727,5751.55
2728,4558.32
2729,3150.66
2730,8220.08
2731,14854.58
2732,4696.53
2733,1919.22
2734,5481.82
2735,2070.61
2736,9326.51
2737,3907.72
2738,6971.38
2739,6888.85
2740,3283.91
2741,11220.76
2742,6616.07
2743,8299.41
2744,3479.42
2745,5001.29
2746,2198.46
2747,6781.65
2748,9918.59
2749,6419.59
2750,6067.83
2751,8831.69
2752,4093.2
2753,4128.98
2754,4165.93
2755,3555.39
2756,4854.24
2757,5630.72
2758,6313.42
2759,4543.26
2760,4842.45
2761,5997.41
2762,7909.97
2763,7830.35
2764,4865.55
2765,9554.61
2766,6836.84
2767,10801.6
2768,7067.5
2769,4677.87
2770,5443.18
2771,4396.65
2772,4391.84
2773,7758.49
2774,3869.99
2775,7821.43
2776,4831.11
2777,2995.55
2778,3814.71
2779,3938.71
2780,3748.21
2781,1894.71
2782,5831.8
2783,4218.09
2784,4744.32
2785,4118
2786,4193.17
2787,3847.62
2788,3686.45
2789,4032.39
2790,3571.46
2791,3480.67
2792,3786.3
2793,2053.94
2794,6246.63
2795,8472.73
2796,3290.36
2797,3200.76
2798,6318.65
2799,5436.02
2800,4701.41
2801,4046.48
2802,4722.66
2803,3963.26
2804,4241.99
2805,6436.24
2806,8820.73
2807,11003.65
2808,7225
2809,8939.2
2810,6182.06
2811,7196.04
2812,5984.82
2813,4932.59
2814,10165.42
2815,7959.44
2816,10489.61
2817,8361.73
2818,8677.96
2819,8188.99
2820,7247.16
2821,9770.36
2822,8916.55
2823,8170.37
2824,9631.37
2825,9446.19
2826,11664.31
2827,9313.35
2828,7354.73
2829,8206.67
2830,12213.38
2831,9763.91
2832,6900.35
2833,8626.87
2834,7592.74
2835,12753.98
2836,8257.16
2837,12090.91
2838,8703.07
2839,10151.59
2840,8835.03
2841,6970.34
2842,7367.09
2843,6769.34
2844,6826.46
2845,12753.18
2846,8730.34
2847,6044.06
2848,8064.45
2849,5769.29
2850,8495.78
2851,7928.12
2852,6991.16
2853,7798.42
2854,9366.02
2855,6908.02
2856,8681.02
2857,12527.32
2858,6589.64
2859,7392.34
2860,8879.09
2861,7801.15
2862,9449.89
2863,11286.34
2864,7077.57
2865,5737.11
2866,9335.76
2867,5594.21
2868,7773.16
2869,6735.46
2870,6111.48
2871,11172.81
2872,8261.85
2873,7227.8
2874,9585.12
2875,9079.23
2876,7720.24
2877,7254.71
2878,7493.85
2879,7710.94
2880,5693.27
2881,6790.52
2882,6951.42
2883,5134.34
2884,12237.4
2885,7200.88
2886,6957.62
2887,9967.06
2888,10756.56
2889,5733.18
2890,10385.02
2891,10053.96
2892,7616.46
2893,12187.43
2894,6797.84
2895,6561.04
2896,9687.23
2897,9564.42
2898,6317.36
2899,12228.22
2900,10919.95
2901,8398.27
2902,13543.04
2903,7345.01
2904,7176.14
2905,8674.01
2906,5917.1
2907,6828.56
2908,11848.74
2909,8236.23
2910,10171.17
2911,6738.8
2912,12842.86
2913,9939.35
2914,6572.9
2915,10422.87
2916,12558.15
2917,9092.27
2918,8513.51
2919,6606.91
2920,10115.15
2921,17298.69
2922,11367.51
2923,11522.63
2924,3572.14
2925,11411.38
2926,5384.69
2927,7370.13
2928,17378.27
2929,9046.91
2930,6141.56
2931,9325.75
2932,8353.46
2933,8037.18
2934,7922.59
2935,12272.57
2936,13844.23
2937,8185.26
2938,5580.39
2939,14669.68
2940,8020.11
2941,5745.28
2942,6831.68
2943,9595.05
2944,8099.43
2945,8330.39
2946,7232.91
2947,11078.15
2948,6825.7
2949,6416.56
2950,12788.28
2951,4627.55
2952,7240.57
2953,4178.52
2954,5911.76
2955,5498.83
2956,5835.5
2957,6336.42
2958,5878.26
2959,4240.89
2960,5076.28
2961,5804.83
2962,6516.31
2963,5141.69
2964,5797.7
2965,7086.65
2966,6152.29
2967,4839.06
2968,6653.99
2969,8159.93
2970,5482.31
2971,4881.57
2972,4022.29
2973,4671.21
2974,4991.28
2975,6151.18
2976,6285.06
2977,6933.33
2978,4044.04
2979,6886.41
2980,4789
2981,5500.54
2982,2979.4
2983,7230.25
2984,6659.55
2985,4914.34
2986,6041.22
2987,3052.53
2988,7011.2
2989,5539.92
2990,2987.82
2991,5273.59
2992,9026.21
2993,8928.33
2994,11455.42
2995,10274.4
2996,7251.93
2997,8580.19
2998,8383.73
2999,5818.03
3000,5539.75
3001,11163.53
3002,6723.79
3003,10684.64
3004,12192.12
3005,7598.57
3006,7202.34
3007,12383.85
3008,11425.02
3009,8048.7
3010,9024.27
3011,7875.96
3012,12642.25
3013,10284.7
3014,12052.19
3015,13464.59
3016,11604.69
3017,9315.13
3018,10374.83
3019,13319.01
3020,10179.4
3021,10621.6
3022,7823.96
3023,15352.21
3024,6296.11
3025,10426.23
3026,7848.16
3027,7361.19
3028,6970.45
3029,7784.64
3030,7307.36
3031,8763.54
3032,12642.97
3033,11601.3
3034,8237.38
3035,11827.86
3036,10101.05
3037,11015.29
3038,8743.93
3039,8334.24
3040,10882.68
3041,5900.69
3042,10463.39
3043,9950.2
3044,6373.54
3045,8351.5
3046,15813.47
3047,6745.78
3048,6676.5
3049,6714.68
3050,8479.63
3051,7989.66
3052,6898.95
3053,8466.34
3054,5410.41
3055,6353.42
3056,5113.02
3057,8541.29
3058,7891.66
3059,11252.74
3060,7602.57
3061,7318.92
3062,7891.02
3063,5927.08
3064,7158.42
3065,7124.56
3066,8161.31
3067,8651.71
3068,6481.47
3069,8189.95
3070,7814.74
3071,8011.67
3072,6928.03
3073,6898.28
3074,7231.43
3075,7587.99
3076,8280.19
3077,5324.52
3078,8739.46
3079,5610.53
3080,8801.91
3081,8335.37
3082,6704.09
3083,8533.31
3084,8324.67
3085,6106.3
3086,12796.35
3087,8531.68
3088,7048.15
3089,5918.79
3090,8164.06
3091,6251.69
3092,7244.92
3093,5502.98
3094,5634.55
3095,7477.81
3096,7859.05
3097,7093.03
3098,8401.47
3099,7796.2
3100,8810.94
3101,6199.68
3102,8157.77
3103,8826.56
3104,9874.43
3105,7227.6
3106,6787.78
3107,5554.73
3108,6246.46
3109,6284.53
3110,6587.1
3111,7191.79
3112,7569.95
3113,7226.87
3114,7660.33
3115,6116.9
3116,5903.52
3117,8089.27
3118,9693.3
3119,4915.08
3120,4868.58
3121,4542.39
3122,4722.98
3123,4369.75
3124,3309.65
3125,9161.75
3126,8538.36
3127,7840.41
3128,6690.32
3129,6383.98
3130,5113.48
3131,5067.75
3132,9634.9
3133,3904.93
3134,5230.49
3135,7108.39
3136,4445.1
3137,3946.29
3138,10744.11
3139,4336.01
3140,6278
3141,5543.59
3142,18260.84
3143,11780.42
3144,7011.04
3145,28650.84
3146,19714.08
3147,20083.42
3148,19178.92
3149,23870.38
3150,20147.35
3151,22846.74
3152,24199.94
3153,20003.39
3154,20008.18
3155,21744.14
3156,21117.54
3157,20331.64
3158,24379.26
3159,16319.11
3160,17945.35
3161,16175.33
3162,22700.12
3163,19186.31
3164,19663.66
3165,24238.26
3166,20678.14
3167,19010.29
3168,21068.66
3169,22330.86
3170,18422.64
3171,19888.37
3172,24505.12
3173,17599.66
3174,20692.47
3175,24073.45
3176,20118.33
3177,17656.28
3178,19436.65
3179,22591.65
3180,21058.03
3181,21130.57
3182,27564
3183,21407.25
3184,19493.15
3185,22316.98
3186,33869.1
3187,24151.64
3188,20832.76
3189,11433.19
3190,17219.32
3191,19937.09
3192,20969.17
3193,20719.51
3194,19902.82
3195,23478.56
3196,17183.79
3197,16939.06
3198,19879.77
3199,20400.37
3200,25146.63
3201,20388.3
3202,20318.77
3203,25617.53
3204,17919.37
3205,16261.77
3206,21503.44
3207,21538.63
3208,20742.28
3209,14997.74
3210,19952.26
3211,24645.26
3212,21713.69
3213,15936.23
3214,18135.14
3215,16703.99
3216,20258.39
3217,18637.09
3218,22086.99
3219,14665.89
3220,23189.77
3221,20285.41
3222,23596.51
3223,7321.53
