date,CDC
706,9538.29
707,5399.4
708,5117.46
709,5899.56
710,5118.29
711,6114.23
712,6182.51
713,5709.01
714,5284.09
715,5543.42
716,3838.78
717,7562.1
718,7469.25
719,7225.01
720,3906.29
721,4701.13
722,8494.02
723,6008.91
724,6478.25
725,5005.72
726,6260.86
727,7039.36
728,4605.69
729,7327.2
730,6067.06
731,8362.51
732,6490.93
733,6537.14
734,6062.81
735,6679.45
736,5130.72
737,5892.51
738,10184.72
739,4329.45
740,1961.39
741,6155.37
742,6158.88
743,7229.43
744,5827.81
745,4940.79
746,4077.14
747,4729.38
748,4941.48
749,5210.48
750,4734.2
751,5142.67
752,4369.3
753,6002.84
754,5957.41
755,5710.99
756,5870.48
757,4817.88
758,7162.59
759,6820.61
760,6387.76
761,5698.68
762,4266.22
763,5484.89
764,4946.25
765,6796.34
766,8003.16
767,5551.75
768,7644.62
769,8334.66
770,4990.88
771,4240.05
772,5735.09
773,5675.19
774,3553.16
775,6143.59
776,3478.98
777,4975.92
778,7868.24
779,6310.48
780,6253.84
781,5881.41
782,4392.07
783,7785.92
784,4733.18
785,7570.89
786,4230.32
787,6970.39
788,5591.21
789,3411.62
790,5663.5
791,5187.38
792,5037.84
793,6022.69
794,5229.08
795,5344.12
796,4684.75
797,4057.83
798,7150.02
799,3267.04
800,4813.36
801,7778.23
802,4066.49
803,5500.12
804,7430.09
805,4621.89
806,5927.88
807,6578.33
808,7323.06
809,7442.61
810,3857.79
811,5520.25
812,4274.67
813,5036.71
814,2877.73
815,6149.98
816,6966.12
817,6192.43
818,3801.18
819,5894.49
820,4224.54
821,6971.97
822,4654.13
823,5054.56
824,6048.84
825,5839.32
826,6564.76
827,4406.43
828,4047.94
829,4760.07
830,6167.64
831,3331.21
832,5272.13
833,5503.44
834,8056.05
835,5758.01
836,6469.33
837,7747.31
838,5461.84
839,5766.62
840,7915.17
841,7630.19
842,4636
843,6825.07
844,4468.59
845,6288.27
846,6651.57
847,7209.34
848,5359.44
849,3898.89
850,6358.94
851,6712.16
852,5806.49
853,4772.02
854,4118.68
855,4933.28
856,6422.82
857,6665.28
858,4408.88
859,3737.36
860,4884.14
861,5878.12
862,7269.86
863,3840.85
864,8173.45
865,5865.47
866,4507.2
867,6474.32
868,5680.42
869,5606.47
870,5342.22
871,6329.61
872,5032.3
873,4262.89
874,5476.5
875,5930.39
876,6437.36
877,6700.78
878,4727.02
879,4587.49
880,5900.26
881,6536.31
882,5450.68
883,5408.53
884,5432.47
885,4916.25
886,4376.05
887,6193.26
888,10178.65
889,6948.34
890,5518.57
891,4721.02
892,5252.35
893,9123.42
894,5437.1
895,6123.03
896,5135.89
897,5661.61
898,7292.28
899,3387.35
900,6619.81
901,6210.98
902,5690.86
903,5685.35
904,6941.12
905,7333.49
906,9286.9
907,7039.28
908,6503.9
909,6039.48
910,8325.77
911,4824.9
912,5770.8
913,5001.21
914,7964.63
915,5668.13
916,6056.11
917,5774.34
918,7893.91
919,7245.87
920,8662.35
921,9006.98
922,3740.8
923,4951.33
924,7806.74
925,3899.21
926,5537.21
927,7711.49
928,4712.67
929,6131.53
930,6248.53
931,5965.46
932,6634.22
933,6160.85
934,4455.58
935,5774.58
936,5090.86
937,8155.79
938,5472.36
939,6812.78
940,4422.61
941,7605.92
942,7050.75
943,6838.46
944,7021.24
945,6714.88
946,4656.43
947,6025.33
948,6282.68
949,6088.05
950,5626.94
951,5266.85
952,5063.68
953,6187.06
954,6946.96
955,5490.84
956,6304.81
957,6871.92
958,7863.14
959,4978.92
960,8606.18
961,7107.42
962,6389.71
963,4212.05
964,5533.63
965,7518.02
966,5025.82
967,5976.79
968,4626.04
969,5508.23
970,5599.5
971,4390.38
972,6135.68
973,6800.73
974,5641
975,7704.85
976,7986.46
977,5394.66
978,5644.74
979,6168.06
980,6785.36
981,5832.45
982,8915.18
983,4935.18
984,9296.69
985,7313.6
986,5814.49
987,4018.47
988,4827.97
989,6229.32
990,8234.52
991,8253.66
992,5432.53
993,10024.99
994,6966.9
995,7891.17
996,3942.63
997,8090.62
998,12584
999,8109.27
1000,6242.66
1001,7726.82
1002,12213.73
1003,7235.47
1004,5058.41
1005,12707.87
1006,6377.89
1007,6855.1
1008,6630.92
1009,8205.73
1010,6469.07
1011,6295.94
1012,5294.18
1013,6847.95
1014,11527.4
1015,8156.47
1016,6290.02
1017,10335.63
1018,8592.49
1019,9992.21
1020,8641.88
1021,8330.87
1022,6786.47
1023,4880.58
1024,13143.53
1025,7344.42
1026,8363.21
1027,6954.24
1028,11618.75
1029,8648.6
1030,4054.27
1031,5885.74
1032,6413.43
1033,7946.06
1034,4977.73
1035,7121.45
1036,10227.66
1037,11741.38
1038,6993.85
1039,9335.98
1040,12049.19
1041,7873.5
1042,6461.8
1043,7801.38
1044,8576.21
1045,4520.51
1046,9454.86
1047,6999.74
1048,9419.54
1049,6541.63
1050,9234.66
1051,5925.84
1052,12177.47
1053,9051.22
1054,6778.72
1055,9994.53
1056,7573.28
1057,9577.26
1058,14670.45
1059,12875.28
1060,8677.98
1061,7755.96
1062,8146.66
1063,6353.82
1064,7088.85
1065,6356.01
1066,11920.4
1067,6668.86
1068,7674.19
1069,9596.29
1070,7264.06
1071,5234.72
1072,8396.63
1073,6983.03
1074,4994.49
1075,12051.13
1076,8174.91
1077,7615.94
1078,7436.65
1079,10096.97
1080,12367.58
1081,8611.49
1082,9175.27
1083,7401.31
1084,5626.4
1085,6263.55
1086,5770.1
1087,10396.35
1088,5757.35
1089,18887.35
1090,11198.1
1091,12225.93
1092,8194.95
1093,8111.95
1094,10386.44
1095,12363.03
1096,10422.38
1097,7801.23
1098,6904.76
1099,8625.86
1100,6661.17
1101,10225.5
1102,4018.21
1103,10265.58
1104,5123.19
1105,7169.19
1106,7789.49
1107,8424.98
1108,13165.8
1109,7270.86
1110,9728.66
1111,15537.2
1112,9078.3
1113,5497.62
1114,5423.95
1115,8963.37
1116,5997.9
1117,7682.38
1118,5597.8
1119,8677.57
1120,11764.11
1121,9538.51
1122,7294.67
1123,15073.63
1124,2939.88
1125,5350.71
1126,6036.97
1127,8375.29
1128,9427.27
1129,8281.88
1130,13175.97
1131,6145.78
1132,6351.22
1133,8748.48
1134,8142.39
1135,7963.6
1136,9187.63
1137,8803.33
1138,7014.88
1139,4396.2
1140,7770.8
1141,7982.46
1142,6493.55
1143,8786.59
1144,7688.77
1145,6647.74
1146,8088.72
1147,8142.45
1148,7330.66
1149,10093.97
1150,6763.82
1151,10681.11
1152,8449
1153,5780.67
1154,12946.02
1155,8097.44
1156,7245.38
1157,6751.46
1158,3691.34
1159,8077.36
1160,6839.87
1161,7816.2
1162,5979.64
1163,6257.59
1164,7865.77
1165,8257.02
1166,8675.56
1167,7627.99
1168,9797.39
1169,7544.82
1170,4263.23
1171,7723.98
1172,10026.06
1173,9676.88
1174,12095.97
1175,3654.92
1176,9213.17
1177,7761.57
1178,13193.68
1179,8138.94
1180,8036.74
1181,7621.85
1182,8981.84
1183,7889.95
1184,7296.27
1185,8717.58
1186,9998.82
1187,8662.53
1188,7683.51
1189,9696.14
1190,7508.46
1191,7450.85
1192,8679.39
1193,7447.15
1194,5814.25
1195,5349.25
1196,4392.29
1197,4304.59
1198,4553.96
1199,5445.51
1200,7170.31
1201,6367.29
1202,5573.52
1203,6614.08
1204,5188.24
1205,6885.7
1206,5102.43
1207,8110.31
1208,6953.37
1209,3936.02
1210,5543.17
1211,4368.36
1212,5010.6
1213,4422.41
1214,5618.24
1215,4755.53
1216,6971.12
1217,7559.98
1218,10926.51
1219,6269.95
1220,5954.37
1221,7164.83
1222,6648.6
1223,9107.76
1224,8656.98
1225,7804.01
1226,6228.61
1227,6612.85
1228,5849.35
1229,8077.65
1230,6478.04
1231,3056.12
1232,5544.62
1233,4988.96
1234,4837.16
1235,4844.75
1236,5637.3
1237,7966.88
1238,5132.39
1239,5303.26
1240,4660.55
1241,5508.44
1242,5804.63
1243,7315.92
1244,4431.62
1245,4322.43
1246,5392.48
1247,5826.13
1248,5802.9
1249,10135.06
1250,5338.98
1251,8014.76
1252,9001.97
1253,8754.1
1254,4234.62
1255,6837.15
1256,5548.29
1257,8844.4
1258,5458.28
1259,7059.52
1260,6036.64
1261,5955.03
1262,6316.79
1263,8171.15
1264,6264.64
1265,4182.84
1266,9642.1
1267,4247.79
1268,7743.39
1269,7276.68
1270,6170.31
1271,6252.29
1272,8317.63
1273,6057.54
1274,5253
1275,4595.37
1276,7475.81
1277,7305.91
1278,4880.4
1279,6648.68
1280,9469.05
1281,5501.25
1282,7772.24
1283,6807.53
1284,4436.95
1285,8081.66
1286,6129.45
1287,5040.29
1288,7916.28
1289,5301.5
1290,3634.11
1291,6004.68
1292,5302.12
1293,8856.09
1294,6377.8
1295,4276.81
1296,7395.18
1297,5025.59
1298,3543.2
1299,5638.93
1300,5243.46
1301,3017.77
1302,4883.62
1303,6986.52
1304,7170.98
1305,4437.06
1306,5304.88
1307,6819.82
1308,7351.51
1309,5428.26
1310,5726.99
1311,10871.84
1312,8930.96
1313,5536.52
1314,5998.98
1315,6610.72
1316,6391.17
1317,7328.1
1318,8760.31
1319,9076.34
1320,6534.8
1321,6605.89
1322,8589.12
1323,6031.11
1324,7035.16
1325,7338.96
1326,5634.59
1327,7826
1328,5613.45
1329,5692.72
1330,6305.81
1331,6240.9
1332,7269.35
1333,6147.88
1334,7640.07
1335,6386.92
1336,6740.35
1337,6185.37
1338,6655.14
1339,6999.22
1340,7777.66
1341,7693.53
1342,6542.3
1343,4663.09
1344,6811.42
1345,6185.28
1346,5949.67
1347,6993.19
1348,5909.73
1349,9330.28
1350,7836.3
1351,6803.89
1352,5160.48
1353,4538.39
1354,6082.63
1355,5527.16
1356,8121.38
1357,11163.37
1358,6041.05
1359,7067.04
1360,6536.97
1361,5674.19
1362,7233.62
1363,5938.26
1364,5235.48
1365,6529.72
1366,6519.01
1367,5725.51
1368,9179.18
1369,6126.41
1370,6990.55
1371,6054.96
1372,5358.34
1373,8146.25
1374,10294.29
1375,7318.82
1376,4364.92
1377,6816.04
1378,7244.99
1379,5344.01
1380,5571.7
1381,5097.25
1382,8286.51
1383,6074.58
1384,5614.09
1385,6182.34
1386,7816.85
1387,5517.18
1388,8046.97
1389,5320.52
1390,8299.57
1391,7671
1392,6556.65
1393,9223.81
1394,5587.77
1395,6921.63
1396,5836.46
1397,6589.34
1398,7903.47
1399,5318.08
1400,7580.66
1401,4795.89
1402,7826.17
1403,5456.6
1404,8556.18
1405,6695.74
1406,7816.29
1407,7151.33
1408,5278
1409,8466.37
1410,9415.32
1411,4661.8
1412,4433.43
1413,6414.41
1414,7860.28
1415,7479.07
1416,8708.96
1417,6242.95
1418,7399.48
1419,5510.26
1420,6575.47
1421,5218.58
1422,4605.46
1423,5947.69
1424,6084.7
1425,6782.25
1426,4750.12
1427,4340.27
1428,3466.5
1429,8794.39
1430,6259.74
1431,8240.27
1432,4492.16
1433,7216.08
1434,7731.51
1435,4885.96
1436,7012.31
1437,7404.12
1438,4646.21
1439,7556.04
1440,5507.76
1441,8701.27
1442,4697.87
1443,6465.01
1444,6379.38
1445,7256.85
1446,7329.18
1447,6020.82
1448,7945.64
1449,7447.53
1450,8094.64
1451,5590.42
1452,8284.57
1453,5307.87
1454,6144.69
1455,5151.69
1456,5913.28
1457,8330.82
1458,8155.66
1459,8314.16
1460,3945.82
1461,6744.33
1462,4903.3
1463,5230.28
1464,6410.82
1465,5975.13
1466,7275.33
1467,5133.36
1468,4989.48
1469,5151.67
1470,7926.42
1471,8151.49
1472,5668.59
1473,7572.42
1474,7657.89
1475,5530.97
1476,6326.7
1477,4905.1
1478,8834.74
1479,1761.26
1480,8437.75
1481,6458.62
1482,6928.25
1483,5543.92
1484,6108.86
1485,9255.3
1486,5293.87
1487,4258.24
1488,5640.62
1489,4996.33
1490,7642.89
1491,7310.63
1492,6279.95
1493,8983.09
1494,6706.96
1495,5365.9
1496,6181.83
1497,3977.98
1498,6917.63
1499,6106.66
1500,5115.34
1501,5848.94
1502,6983.07
1503,5440.34
1504,5424.64
1505,5634.79
1506,2945.35
1507,5734.11
1508,6072.04
1509,4127.84
1510,5656.36
1511,5991.22
1512,6055.15
1513,5423.95
1514,4327.71
1515,5278.4
1516,4535.46
1517,9968.75
1518,9186.57
1519,6031.6
1520,9207.17
1521,5969.55
1522,8507.61
1523,8453.05
1524,6992.28
1525,6789.6
1526,6631.8
1527,8549.22
1528,6169.45
1529,5965.45
1530,8272.44
1531,6008.57
1532,6965.06
1533,5662.06
1534,6996.75
1535,4938.01
1536,5231.13
1537,4820.75
1538,8336.72
1539,6463.02
1540,7114.07
1541,5739.8
1542,4777.35
1543,4915.11
1544,6858.05
1545,4852.24
1546,7406.25
1547,6552.36
1548,4484.93
1549,9833.08
1550,4097.49
1551,4523.38
1552,6804.61
1553,4988.57
1554,7144.55
1555,4131.42
1556,6767.17
1557,5138.22
1558,5045.85
1559,4381.87
1560,6434.69
1561,8497.05
1562,7914.7
1563,7208.39
1564,6370.85
1565,2692.08
1566,6584.98
1567,4164.84
1568,4620.86
1569,5752.16
1570,5382.27
1571,5339.33
1572,4433.81
1573,4394.92
1574,7141.89
1575,6076.45
1576,7298.57
1577,8233.28
1578,7751.73
1579,4766.91
1580,4077.34
1581,3060
1582,8069.51
1583,4371.86
1584,10370.96
1585,4472.02
1586,4303.36
1587,6109.41
1588,5580.33
1589,4543.69
1590,5874.64
1591,5714.04
1592,5111.16
1593,5165.83
1594,3945.24
1595,8445.13
1596,4773.33
1597,7367.21
1598,4421.89
1599,9362.56
1600,10746.92
1601,5531.48
1602,4988.32
1603,4552.67
1604,8891.94
1605,7542.15
1606,5490.19
1607,6686.31
1608,5805.12
1609,10831.48
1610,4497.56
1611,5791.94
1612,7508.23
1613,7750.3
1614,2384.72
1615,9554.25
1616,3532.27
1617,4853.43
1618,6551.79
1619,5646.03
1620,3587.53
1621,7154.14
1622,7152.32
1623,6504.08
1624,6041.2
1625,4567.33
1626,7732.56
1627,10741.17
1628,7800.79
1629,6712.38
1630,4662.14
1631,7214.3
1632,2258.74
1633,3136.02
1634,6242.65
1635,5707.51
1636,5878.11
1637,3156.9
1638,4348.7
1639,4841.25
1640,9278.45
1641,8112.39
1642,3046.39
1643,7978.18
1644,5922.95
1645,3049.17
1646,4522.4
1647,5270.88
1648,4349.58
1649,2155.2
1650,7693.29
1651,4468.49
1652,4850.37
1653,7091.16
1654,6102.7
1655,5541.47
1656,1295.9
1657,3355.72
1658,3870.93
1659,5797.3
1660,5082.08
1661,6513.76
1662,6294.34
1663,6890.96
1664,5465.2
1665,7385.35
1666,6347.22
1667,5498.74
1668,4740.01
1669,2179.68
1670,6621.74
1671,6271.08
1672,4715.67
1673,3843.48
1674,4788.03
1675,8678.68
1676,3190.14
1677,4645.08
1678,5295.31
1679,6582.64
1680,7463.4
1681,7438.29
1682,5965.78
1683,5437.56
1684,4666.01
1685,4377.67
1686,6437.1
1687,6177.71
1688,7457.85
1689,6145.28
1690,5577.86
1691,2086.66
1692,4414.11
1693,8063.25
1694,8387.11
1695,2721.97
1696,5206.08
1697,6299.86
1698,6496.41
1699,3372.47
1700,4406.57
1701,4200.9
1702,2721.36
1703,5234.83
1704,4879.26
1705,3225.82
1706,4240.05
1707,5280.85
1708,7402.93
1709,8034.04
1710,5213.91
1711,3915.64
1712,3441.31
1713,7424.72
1714,6434.42
1715,6678.07
1716,5740.23
1717,4647.17
1718,5810.06
1719,4908.83
1720,5625.69
1721,3182.28
1722,7416.47
1723,6099.64
1724,7251.28
1725,5927.48
1726,5604.16
1727,8378.84
1728,1842.29
1729,6777.18
1730,6558.34
1731,4527.74
1732,8518.22
1733,4987.29
1734,5051.46
1735,5498.06
1736,3430.52
1737,4087.85
1738,5596.67
1739,2631.53
1740,9067.01
1741,5315.05
1742,6247.23
1743,6041.6
1744,6366.56
1745,2681.96
1746,8750.6
1747,5299.26
1748,7526.1
1749,3786.95
1750,2944.39
1751,4696.47
1752,1922.19
1753,2263.66
1754,4049.17
1755,3279.95
1756,4503.54
1757,12808.04
1758,5214.68
1759,14661.74
1760,2207.09
1761,6003.38
1762,1471.86
1763,5871.31
1764,7789.18
1765,7446.35
1766,7220.87
1767,6051.38
1768,8056.85
1769,6893.39
1770,6449.51
1771,6850.91
1772,7965.07
1773,7442.18
1774,9576.33
1775,12135.02
1776,9631.32
1777,9351.19
1778,9989.22
1779,10238.95
1780,10783.07
1781,8173.9
1782,11002.69
1783,8909.67
1784,10839.05
1785,11171.42
1786,10506.88
1787,10535.42
1788,9723.05
1789,10648.91
1790,7423.24
1791,10130.6
1792,9071.24
1793,10305.94
1794,8587.65
1795,8494.23
1796,3912.65
1797,5675.16
1798,11062.8
1799,4371.46
1800,6555.12
1801,12299.8
1802,7348.91
1803,4418.43
1804,13460.26
1805,8139.56
1806,4800
1807,7193.88
1808,5785.87
1809,8047.2
1810,10465.15
1811,6478.59
1812,12416.12
1813,5927.97
1814,6206.86
1815,7924.41
1816,10269.52
1817,7389.25
1818,9085.64
1819,11021.46
1820,8230.42
1821,9074.35
1822,4911.5
1823,6491.54
1824,6619.19
1825,4993.2
1826,5173.73
1827,8299.91
1828,7395
1829,5072.6
1830,10796.06
1831,8491.33
1832,6065.67
1833,7045.27
1834,5467.17
1835,7563.23
1836,6424.81
1837,9113.5
1838,7421.66
1839,7418.95
1840,6464.26
1841,7891.1
1842,7534.96
1843,7108.61
1844,7114.88
1845,8918.6
1846,5967.19
1847,6050.3
1848,6680.14
1849,7115.23
1850,7669.77
1851,11263.22
1852,5476.12
1853,5245.24
1854,6457.48
1855,6447.58
1856,7657.29
1857,11616.13
1858,12383.4
1859,6539.56
1860,8076.67
1861,8510.04
1862,6941.37
1863,11078.91
1864,5655.24
1865,9208.18
1866,6832.77
1867,8983.94
1868,12346.04
1869,7572.74
1870,13792.68
1871,9169.11
1872,6291.07
1873,7809.85
1874,7996.82
1875,5932.42
1876,5879.7
1877,6488.08
1878,6892.49
