,date,cc_data,,dates,I,,Mean(R),dates
ca_506,14/06/2023,6,,09/05/2023,8.17190411,,0.971882436,09/05/2023
ca_506,15/06/2023,6,,10/05/2023,8.099052398,,0.955464358,10/05/2023
ca_506,16/06/2023,6,,11/05/2023,8.018585455,,0.938432309,11/05/2023
ca_506,18/06/2023,6,,12/05/2023,7.923529444,,0.921253011,12/05/2023
ca_506,19/06/2023,6,,13/05/2023,7.792722446,,0.905064143,13/05/2023
ca_506,20/06/2023,6,,14/05/2023,7.614439987,,0.891371693,14/05/2023
ca_506,21/06/2023,6,,15/05/2023,7.39062952,,0.881471993,15/05/2023
ca_506,22/06/2023,6,,16/05/2023,7.131485208,,0.875854102,16/05/2023
ca_506,23/06/2023,6,,17/05/2023,6.852044968,,0.874366051,17/05/2023
ca_506,24/06/2023,6,,18/05/2023,6.570580575,,0.876618592,18/05/2023
ca_506,27/06/2023,6,,19/05/2023,6.306552514,,0.882150127,19/05/2023
ca_506,28/06/2023,6,,20/05/2023,6.077809298,,0.89043041,20/05/2023
ca_506,29/06/2023,6,,21/05/2023,5.895335799,,0.900837014,21/05/2023
ca_506,30/06/2023,6,,22/05/2023,5.75396056,,0.912790964,22/05/2023
ca_506,01/07/2023,6,,23/05/2023,5.62661267,,0.92611496,23/05/2023
ca_506,02/07/2023,6,,24/05/2023,5.499667723,,0.940669623,24/05/2023
ca_506,03/07/2023,5,,25/05/2023,5.379925886,,0.955959338,25/05/2023
ca_506,05/07/2023,5,,26/05/2023,5.280618909,,0.971360861,26/05/2023
ca_506,06/07/2023,5,,27/05/2023,5.213040926,,0.986318544,27/05/2023
ca_506,07/07/2023,5,,28/05/2023,5.181274046,,1.000447404,28/05/2023
ca_506,08/07/2023,5,,29/05/2023,5.179610041,,1.013624461,29/05/2023
ca_506,09/07/2023,5,,30/05/2023,5.194829381,,1.026042301,30/05/2023
ca_506,10/07/2023,5,,31/05/2023,5.211880631,,1.038120477,31/05/2023
ca_506,11/07/2023,5,,01/06/2023,5.223047056,,1.050170908,01/06/2023
ca_506,12/07/2023,5,,02/06/2023,5.237142412,,1.061874582,02/06/2023
ca_506,13/07/2023,5,,03/06/2023,5.266590587,,1.072257608,03/06/2023
ca_506,14/07/2023,5,,04/06/2023,5.31897805,,1.080083338,04/06/2023
ca_506,16/07/2023,5,,05/06/2023,5.395217894,,1.084434783,05/06/2023
ca_506,17/07/2023,6,,06/06/2023,5.491466575,,1.085183399,06/06/2023
ca_506,18/07/2023,6,,07/06/2023,5.600587872,,1.082719147,07/06/2023
ca_506,19/07/2023,6,,08/06/2023,5.712819005,,1.077668611,08/06/2023
ca_506,20/07/2023,6,,09/06/2023,5.816957775,,1.070780946,09/06/2023
ca_506,21/07/2023,6,,10/06/2023,5.902502099,,1.06286209,10/06/2023
ca_506,23/07/2023,5,,11/06/2023,5.962923167,,1.054693852,11/06/2023
ca_506,24/07/2023,5,,12/06/2023,6.001084091,,1.046868039,12/06/2023
ca_506,25/07/2023,7,,13/06/2023,6.031200866,,1.039589137,13/06/2023
ca_506,26/07/2023,7,,14/06/2023,6.057853683,,1.032971291,14/06/2023
ca_506,27/07/2023,7,,15/06/2023,6.078737693,,1.027195259,15/06/2023
ca_506,28/07/2023,7,,16/06/2023,6.090706507,,1.022390542,16/06/2023
ca_506,29/07/2023,7,,17/06/2023,6.091679557,,1.018677124,17/06/2023
ca_506,30/07/2023,7,,18/06/2023,6.081876718,,1.016200616,18/06/2023
ca_506,31/07/2023,6,,19/06/2023,6.064540698,,1.014943956,19/06/2023
ca_506,01/08/2023,6,,20/06/2023,6.045128082,,1.014633377,20/06/2023
ca_506,02/08/2023,5,,21/06/2023,6.029376712,,1.014773808,21/06/2023
ca_506,03/08/2023,5,,22/06/2023,6.020183893,,1.014806581,22/06/2023
ca_506,04/08/2023,6,,23/06/2023,6.013849795,,1.014360476,23/06/2023
ca_506,05/08/2023,6,,24/06/2023,6.009437414,,1.013235881,24/06/2023
ca_506,06/08/2023,6,,25/06/2023,6.009445476,,1.011313439,25/06/2023
ca_506,07/08/2023,6,,26/06/2023,6.011292037,,1.008624769,26/06/2023
ca_506,08/08/2023,7,,27/06/2023,6.010330501,,1.005212938,27/06/2023
ca_506,09/08/2023,6,,28/06/2023,6.002312575,,1.000864146,28/06/2023
ca_506,10/08/2023,6,,29/06/2023,5.984859412,,0.995378176,29/06/2023
ca_506,11/08/2023,5,,30/06/2023,5.958026696,,0.98877972,30/06/2023
ca_506,12/08/2023,5,,01/07/2023,5.923748622,,0.981352926,01/07/2023
ca_506,13/08/2023,6,,02/07/2023,5.884807153,,0.973579286,02/07/2023
ca_506,14/08/2023,6,,03/07/2023,5.843194291,,0.966057371,03/07/2023
ca_506,15/08/2023,6,,04/07/2023,5.793969275,,0.959563502,04/07/2023
ca_506,16/08/2023,6,,05/07/2023,5.72231014,,0.955198885,05/07/2023
ca_506,17/08/2023,6,,06/07/2023,5.626467099,,0.953942632,06/07/2023
ca_506,18/08/2023,5,,07/07/2023,5.514868791,,0.956231107,07/07/2023
ca_506,19/08/2023,5,,08/07/2023,5.399647439,,0.961990861,08/07/2023
ca_506,20/08/2023,5,,09/07/2023,5.292786223,,0.971033153,09/07/2023
ca_506,21/08/2023,7,,10/07/2023,5.203772316,,0.983054406,10/07/2023
ca_506,22/08/2023,8,,11/07/2023,5.138545267,,0.997570025,11/07/2023
ca_506,23/08/2023,7,,12/07/2023,5.099238803,,1.013877903,12/07/2023
ca_506,24/08/2023,6,,13/07/2023,5.0834719,,1.031085157,13/07/2023
ca_506,25/08/2023,5,,14/07/2023,5.083653388,,1.048220461,14/07/2023
ca_506,26/08/2023,5,,15/07/2023,5.09699553,,1.064163208,15/07/2023
ca_506,27/08/2023,6,,16/07/2023,5.133607517,,1.077475988,16/07/2023
ca_506,28/08/2023,9,,17/07/2023,5.198987926,,1.086928997,17/07/2023
ca_506,29/08/2023,9,,18/07/2023,5.292326406,,1.09216045,18/07/2023
ca_506,30/08/2023,9,,19/07/2023,5.407480603,,1.093566072,19/07/2023
ca_506,31/08/2023,10,,20/07/2023,5.533835608,,1.091895994,20/07/2023
ca_506,01/09/2023,10,,21/07/2023,5.657871177,,1.088028477,21/07/2023
ca_506,02/09/2023,7,,22/07/2023,5.766075044,,1.082850863,22/07/2023
ca_506,03/09/2023,6,,23/07/2023,5.849228969,,1.077151728,23/07/2023
ca_506,04/09/2023,6,,24/07/2023,5.909071508,,1.071429246,24/07/2023
ca_506,05/09/2023,5,,25/07/2023,5.962719652,,1.06564574,25/07/2023
ca_506,06/09/2023,5,,26/07/2023,6.020891047,,1.059534838,26/07/2023
ca_506,07/09/2023,6,,27/07/2023,6.0822375,,1.052994689,27/07/2023
ca_506,08/09/2023,7,,28/07/2023,6.140696074,,1.046155924,28/07/2023
ca_506,09/09/2023,6,,29/07/2023,6.189588638,,1.039217173,29/07/2023
ca_506,10/09/2023,6,,30/07/2023,6.224053729,,1.032293185,30/07/2023
ca_506,11/09/2023,7,,31/07/2023,6.242578598,,1.025445186,31/07/2023
ca_506,12/09/2023,7,,01/08/2023,6.24724898,,1.018714448,01/08/2023
ca_506,13/09/2023,8,,02/08/2023,6.24263925,,1.01213457,02/08/2023
ca_506,14/09/2023,7,,03/08/2023,6.233869813,,1.005753821,03/08/2023
ca_506,15/09/2023,8,,04/08/2023,6.223283408,,0.999706263,04/08/2023
ca_506,16/09/2023,10,,05/08/2023,6.207105503,,0.994325775,05/08/2023
ca_506,17/09/2023,12,,06/08/2023,6.178411556,,0.990143522,06/08/2023
ca_506,18/09/2023,13,,07/08/2023,6.135206028,,0.987631168,07/08/2023
ca_506,19/09/2023,6,,08/08/2023,6.080001704,,0.986927794,08/08/2023
ca_506,20/09/2023,6,,09/08/2023,6.01789882,,0.987796991,09/08/2023
ca_506,21/09/2023,6,,10/08/2023,5.955296711,,0.989874699,10/08/2023
ca_506,22/09/2023,6,,11/08/2023,5.898831142,,0.992873367,11/08/2023
ca_506,23/09/2023,6,,12/08/2023,5.854132943,,0.996640039,12/08/2023
ca_506,24/09/2023,6,,13/08/2023,5.824237229,,1.001135151,13/08/2023
ca_506,25/09/2023,6,,14/08/2023,5.807237791,,1.006406858,14/08/2023
ca_506,26/09/2023,7,,15/08/2023,5.794951246,,1.012600066,15/08/2023
ca_506,27/09/2023,7,,16/08/2023,5.779376995,,1.019857095,16/08/2023
ca_506,28/09/2023,7,,17/08/2023,5.762187685,,1.028058899,17/08/2023
ca_506,29/09/2023,7,,18/08/2023,5.751560683,,1.036787477,18/08/2023
ca_506,01/10/2023,5,,19/08/2023,5.756179379,,1.045693132,19/08/2023
ca_506,02/10/2023,7,,20/08/2023,5.781678606,,1.054817679,20/08/2023
ca_506,03/10/2023,7,,21/08/2023,5.828647165,,1.064295771,21/08/2023
ca_506,04/10/2023,7,,22/08/2023,5.892712508,,1.074118182,22/08/2023
ca_506,05/10/2023,7,,23/08/2023,5.966512695,,1.08406003,23/08/2023
ca_506,07/10/2023,7,,24/08/2023,6.042607033,,1.093690056,24/08/2023
ca_506,08/10/2023,7,,25/08/2023,6.118270656,,1.102360511,25/08/2023
ca_506,09/10/2023,7,,26/08/2023,6.204253302,,1.109068628,26/08/2023
ca_506,10/10/2023,7,,27/08/2023,6.319708836,,1.112522538,27/08/2023
ca_506,11/10/2023,7,,28/08/2023,6.467543345,,1.111843063,28/08/2023
ca_506,13/10/2023,7,,29/08/2023,6.638379195,,1.107044042,29/08/2023
ca_506,14/10/2023,7,,30/08/2023,6.817312408,,1.098590996,30/08/2023
ca_506,15/10/2023,7,,31/08/2023,6.988169666,,1.087113361,31/08/2023
ca_506,17/10/2023,6,,01/09/2023,7.136402958,,1.073423187,01/09/2023
ca_506,18/10/2023,6,,02/09/2023,7.251520967,,1.058468753,02/09/2023
ca_506,19/10/2023,6,,03/09/2023,7.329426262,,1.043223493,03/09/2023
ca_506,20/10/2023,6,,04/09/2023,7.375628767,,1.028532633,04/09/2023
ca_506,22/10/2023,6,,05/09/2023,7.404749548,,1.014989037,05/09/2023
ca_506,23/10/2023,6,,06/09/2023,7.413137057,,1.003328801,06/09/2023
ca_506,25/10/2023,6,,07/09/2023,7.391874937,,0.99448219,07/09/2023
ca_506,26/10/2023,6,,08/09/2023,7.340816012,,0.989171267,08/09/2023
ca_506,29/10/2023,6,,09/09/2023,7.265649966,,0.987640437,09/09/2023
ca_506,30/10/2023,6,,10/09/2023,7.175824429,,0.99013283,10/09/2023
ca_506,31/10/2023,6,,11/09/2023,7.083797754,,0.996678019,11/09/2023
ca_506,01/11/2023,6,,12/09/2023,7.003831453,,1.006780192,12/09/2023
ca_506,02/11/2023,6,,13/09/2023,6.949340391,,1.019333084,13/09/2023
ca_506,03/11/2023,6,,14/09/2023,6.928723305,,1.032773354,14/09/2023
ca_506,04/11/2023,6,,15/09/2023,6.938404437,,1.0454792,15/09/2023
ca_506,05/11/2023,6,,16/09/2023,6.966744351,,1.056129554,16/09/2023
ca_506,06/11/2023,6,,17/09/2023,7.027747315,,1.063361749,17/09/2023
ca_506,07/11/2023,6,,18/09/2023,7.125163939,,1.06617537,18/09/2023
ca_506,08/11/2023,5,,19/09/2023,7.249183341,,1.064425968,19/09/2023
ca_506,09/11/2023,5,,20/09/2023,7.383966284,,1.058559844,20/09/2023
ca_506,10/11/2023,5,,21/09/2023,7.51222493,,1.049184786,21/09/2023
ca_506,11/11/2023,5,,22/09/2023,7.618165752,,1.037075447,22/09/2023
ca_506,12/11/2023,5,,23/09/2023,7.689851016,,1.023156717,23/09/2023
,,,,24/09/2023,7.721353565,,1.008424152,24/09/2023
,,,,25/09/2023,7.716063313,,0.993807177,25/09/2023
,,,,26/09/2023,7.68919739,,0.979994084,26/09/2023
,,,,27/09/2023,7.643080441,,0.967702901,27/09/2023
,,,,28/09/2023,7.566703742,,0.957894395,28/09/2023
,,,,29/09/2023,7.45822187,,0.951390173,29/09/2023
,,,,30/09/2023,7.322863747,,0.948511125,30/09/2023
,,,,01/10/2023,7.170443747,,0.949393499,01/10/2023
,,,,02/10/2023,7.014129229,,0.953980124,02/10/2023
,,,,03/10/2023,6.869052793,,0.96187308,03/10/2023
,,,,04/10/2023,6.749444756,,0.97227376,04/10/2023
,,,,05/10/2023,6.664257523,,0.984059972,05/10/2023
,,,,06/10/2023,6.610072184,,0.996056598,06/10/2023
,,,,07/10/2023,6.571811444,,1.007320029,07/10/2023
,,,,08/10/2023,6.553780352,,1.016769688,08/10/2023
,,,,09/10/2023,6.560314054,,1.023363616,09/10/2023
,,,,10/10/2023,6.589688317,,1.02656243,10/10/2023
,,,,11/10/2023,6.636168275,,1.026427843,11/10/2023
,,,,12/10/2023,6.691083453,,1.02334018,12/10/2023
,,,,13/10/2023,6.743520475,,1.017903541,13/10/2023
,,,,14/10/2023,6.78117486,,1.010895629,14/10/2023
,,,,15/10/2023,6.792268508,,1.003216004,15/10/2023
,,,,16/10/2023,6.773161711,,0.995708261,16/10/2023
,,,,17/10/2023,6.734269301,,0.988887468,17/10/2023
,,,,18/10/2023,6.687487433,,0.98295492,18/10/2023
,,,,19/10/2023,6.63355077,,0.978079077,19/10/2023
,,,,20/10/2023,6.572314708,,0.974385217,20/10/2023
,,,,21/10/2023,6.503884635,,0.971857544,21/10/2023
,,,,22/10/2023,6.429124263,,0.970416221,22/10/2023
,,,,23/10/2023,6.350246029,,0.969946523,23/10/2023
,,,,24/10/2023,6.271046649,,0.970273693,24/10/2023
,,,,25/10/2023,6.196096469,,0.971148412,25/10/2023
,,,,26/10/2023,6.129000949,,0.972271286,26/10/2023
,,,,27/10/2023,6.069530284,,0.973382664,27/10/2023
,,,,28/10/2023,6.012408512,,0.974376925,28/10/2023
,,,,29/10/2023,5.956075292,,0.975202035,29/10/2023
,,,,30/10/2023,5.90073809,,0.975802381,30/10/2023
,,,,31/10/2023,5.846595985,,0.976137633,31/10/2023
,,,,01/11/2023,5.793762965,,0.97620757,01/11/2023
,,,,02/11/2023,5.742145236,,0.976023427,02/11/2023
,,,,03/11/2023,5.691278388,,0.975604456,03/11/2023
,,,,04/11/2023,5.640251727,,0.974985577,04/11/2023
,,,,05/11/2023,5.587882697,,0.97422187,05/11/2023
,,,,06/11/2023,5.533280283,,,06/11/2023
,,,,07/11/2023,5.476802347,,,07/11/2023
,,,,08/11/2023,5.419833676,,,08/11/2023
,,,,09/11/2023,5.362513541,,,09/11/2023
,,,,10/11/2023,5.304714382,,,10/11/2023
,,,,11/11/2023,5.246278098,,,11/11/2023
,,,,12/11/2023,5.187016937,,,12/11/2023
