,date,cc_data,,dates,I,,Mean(R),dates
ca_506,05/07/2022,56,,11/06/2022,35.75786484,,0.951811226,11/06/2022
ca_506,06/07/2022,47,,12/06/2022,35.10688678,,0.959090758,12/06/2022
ca_506,07/07/2022,43,,13/06/2022,34.53014869,,0.969573704,13/06/2022
ca_506,08/07/2022,43,,14/06/2022,34.0953687,,0.983028664,14/06/2022
ca_506,09/07/2022,35,,15/06/2022,33.83037747,,0.998973081,15/06/2022
ca_506,10/07/2022,26,,16/06/2022,33.72895799,,1.016684312,16/06/2022
ca_506,11/07/2022,39,,17/06/2022,33.76141936,,1.035253575,17/06/2022
ca_506,12/07/2022,54,,18/06/2022,33.89025845,,1.053628175,18/06/2022
ca_506,13/07/2022,38,,19/06/2022,34.11980681,,1.070511712,19/06/2022
ca_506,14/07/2022,34,,20/06/2022,34.54239811,,1.08417763,20/06/2022
ca_506,15/07/2022,32,,21/06/2022,35.19358503,,1.09305768,21/06/2022
ca_506,16/07/2022,29,,22/06/2022,36.04808272,,1.096489883,22/06/2022
ca_506,17/07/2022,16,,23/06/2022,37.04547965,,1.094893891,23/06/2022
ca_506,18/07/2022,46,,24/06/2022,38.10479677,,1.089242264,24/06/2022
ca_506,19/07/2022,34,,25/06/2022,39.13276464,,1.080613929,25/06/2022
ca_506,20/07/2022,31,,26/06/2022,40.03585354,,1.069992759,26/06/2022
ca_506,21/07/2022,34,,27/06/2022,40.73834718,,1.058232948,27/06/2022
ca_506,22/07/2022,34,,28/06/2022,41.21532615,,1.04603538,28/06/2022
ca_506,23/07/2022,23,,29/06/2022,41.53974277,,1.033802287,29/06/2022
ca_506,24/07/2022,19,,30/06/2022,41.81642023,,1.021682667,30/06/2022
ca_506,25/07/2022,27,,01/07/2022,42.06206555,,1.00993015,01/07/2022
ca_506,26/07/2022,21,,02/07/2022,42.23311096,,0.998953206,02/07/2022
ca_506,27/07/2022,24,,03/07/2022,42.27063189,,0.989085582,03/07/2022
ca_506,28/07/2022,21,,04/07/2022,42.13581936,,0.980680965,04/07/2022
ca_506,29/07/2022,22,,05/07/2022,41.83174915,,0.973942679,05/07/2022
ca_506,30/07/2022,20,,06/07/2022,41.40942345,,0.968714268,06/07/2022
ca_506,31/07/2022,10,,07/07/2022,40.94905832,,0.964431518,07/07/2022
ca_506,01/08/2022,30,,08/07/2022,40.52716975,,0.960258088,08/07/2022
ca_506,02/08/2022,17,,09/07/2022,40.16520047,,0.955436369,09/07/2022
ca_506,03/08/2022,25,,10/07/2022,39.80494843,,0.949693343,10/07/2022
ca_506,04/08/2022,15,,11/07/2022,39.43690507,,0.943088011,11/07/2022
ca_506,05/08/2022,23,,12/07/2022,39.03934649,,0.935948904,12/07/2022
ca_506,06/08/2022,6,,13/07/2022,38.57384974,,0.928715628,13/07/2022
ca_506,07/08/2022,16,,14/07/2022,38.00796541,,0.921655048,14/07/2022
ca_506,08/08/2022,21,,15/07/2022,37.32879852,,0.914772091,15/07/2022
ca_506,09/08/2022,16,,16/07/2022,36.55174884,,0.907901463,16/07/2022
ca_506,10/08/2022,12,,17/07/2022,35.71708136,,0.90079348,17/07/2022
ca_506,11/08/2022,23,,18/07/2022,34.87619001,,0.893175947,18/07/2022
ca_506,12/08/2022,20,,19/07/2022,34.07007028,,0.884843069,19/07/2022
ca_506,13/08/2022,10,,20/07/2022,33.29453472,,0.875844013,20/07/2022
ca_506,14/08/2022,13,,21/07/2022,32.48537309,,0.866701089,21/07/2022
ca_506,15/08/2022,21,,22/07/2022,31.57869089,,0.858319624,22/07/2022
ca_506,16/08/2022,19,,23/07/2022,30.55814866,,0.851587477,23/07/2022
ca_506,17/08/2022,13,,24/07/2022,29.44609306,,0.846970933,24/07/2022
ca_506,18/08/2022,7,,25/07/2022,28.28617535,,0.844496047,25/07/2022
ca_506,19/08/2022,18,,26/07/2022,27.13128869,,0.843937532,26/07/2022
ca_506,20/08/2022,11,,27/07/2022,26.03330716,,0.844975507,27/07/2022
ca_506,21/08/2022,14,,28/07/2022,25.03310918,,0.847279245,28/07/2022
ca_506,22/08/2022,23,,29/07/2022,24.14957151,,0.850563687,29/07/2022
ca_506,23/08/2022,20,,30/07/2022,23.36407961,,0.854682224,30/07/2022
ca_506,24/08/2022,9,,31/07/2022,22.61784857,,0.859741428,31/07/2022
ca_506,25/08/2022,16,,01/08/2022,21.87533723,,0.865876856,01/08/2022
ca_506,26/08/2022,9,,02/08/2022,21.14529503,,0.872933956,02/08/2022
ca_506,27/08/2022,9,,03/08/2022,20.4592108,,0.880440108,03/08/2022
ca_506,28/08/2022,13,,04/08/2022,19.84876826,,0.88792642,04/08/2022
ca_506,29/08/2022,17,,05/08/2022,19.33226006,,0.895034306,05/08/2022
ca_506,30/08/2022,7,,06/08/2022,18.90616289,,0.901590494,06/08/2022
ca_506,31/08/2022,9,,07/08/2022,18.54504408,,0.907698567,07/08/2022
ca_506,01/09/2022,11,,08/08/2022,18.2104518,,0.913739908,08/08/2022
ca_506,02/09/2022,11,,09/08/2022,17.86524246,,0.92023897,09/08/2022
ca_506,03/09/2022,10,,10/08/2022,17.49781691,,0.927532968,10/08/2022
ca_506,04/09/2022,8,,11/08/2022,17.14296979,,0.935327554,11/08/2022
ca_506,05/09/2022,9,,12/08/2022,16.83006913,,0.942799524,12/08/2022
ca_506,06/09/2022,25,,13/08/2022,16.57437997,,0.94899558,13/08/2022
ca_506,07/09/2022,6,,14/08/2022,16.38146414,,0.953309956,14/08/2022
ca_506,08/09/2022,15,,15/08/2022,16.24530231,,0.955429411,15/08/2022
ca_506,09/09/2022,7,,16/08/2022,16.14741292,,0.955287496,16/08/2022
ca_506,10/09/2022,7,,17/08/2022,16.05827313,,0.953157301,17/08/2022
ca_506,11/09/2022,13,,18/08/2022,15.94458514,,0.949653494,18/08/2022
ca_506,12/09/2022,18,,19/08/2022,15.78048948,,0.945605653,19/08/2022
ca_506,13/09/2022,13,,20/08/2022,15.56448083,,0.941769948,20/08/2022
ca_506,14/09/2022,6,,21/08/2022,15.33071694,,0.938453585,21/08/2022
ca_506,15/09/2022,11,,22/08/2022,15.09040014,,0.935729562,22/08/2022
ca_506,16/09/2022,7,,23/08/2022,14.84143888,,0.933621829,23/08/2022
ca_506,17/09/2022,6,,24/08/2022,14.58704061,,0.932104806,24/08/2022
ca_506,18/09/2022,5,,25/08/2022,14.33222523,,0.931123191,25/08/2022
ca_506,19/09/2022,8,,26/08/2022,14.08141611,,0.930637957,26/08/2022
ca_506,20/09/2022,9,,27/08/2022,13.83698811,,0.930653102,27/08/2022
ca_506,21/09/2022,12,,28/08/2022,13.59909587,,0.931215732,28/08/2022
ca_506,22/09/2022,10,,29/08/2022,13.36674828,,0.932389129,29/08/2022
ca_506,23/09/2022,7,,30/08/2022,13.13870826,,0.934208768,30/08/2022
ca_506,24/09/2022,6,,31/08/2022,12.91455591,,0.936630731,31/08/2022
ca_506,25/09/2022,6,,01/09/2022,12.69628232,,0.939484531,01/09/2022
ca_506,26/09/2022,8,,02/09/2022,12.48906307,,0.942453502,02/09/2022
ca_506,27/09/2022,8,,03/09/2022,12.29812274,,0.945148613,03/09/2022
ca_506,28/09/2022,6,,04/09/2022,12.1265163,,0.947276641,04/09/2022
ca_506,29/09/2022,6,,05/09/2022,11.97405947,,0.948706196,05/09/2022
ca_506,30/09/2022,10,,06/09/2022,11.83681268,,0.949433797,06/09/2022
ca_506,01/10/2022,7,,07/09/2022,11.70732918,,0.949564322,07/09/2022
ca_506,02/10/2022,8,,08/09/2022,11.57630675,,0.94928915,08/09/2022
ca_506,03/10/2022,10,,09/09/2022,11.43530861,,0.948846056,09/09/2022
ca_506,04/10/2022,12,,10/09/2022,11.28120986,,0.948432587,10/09/2022
ca_506,05/10/2022,11,,11/09/2022,11.12155551,,0.948062846,11/09/2022
ca_506,06/10/2022,9,,12/09/2022,10.96511715,,0.947568061,12/09/2022
ca_506,07/10/2022,7,,13/09/2022,10.81485214,,0.946721067,13/09/2022
ca_506,08/10/2022,5,,14/09/2022,10.67050288,,0.945349189,14/09/2022
ca_506,09/10/2022,5,,15/09/2022,10.52986715,,0.943365582,15/09/2022
ca_506,10/10/2022,5,,16/09/2022,10.38973218,,0.940640532,16/09/2022
ca_506,11/10/2022,5,,17/09/2022,10.24628867,,0.937136204,17/09/2022
ca_506,12/10/2022,5,,18/09/2022,10.09564686,,0.933017285,18/09/2022
ca_506,13/10/2022,7,,19/09/2022,9.934911414,,0.928647139,19/09/2022
ca_506,14/10/2022,5,,20/09/2022,9.763195264,,0.924505607,20/09/2022
ca_506,15/10/2022,5,,21/09/2022,9.58296798,,0.921063644,21/09/2022
ca_506,16/10/2022,7,,22/09/2022,9.396262043,,0.918720048,22/09/2022
ca_506,17/10/2022,8,,23/09/2022,9.195065148,,0.917909557,23/09/2022
ca_506,18/10/2022,9,,24/09/2022,8.981638816,,0.918926014,24/09/2022
ca_506,19/10/2022,6,,25/09/2022,8.765927853,,0.921792013,25/09/2022
ca_506,20/10/2022,6,,26/09/2022,8.559162133,,0.926417798,26/09/2022
ca_506,21/10/2022,6,,27/09/2022,8.370285316,,0.932898513,27/09/2022
ca_506,22/10/2022,5,,28/09/2022,8.204393031,,0.941355977,28/09/2022
ca_506,23/10/2022,5,,29/09/2022,8.062589806,,0.951752882,29/09/2022
ca_506,24/10/2022,7,,30/09/2022,7.942655474,,0.963786226,30/09/2022
ca_506,25/10/2022,7,,01/10/2022,7.840131055,,0.976848693,01/10/2022
ca_506,26/10/2022,9,,02/10/2022,7.750371747,,0.990043664,02/10/2022
ca_506,27/10/2022,7,,03/10/2022,7.679542337,,1.002110815,03/10/2022
ca_506,28/10/2022,7,,04/10/2022,7.647714497,,1.011414778,04/10/2022
ca_506,29/10/2022,6,,05/10/2022,7.660428654,,1.016625116,05/10/2022
ca_506,30/10/2022,5,,06/10/2022,7.710071385,,1.017225729,06/10/2022
ca_506,31/10/2022,8,,07/10/2022,7.780908099,,1.012992532,07/10/2022
ca_506,01/11/2022,9,,08/10/2022,7.852473619,,1.004135603,08/10/2022
ca_506,02/11/2022,9,,09/10/2022,7.903036111,,0.991480756,09/10/2022
ca_506,03/11/2022,6,,10/10/2022,7.914307589,,0.976382776,10/10/2022
ca_506,04/11/2022,7,,11/10/2022,7.876966772,,0.960449518,11/10/2022
ca_506,05/11/2022,14,,12/10/2022,7.798681912,,0.945123302,12/10/2022
ca_506,06/11/2022,8,,13/10/2022,7.697621774,,0.93142662,13/10/2022
ca_506,07/11/2022,7,,14/10/2022,7.558798122,,0.920580581,14/10/2022
ca_506,08/11/2022,6,,15/10/2022,7.378407281,,0.913775051,15/10/2022
ca_506,09/11/2022,13,,16/10/2022,7.167819437,,0.911697749,16/10/2022
ca_506,10/11/2022,5,,17/10/2022,6.944331394,,0.914282653,17/10/2022
ca_506,11/11/2022,9,,18/10/2022,6.725913484,,0.920952121,18/10/2022
ca_506,12/11/2022,7,,19/10/2022,6.528354702,,0.930995249,19/10/2022
ca_506,13/11/2022,7,,20/10/2022,6.363715231,,0.943780445,20/10/2022
ca_506,14/11/2022,11,,21/10/2022,6.239526954,,0.958774011,21/10/2022
ca_506,15/11/2022,14,,22/10/2022,6.156506021,,0.975461607,22/10/2022
ca_506,16/11/2022,13,,23/10/2022,6.104802856,,0.993301564,23/10/2022
ca_506,17/11/2022,11,,24/10/2022,6.067896705,,1.011705867,24/10/2022
ca_506,18/11/2022,12,,25/10/2022,6.041105052,,1.029807451,25/10/2022
ca_506,19/11/2022,12,,26/10/2022,6.0332585,,1.046514663,26/10/2022
ca_506,20/11/2022,9,,27/10/2022,6.057108331,,1.060967853,27/10/2022
ca_506,21/11/2022,25,,28/10/2022,6.121035462,,1.072229145,28/10/2022
ca_506,22/11/2022,18,,29/10/2022,6.223732288,,1.079609744,29/10/2022
ca_506,23/11/2022,9,,30/10/2022,6.352156465,,1.083187522,30/10/2022
ca_506,24/11/2022,15,,31/10/2022,6.485992884,,1.083925656,31/10/2022
ca_506,25/11/2022,21,,01/11/2022,6.606146433,,1.083378533,01/11/2022
ca_506,26/11/2022,14,,02/11/2022,6.70782954,,1.083042929,02/11/2022
ca_506,27/11/2022,5,,03/11/2022,6.806309233,,1.083687177,03/11/2022
ca_506,28/11/2022,24,,04/11/2022,6.896068053,,1.085752914,04/11/2022
ca_506,29/11/2022,23,,05/11/2022,6.975272348,,1.089358004,05/11/2022
ca_506,30/11/2022,15,,06/11/2022,7.052882913,,1.094219941,06/11/2022
ca_506,01/12/2022,20,,07/11/2022,7.140718459,,1.099689052,07/11/2022
ca_506,02/12/2022,20,,08/11/2022,7.248499781,,1.104633119,08/11/2022
ca_506,03/12/2022,16,,09/11/2022,7.380631789,,1.108147703,09/11/2022
ca_506,04/12/2022,12,,10/11/2022,7.535271924,,1.110057578,10/11/2022
ca_506,05/12/2022,15,,11/11/2022,7.706164784,,1.110933957,11/11/2022
ca_506,06/12/2022,21,,12/11/2022,7.885399415,,1.111785507,12/11/2022
ca_506,07/12/2022,16,,13/11/2022,8.067963836,,1.113586988,13/11/2022
ca_506,08/12/2022,12,,14/11/2022,8.248681346,,1.11698541,14/11/2022
ca_506,09/12/2022,14,,15/11/2022,8.408768273,,1.122438699,15/11/2022
ca_506,10/12/2022,11,,16/11/2022,8.553549595,,1.129891997,16/11/2022
ca_506,11/12/2022,7,,17/11/2022,8.704911414,,1.138852957,17/11/2022
ca_506,12/12/2022,19,,18/11/2022,8.886585415,,1.149200028,18/11/2022
ca_506,13/12/2022,9,,19/11/2022,9.114753438,,1.161085421,19/11/2022
ca_506,14/12/2022,12,,20/11/2022,9.392662324,,1.174295761,20/11/2022
ca_506,15/12/2022,11,,21/11/2022,9.711788604,,1.188090409,21/11/2022
ca_506,16/12/2022,16,,22/11/2022,10.05717764,,1.201355486,22/11/2022
ca_506,17/12/2022,11,,23/11/2022,10.41627851,,1.212821003,23/11/2022
ca_506,18/12/2022,9,,24/11/2022,10.79231824,,1.221158932,24/11/2022
ca_506,19/12/2022,16,,25/11/2022,11.23265482,,1.224719499,25/11/2022
ca_506,20/12/2022,20,,26/11/2022,11.77089855,,1.222093428,26/11/2022
ca_506,21/12/2022,17,,27/11/2022,12.39190731,,1.21302141,27/11/2022
ca_506,22/12/2022,10,,28/11/2022,13.05677355,,1.198676257,28/11/2022
ca_506,23/12/2022,9,,29/11/2022,13.72037807,,1.18099943,29/11/2022
ca_506,24/12/2022,8,,30/11/2022,14.34168894,,1.161734728,30/11/2022
ca_506,25/12/2022,8,,01/12/2022,14.8899618,,1.14201481,01/12/2022
ca_506,26/12/2022,9,,02/12/2022,15.34651638,,1.122397875,02/12/2022
ca_506,27/12/2022,21,,03/12/2022,15.70801259,,1.103081272,03/12/2022
ca_506,28/12/2022,10,,04/12/2022,15.99258098,,1.084099604,04/12/2022
ca_506,29/12/2022,15,,05/12/2022,16.24337399,,1.065381218,05/12/2022
ca_506,30/12/2022,16,,06/12/2022,16.48504414,,1.047016506,06/12/2022
ca_506,31/12/2022,7,,07/12/2022,16.69683821,,1.029487616,07/12/2022
ca_506,01/01/2023,5,,08/12/2022,16.84141353,,1.013305925,08/12/2022
ca_506,02/01/2023,9,,09/12/2022,16.88787056,,0.998700521,09/12/2022
ca_506,03/01/2023,14,,10/12/2022,16.8260959,,0.98561026,10/12/2022
ca_506,04/01/2023,12,,11/12/2022,16.67460319,,0.973755531,11/12/2022
ca_506,05/01/2023,8,,12/12/2022,16.47475031,,0.962667177,12/12/2022
ca_506,06/01/2023,8,,13/12/2022,16.27493961,,0.951754445,13/12/2022
ca_506,07/01/2023,7,,14/12/2022,16.10468192,,0.940540024,14/12/2022
ca_506,08/01/2023,7,,15/12/2022,15.94108258,,0.929138494,15/12/2022
ca_506,09/01/2023,6,,16/12/2022,15.73554805,,0.918425104,16/12/2022
ca_506,10/01/2023,13,,17/12/2022,15.45600964,,0.909708407,17/12/2022
ca_506,11/01/2023,21,,18/12/2022,15.10024945,,0.904140257,18/12/2022
ca_506,12/01/2023,6,,19/12/2022,14.68605895,,0.902277295,19/12/2022
ca_506,13/01/2023,6,,20/12/2022,14.24199676,,0.904408265,20/12/2022
ca_506,14/01/2023,6,,21/12/2022,13.80190964,,0.910535676,21/12/2022
ca_506,15/01/2023,6,,22/12/2022,13.39994235,,0.920236658,22/12/2022
ca_506,16/01/2023,5,,23/12/2022,13.06465784,,0.932626872,23/12/2022
ca_506,17/01/2023,5,,24/12/2022,12.81094895,,0.94647051,24/12/2022
ca_506,18/01/2023,9,,25/12/2022,12.62712647,,0.960485672,25/12/2022
ca_506,19/01/2023,7,,26/12/2022,12.47987746,,0.973650451,26/12/2022
ca_506,20/01/2023,5,,27/12/2022,12.37990454,,0.984801224,27/12/2022
ca_506,21/01/2023,5,,28/12/2022,12.33560032,,0.992801744,28/12/2022
ca_506,22/01/2023,5,,29/12/2022,12.34105817,,0.997030355,29/12/2022
ca_506,23/01/2023,8,,30/12/2022,12.38194818,,0.997512372,30/12/2022
ca_506,24/01/2023,6,,31/12/2022,12.43870677,,0.994572527,31/12/2022
ca_506,25/01/2023,12,,01/01/2023,12.48807175,,0.988720037,01/01/2023
ca_506,26/01/2023,11,,02/01/2023,12.50608532,,0.980612013,02/01/2023
ca_506,27/01/2023,11,,03/01/2023,12.47301419,,0.971021029,03/01/2023
ca_506,28/01/2023,10,,04/01/2023,12.38208926,,0.960742012,04/01/2023
ca_506,29/01/2023,10,,05/01/2023,12.25190976,,0.950371442,05/01/2023
ca_506,30/01/2023,6,,06/01/2023,12.10477842,,0.940309893,06/01/2023
ca_506,31/01/2023,13,,07/01/2023,11.93609531,,0.931074871,07/01/2023
ca_506,01/02/2023,7,,08/01/2023,11.73857407,,0.923198378,08/01/2023
ca_506,02/02/2023,6,,09/01/2023,11.5081146,,0.916874616,09/01/2023
ca_506,03/02/2023,5,,10/01/2023,11.24638618,,0.911905066,10/01/2023
ca_506,04/02/2023,5,,11/01/2023,10.96253047,,0.907976864,11/01/2023
ca_506,05/02/2023,5,,12/01/2023,10.67296125,,0.904798899,12/01/2023
ca_506,06/02/2023,5,,13/01/2023,10.39682393,,0.902124894,13/01/2023
ca_506,07/02/2023,7,,14/01/2023,10.14895696,,0.899762167,14/01/2023
ca_506,08/02/2023,7,,15/01/2023,9.929091126,,0.897670201,15/01/2023
ca_506,09/02/2023,7,,16/01/2023,9.710693323,,0.896222872,16/01/2023
ca_506,10/02/2023,8,,17/01/2023,9.468474906,,0.896117043,17/01/2023
ca_506,11/02/2023,8,,18/01/2023,9.203849272,,0.897904121,18/01/2023
ca_506,12/02/2023,8,,19/01/2023,8.93219325,,0.901759261,19/01/2023
ca_506,13/02/2023,8,,20/01/2023,8.671869246,,0.907581595,20/01/2023
ca_506,14/02/2023,6,,21/01/2023,8.437742948,,0.915277919,21/01/2023
ca_506,15/02/2023,6,,22/01/2023,8.237139244,,0.924818994,22/01/2023
ca_506,16/02/2023,6,,23/01/2023,8.069423265,,0.936204036,23/01/2023
ca_506,17/02/2023,6,,24/01/2023,7.928537275,,0.949381984,24/01/2023
ca_506,18/02/2023,6,,25/01/2023,7.806176922,,0.964135818,25/01/2023
ca_506,19/02/2023,5,,26/01/2023,7.696823871,,0.979930917,26/01/2023
ca_506,20/02/2023,7,,27/01/2023,7.605315872,,0.995737195,27/01/2023
ca_506,21/02/2023,6,,28/01/2023,7.548720778,,1.009991093,28/01/2023
ca_506,22/02/2023,6,,29/01/2023,7.537642695,,1.021158838,29/01/2023
ca_506,23/02/2023,6,,30/01/2023,7.572515433,,1.028447487,30/01/2023
ca_506,24/02/2023,7,,31/01/2023,7.644745611,,1.031676152,31/01/2023
ca_506,25/02/2023,7,,01/02/2023,7.737972347,,1.031127926,01/02/2023
ca_506,26/02/2023,7,,02/02/2023,7.830604959,,1.027501828,02/02/2023
ca_506,27/02/2023,5,,03/02/2023,7.900633674,,1.0218105,03/02/2023
ca_506,28/02/2023,6,,04/02/2023,7.932725759,,1.015180116,04/02/2023
ca_506,01/03/2023,6,,05/02/2023,7.928975471,,1.008499424,05/02/2023
ca_506,02/03/2023,6,,06/02/2023,7.912688394,,1.002060743,06/02/2023
ca_506,03/03/2023,6,,07/02/2023,7.890719323,,0.99594695,07/02/2023
ca_506,04/03/2023,6,,08/02/2023,7.860975899,,0.990285864,08/02/2023
ca_506,05/03/2023,6,,09/02/2023,7.821259123,,0.985245789,09/02/2023
ca_506,06/03/2023,6,,10/02/2023,7.770271126,,0.980943522,10/02/2023
ca_506,07/03/2023,6,,11/02/2023,7.708107295,,0.977470201,11/02/2023
ca_506,08/03/2023,5,,12/02/2023,7.636410824,,0.974886352,12/02/2023
ca_506,09/03/2023,5,,13/02/2023,7.558373549,,0.973187346,13/02/2023
ca_506,10/03/2023,5,,14/02/2023,7.478392481,,0.972278992,14/02/2023
ca_506,11/03/2023,5,,15/02/2023,7.400773081,,0.971986561,15/02/2023
ca_506,12/03/2023,5,,16/02/2023,7.327193229,,0.972123291,16/02/2023
ca_506,13/03/2023,5,,17/02/2023,7.255017121,,0.972585869,17/02/2023
ca_506,14/03/2023,5,,18/02/2023,7.184370905,,0.973296651,18/02/2023
ca_506,15/03/2023,6,,19/02/2023,7.116171104,,0.974168381,19/02/2023
ca_506,16/03/2023,6,,20/02/2023,7.050678107,,0.975107334,20/02/2023
ca_506,17/03/2023,6,,21/02/2023,6.987726662,,0.976047864,21/02/2023
ca_506,18/03/2023,6,,22/02/2023,6.927013449,,0.97697278,22/02/2023
ca_506,19/03/2023,6,,23/02/2023,6.868500616,,0.977902428,23/02/2023
ca_506,20/03/2023,6,,24/02/2023,6.812167134,,0.97887386,24/02/2023
ca_506,21/03/2023,6,,25/02/2023,6.757730957,,0.979919823,25/02/2023
ca_506,22/03/2023,6,,26/02/2023,6.704486312,,0.981050215,26/02/2023
ca_506,23/03/2023,6,,27/02/2023,6.651522455,,0.982240037,27/02/2023
ca_506,24/03/2023,6,,28/02/2023,6.599229715,,0.983406174,28/02/2023
ca_506,25/03/2023,6,,01/03/2023,6.54886462,,0.984415155,01/03/2023
ca_506,26/03/2023,6,,02/03/2023,6.501638495,,0.98514162,02/03/2023
ca_506,27/03/2023,6,,03/03/2023,6.458143475,,0.985517578,03/03/2023
ca_506,28/03/2023,6,,04/03/2023,6.418013322,,0.985447339,04/03/2023
ca_506,29/03/2023,6,,05/03/2023,6.379729814,,0.984887537,05/03/2023
ca_506,31/03/2023,6,,06/03/2023,6.340986279,,0.983924868,06/03/2023
ca_506,01/04/2023,6,,07/03/2023,6.299528575,,0.982777068,07/03/2023
ca_506,02/04/2023,6,,08/03/2023,6.254049106,,0.98173088,08/03/2023
ca_506,03/04/2023,6,,09/03/2023,6.205463101,,0.981027785,09/03/2023
ca_506,04/04/2023,6,,10/03/2023,6.155973253,,0.980783919,10/03/2023
ca_506,05/04/2023,6,,11/03/2023,6.103015814,,0.981085907,11/03/2023
ca_506,06/04/2023,6,,12/03/2023,6.046805444,,0.981950677,12/03/2023
ca_506,07/04/2023,6,,13/03/2023,5.990236582,,0.983313662,13/03/2023
ca_506,08/04/2023,6,,14/03/2023,5.936728217,,0.984954595,14/03/2023
ca_506,09/04/2023,6,,15/03/2023,5.888804768,,0.986520405,15/03/2023
ca_506,10/04/2023,6,,16/03/2023,5.847084321,,0.987757663,16/03/2023
ca_506,11/04/2023,8,,17/03/2023,5.810407989,,0.988642787,17/03/2023
ca_506,12/04/2023,8,,18/03/2023,5.77666576,,0.989382674,18/03/2023
ca_506,13/04/2023,8,,19/03/2023,5.744037604,,0.990315177,19/03/2023
ca_506,14/04/2023,8,,20/03/2023,5.712529258,,0.991748221,20/03/2023
ca_506,15/04/2023,8,,21/03/2023,5.679073947,,0.99394984,21/03/2023
ca_506,16/04/2023,8,,22/03/2023,5.640054418,,0.997128889,22/03/2023
ca_506,17/04/2023,8,,23/03/2023,5.598576831,,1.001289568,23/03/2023
ca_506,18/04/2023,8,,24/03/2023,5.56056085,,1.006268073,24/03/2023
ca_506,19/04/2023,8,,25/03/2023,5.531591473,,1.011841744,25/03/2023
ca_506,21/04/2023,8,,26/03/2023,5.515000963,,1.017766492,26/03/2023
ca_506,22/04/2023,8,,27/03/2023,5.510998465,,1.023821706,27/03/2023
ca_506,23/04/2023,8,,28/03/2023,5.517207772,,1.029845707,28/03/2023
ca_506,24/04/2023,8,,29/03/2023,5.529915609,,1.035735869,29/03/2023
ca_506,25/04/2023,8,,30/03/2023,5.546145127,,1.041389325,30/03/2023
ca_506,26/04/2023,8,,31/03/2023,5.566685849,,1.046583905,31/03/2023
ca_506,27/04/2023,8,,01/04/2023,5.595046863,,1.050932386,01/04/2023
ca_506,28/04/2023,8,,02/04/2023,5.632843519,,1.054025586,02/04/2023
ca_506,29/04/2023,8,,03/04/2023,5.679771802,,1.055644048,03/04/2023
ca_506,30/04/2023,8,,04/04/2023,5.73410591,,1.055693338,04/04/2023
ca_506,01/05/2023,8,,05/04/2023,5.792907767,,1.053940582,05/04/2023
ca_506,02/05/2023,8,,06/04/2023,5.852025665,,1.050333747,06/04/2023
ca_506,03/05/2023,8,,07/04/2023,5.90666968,,1.04521052,07/04/2023
ca_506,04/05/2023,5,,08/04/2023,5.952560854,,1.039280105,08/04/2023
ca_506,05/05/2023,5,,09/04/2023,5.987883911,,1.033439426,09/04/2023
ca_506,06/05/2023,5,,10/04/2023,6.016064446,,1.028489454,10/04/2023
ca_506,08/05/2023,5,,11/04/2023,6.036670804,,1.025108814,11/04/2023
ca_506,09/05/2023,5,,12/04/2023,6.038673093,,1.024033408,12/04/2023
ca_506,10/05/2023,5,,13/04/2023,6.023196262,,1.025700197,13/04/2023
ca_506,11/05/2023,5,,14/04/2023,5.999587276,,1.03013437,14/04/2023
ca_506,12/05/2023,5,,15/04/2023,5.979487673,,1.037301399,15/04/2023
ca_506,14/05/2023,5,,16/04/2023,5.973057108,,1.046993189,16/04/2023
ca_506,15/05/2023,5,,17/04/2023,5.986757429,,1.058714436,17/04/2023
ca_506,16/05/2023,5,,18/04/2023,6.022946358,,1.071706402,18/04/2023
ca_506,17/05/2023,5,,19/04/2023,6.080083629,,1.085053223,19/04/2023
ca_506,18/05/2023,5,,20/04/2023,6.15313593,,1.097816326,20/04/2023
ca_506,20/05/2023,5,,21/04/2023,6.240063161,,1.109040884,21/04/2023
ca_506,22/05/2023,5,,22/04/2023,6.353808814,,1.117524819,22/04/2023
ca_506,23/05/2023,6,,23/04/2023,6.498983628,,1.122212606,23/04/2023
ca_506,24/05/2023,6,,24/04/2023,6.671008639,,1.122692691,24/04/2023
ca_506,25/05/2023,6,,25/04/2023,6.860615259,,1.119494061,25/04/2023
ca_506,27/05/2023,6,,26/04/2023,7.056356416,,1.113870321,26/04/2023
ca_506,28/05/2023,6,,27/04/2023,7.245889964,,1.107033963,27/04/2023
ca_506,29/05/2023,6,,28/04/2023,7.417398451,,1.09972664,28/04/2023
ca_506,30/05/2023,6,,29/04/2023,7.561322686,,1.092202254,29/04/2023
ca_506,31/05/2023,6,,30/04/2023,7.673769115,,1.084394783,30/04/2023
ca_506,01/06/2023,6,,01/05/2023,7.762039551,,1.076062202,01/05/2023
ca_506,03/06/2023,6,,02/05/2023,7.846846698,,1.066808846,02/05/2023
ca_506,04/06/2023,6,,03/05/2023,7.947650731,,1.056234909,03/05/2023
ca_506,05/06/2023,6,,04/05/2023,8.058349906,,1.044313332,04/05/2023
ca_506,06/06/2023,6,,05/05/2023,8.158231346,,1.031301924,05/05/2023
ca_506,09/06/2023,6,,06/05/2023,8.225988706,,1.017423468,06/05/2023
ca_506,11/06/2023,6,,07/05/2023,8.24880116,,1.002838723,07/05/2023
ca_506,13/06/2023,6,,08/05/2023,8.227043227,,0.9876536,08/05/2023
