date_cc,cc_data,0,date_ww,ww_data,paper_data,,,ww_data_lowess,cc_data_lowess
10/10/2022,24,24.66477637,,,,11/10/2022,,2767435.059,24.66477637
11/10/2022,30,24.91789173,,,,12/10/2022,,2666398.127,24.91789173
12/10/2022,31,25.19424005,,,,13/10/2022,,2565233.817,25.19424005
13/10/2022,35,25.44177069,,,,14/10/2022,,2466005.515,25.44177069
14/10/2022,32,25.60803732,,,,15/10/2022,,2370458.958,25.60803732
15/10/2022,21,25.66811605,,,,16/10/2022,,2279516.553,25.66811605
16/10/2022,21,25.63303027,,,,17/10/2022,,2193016.545,25.63303027
17/10/2022,23,25.53746079,,,,18/10/2022,,2109980.241,25.53746079
18/10/2022,31,25.41366824,,,,19/10/2022,,2028955.458,25.41366824
19/10/2022,23,25.260122,,,,20/10/2022,,1948541.592,25.260122
20/10/2022,30,25.05753622,,,,21/10/2022,,1868147.768,25.05753622
21/10/2022,23,24.78219516,,,,22/10/2022,,1786849.297,24.78219516
22/10/2022,19,24.42113368,,,,23/10/2022,,1699810.638,24.42113368
23/10/2022,20,23.98254344,,,,24/10/2022,,1606696.502,23.98254344
24/10/2022,26,23.50145254,,,,25/10/2022,,1511099.822,23.50145254
25/10/2022,29,23.03312605,,,,26/10/2022,,1418096.88,23.03312605
26/10/2022,29,22.62946064,,,,27/10/2022,,1332570.061,22.62946064
27/10/2022,26,22.30139406,,,,28/10/2022,,1258156.2,22.30139406
28/10/2022,25,21.99078054,,,,29/10/2022,,1196568.024,21.99078054
29/10/2022,6,21.63003307,,,,30/10/2022,,1147532.587,21.63003307
30/10/2022,17,21.20795122,,,,31/10/2022,,1109196.157,21.20795122
31/10/2022,26,20.7761532,,,,01/11/2022,,1078784.546,20.7761532
01/11/2022,19,20.39706237,,,,02/11/2022,,1053649.602,20.39706237
02/11/2022,20,20.11087604,,,,03/11/2022,,1032724.507,20.11087604
03/11/2022,36,19.92321026,,,,04/11/2022,,1014464.605,19.92321026
04/11/2022,12,19.81415172,,,,05/11/2022,,995887.17,19.81415172
05/11/2022,19,19.75682616,,,,06/11/2022,,978965.9645,19.75682616
06/11/2022,12,19.73822387,,,,07/11/2022,,968428.1961,19.73822387
07/11/2022,24,19.71562556,,,,08/11/2022,,969168.8513,19.71562556
08/11/2022,20,19.69335988,,,,09/11/2022,,984448.9125,19.69335988
09/11/2022,23,19.74242969,,,,10/11/2022,,1014630.449,19.74242969
10/11/2022,26,19.92886032,,,,11/11/2022,,1056669.568,19.92886032
11/11/2022,10,20.26746962,,,,12/11/2022,,1105241.157,20.26746962
12/11/2022,11,20.71081455,,,,13/11/2022,,1154258.271,20.71081455
13/11/2022,17,21.18239626,,,,14/11/2022,,1199107.409,21.18239626
14/11/2022,30,21.63678387,,,,15/11/2022,,1239769.471,21.63678387
15/11/2022,34,22.1153131,,,,16/11/2022,,1280051.131,22.1153131
16/11/2022,26,22.67508357,,,,17/11/2022,,1315032.439,22.67508357
17/11/2022,20,23.35921846,,,,18/11/2022,,1343665.999,23.35921846
18/11/2022,14,24.16717983,,,,19/11/2022,,1369887.792,24.16717983
19/11/2022,14,25.06344624,,,,20/11/2022,,1399594.056,25.06344624
20/11/2022,38,25.98719204,,,,21/11/2022,,1438544.933,25.98719204
21/11/2022,31,26.86738197,,,,22/11/2022,,1491007.366,26.86738197
22/11/2022,24,27.64663577,,,,23/11/2022,,1558621.32,27.64663577
23/11/2022,22,28.31840451,,,,24/11/2022,,1640193.994,28.31840451
24/11/2022,16,28.94906396,,,,25/11/2022,,1732451.017,28.94906396
25/11/2022,27,29.59021299,,,,26/11/2022,,1831062.513,29.59021299
26/11/2022,25,30.24724403,,,,27/11/2022,,1932267.156,30.24724403
27/11/2022,38,30.87642876,,,,28/11/2022,,2035223.514,30.87642876
28/11/2022,41,31.43009777,,,,29/11/2022,,2144754.21,31.43009777
29/11/2022,35,31.88655828,,,,30/11/2022,,2271740.682,31.88655828
30/11/2022,45,32.2602865,,,,01/12/2022,,2419878.161,32.2602865
01/12/2022,43,32.58834909,,,,02/12/2022,,2585850.933,32.58834909
02/12/2022,28,32.90122681,,,,03/12/2022,,2762587.798,32.90122681
03/12/2022,22,33.19443436,,,,04/12/2022,,2941669.195,33.19443436
04/12/2022,19,33.53182918,,,,05/12/2022,,3114971.552,33.53182918
05/12/2022,33,33.95396328,,,,06/12/2022,,3275966.574,33.95396328
06/12/2022,38,34.38221515,,,,07/12/2022,,3420107.678,34.38221515
07/12/2022,39,34.71136845,,,,08/12/2022,,3545094.603,34.71136845
08/12/2022,27,34.87781655,,,,09/12/2022,,3651354.903,34.87781655
09/12/2022,33,34.88908741,,,,10/12/2022,,3742669.936,34.88908741
10/12/2022,33,34.80037408,,,,11/12/2022,,3826626.66,34.80037408
11/12/2022,27,34.66397482,,,,12/12/2022,,3920009.184,34.66397482
12/12/2022,36,34.47435807,,,,13/12/2022,,4030278.142,34.47435807
13/12/2022,43,34.16941568,,,,14/12/2022,,4148639.048,34.16941568
14/12/2022,44,33.67760519,,,,15/12/2022,,4259230.238,33.67760519
15/12/2022,29,33.00765723,,,,16/12/2022,,4345800.228,33.00765723
16/12/2022,33,32.22411658,,,,17/12/2022,,4395999.614,32.22411658
17/12/2022,41,31.42169664,,,,18/12/2022,,4404382.743,31.42169664
18/12/2022,21,30.69939835,,,,19/12/2022,,4373242.088,30.69939835
19/12/2022,40,30.13095012,,,,20/12/2022,,4310627.719,30.13095012
20/12/2022,38,29.72103982,,,,21/12/2022,,4227817.17,29.72103982
21/12/2022,36,29.38508159,,,,22/12/2022,,4135475.088,29.38508159
22/12/2022,21,29.12658957,,,,23/12/2022,,4037977.963,29.12658957
23/12/2022,35,29.00452662,,,,24/12/2022,,3923029.086,29.00452662
24/12/2022,19,29.03486903,,,,25/12/2022,,3764389.907,29.03486903
25/12/2022,8,29.18861975,,,,26/12/2022,,3551734.82,29.18861975
26/12/2022,25,29.39993438,,,,27/12/2022,,3289439.574,29.39993438
27/12/2022,29,29.58533573,,,,28/12/2022,,2990675.573,29.58533573
28/12/2022,49,29.67397805,,,,29/12/2022,,2673167.222,29.67397805
29/12/2022,29,29.65265526,,,,30/12/2022,,2356515.71,29.65265526
30/12/2022,24,29.59329331,,,,31/12/2022,,2059936.086,29.59329331
31/12/2022,26,29.55194708,,,,01/01/2023,,1800206.691,29.55194708
01/01/2023,21,29.55494056,,,,02/01/2023,,1589620.154,29.55494056
02/01/2023,27,29.57035662,,,,03/01/2023,,1432747.539,29.57035662
03/01/2023,43,29.54597867,,,,04/01/2023,,1321995.069,29.54597867
04/01/2023,39,29.43986148,,,,05/01/2023,,1235879.7,29.43986148
05/01/2023,41,29.23792628,,,,06/01/2023,,1164746.248,29.23792628
06/01/2023,26,28.95485464,,,,07/01/2023,,1113932.407,28.95485464
07/01/2023,27,28.62132834,,,,08/01/2023,,1095162.732,28.62132834
08/01/2023,23,28.26005,,,,09/01/2023,,1120365.441,28.26005
09/01/2023,36,27.86653542,,,,10/01/2023,,1197217.568,27.86653542
10/01/2023,19,27.4261324,,,,11/01/2023,,1326396.32,27.4261324
11/01/2023,28,26.93532047,,,,12/01/2023,,1500011.781,26.93532047
12/01/2023,20,26.40456923,,,,13/01/2023,,1702263.932,26.40456923
13/01/2023,24,25.85901418,,,,14/01/2023,,1912725.407,25.85901418
14/01/2023,28,25.33447132,,,,15/01/2023,,2110854.745,25.33447132
15/01/2023,17,24.8621947,,,,16/01/2023,,2282939.063,24.8621947
16/01/2023,31,24.44635263,,,,17/01/2023,,2432027.721,24.44635263
17/01/2023,24,24.05243987,,,,18/01/2023,,2589740.77,24.05243987
18/01/2023,33,23.66418608,,,,19/01/2023,,2793464.727,23.66418608
19/01/2023,22,23.27845851,,,,20/01/2023,,3052523.933,23.27845851
20/01/2023,20,22.91078719,,,,21/01/2023,,3356350.358,22.91078719
21/01/2023,23,22.57694167,,,,22/01/2023,,3684382.607,22.57694167
22/01/2023,20,22.27794896,,,,23/01/2023,,4012806.099,22.27794896
23/01/2023,31,21.99628228,,,,24/01/2023,,4318559.643,21.99628228
24/01/2023,20,21.70857027,,,,25/01/2023,,4581965.808,21.70857027
25/01/2023,21,21.40594694,,,,26/01/2023,,4788772.976,21.40594694
26/01/2023,23,21.10831689,,,,27/01/2023,,4931108.864,21.10831689
27/01/2023,26,20.80367353,,,,28/01/2023,,5008762.22,20.80367353
28/01/2023,17,20.46804615,,,,29/01/2023,,5030890.899,20.46804615
29/01/2023,14,20.13331286,,,,30/01/2023,,5017132.162,20.13331286
30/01/2023,18,19.84858567,,,,31/01/2023,,4966128.555,19.84858567
31/01/2023,20,19.64530448,,,,01/02/2023,,4822714.261,19.64530448
01/02/2023,27,19.52119751,,,,02/02/2023,,4565526.741,19.52119751
02/02/2023,20,19.44951522,,,,03/02/2023,,4209369.949,19.44951522
03/02/2023,18,19.40369703,,,,04/02/2023,,3789675.24,19.40369703
04/02/2023,11,19.38468963,,,,05/02/2023,,3350843.298,19.38468963
05/02/2023,22,19.42136788,,,,06/02/2023,,2938183.067,19.42136788
06/02/2023,18,19.56761437,,,,07/02/2023,,2591189.505,19.56761437
07/02/2023,24,19.82110364,,,,08/02/2023,,2339550.531,19.82110364
08/02/2023,21,20.1356504,,,,09/02/2023,,2199950.459,20.1356504
09/02/2023,17,20.44387852,,,,10/02/2023,,2171422.067,20.44387852
10/02/2023,19,20.67926595,,,,11/02/2023,,2229350.821,20.67926595
11/02/2023,25,20.79925974,,,,12/02/2023,,2336406.11,20.79925974
12/02/2023,12,20.81022893,,,,13/02/2023,,2515773.278,20.81022893
13/02/2023,17,20.77214201,,,,14/02/2023,,2792653.602,20.77214201
14/02/2023,31,20.69783832,,,,15/02/2023,,3169217.034,20.69783832
15/02/2023,31,20.5624133,,,,16/02/2023,,3632424.155,20.5624133
16/02/2023,23,20.34202572,,,,17/02/2023,,4159852.658,20.34202572
17/02/2023,17,20.03395711,,,,18/02/2023,,4723064.641,20.03395711
18/02/2023,10,19.66613409,,,,19/02/2023,,5289334.022,19.66613409
19/02/2023,19,19.29353601,,,,20/02/2023,,5824255.266,19.29353601
20/02/2023,18,18.97544172,,,,21/02/2023,,6295008.465,18.97544172
21/02/2023,19,18.72420331,,,,22/02/2023,,6675899.753,18.72420331
22/02/2023,24,18.48608013,,,,23/02/2023,,6957899.014,18.48608013
23/02/2023,23,18.23713877,,,,24/02/2023,,7162369.677,18.23713877
24/02/2023,16,17.97176526,,,,25/02/2023,,7323701.786,17.97176526
25/02/2023,14,17.68677488,,,,26/02/2023,,7415563.495,17.68677488
26/02/2023,11,17.38226765,,,,27/02/2023,,7425104.548,17.38226765
27/02/2023,28,17.06312028,,,,28/02/2023,,7362505.805,17.06312028
28/02/2023,18,16.73901813,,,,01/03/2023,,7251027.043,16.73901813
01/03/2023,21,16.4196743,,,,02/03/2023,,7120004.15,16.4196743
02/03/2023,15,16.10724828,,,,03/03/2023,,7000574.929,16.10724828
03/03/2023,8,15.79108532,,,,04/03/2023,,6922651.023,15.79108532
04/03/2023,11,15.46596764,,,,05/03/2023,,6911742.396,15.46596764
05/03/2023,10,15.12956434,,,,06/03/2023,,6985438.032,15.12956434
06/03/2023,14,14.77953083,,,,07/03/2023,,7148146.263,14.77953083
07/03/2023,27,14.41498617,,,,08/03/2023,,7384162.635,14.41498617
08/03/2023,20,14.03895912,,,,09/03/2023,,7660561.816,14.03895912
09/03/2023,19,13.66037509,,,,10/03/2023,,7995335.753,13.66037509
10/03/2023,5,13.29156464,,,,11/03/2023,,8424837.038,13.29156464
11/03/2023,12,12.93792881,,,,12/03/2023,,8956052.762,12.93792881
12/03/2023,8,12.58811248,,,,13/03/2023,,9575258.744,12.58811248
13/03/2023,11,12.23730614,,,,14/03/2023,,10256325.89,12.23730614
14/03/2023,19,11.88505861,,,,15/03/2023,,10966172.18,11.88505861
15/03/2023,16,11.53078223,,,,16/03/2023,,11667475.9,11.53078223
16/03/2023,11,11.17375608,,,,17/03/2023,,12321996.81,11.17375608
17/03/2023,7,,,,,18/03/2023,,12895230.2,
,,,,,,19/03/2023,,13361806.61,
,,,,,,20/03/2023,,13714306.6,
,,,,,,21/03/2023,,13975557.74,
,,,,,,22/03/2023,,14180805.81,
,,,,,,23/03/2023,,14288580.18,
,,,,,,24/03/2023,,14274615.51,
,,,,,,25/03/2023,,14148190.94,
,,,,,,26/03/2023,,13938513.45,
,,,,,,27/03/2023,,13685120.93,
,,,,,,28/03/2023,,13432079.13,
,,,,,,29/03/2023,,13223422.23,
,,,,,,30/03/2023,,13098208.33,
,,,,,,31/03/2023,,13086058.42,
,,,,,,01/04/2023,,13200238.21,
,,,,,,02/04/2023,,13427793.81,
,,,,,,03/04/2023,,13720791.18,
,,,,,,04/04/2023,,14093888.14,
,,,,,,05/04/2023,,14672377.66,
,,,,,,06/04/2023,,15483123.78,
,,,,,,07/04/2023,,16470074.69,
,,,,,,08/04/2023,,17536989.85,
,,,,,,09/04/2023,,18578361,
,,,,,,10/04/2023,,19500184.07,
,,,,,,11/04/2023,,20234414.53,
,,,,,,12/04/2023,,20741501.3,
,,,,,,13/04/2023,,21010607.31,
,,,,,,14/04/2023,,21060723.09,
,,,,,,15/04/2023,,20941767.49,
,,,,,,16/04/2023,,20699514.4,
,,,,,,17/04/2023,,20260147.1,
,,,,,,18/04/2023,,19565250.04,
,,,,,,19/04/2023,,18606710.66,
,,,,,,20/04/2023,,17411977.41,
,,,,,,21/04/2023,,16033443.86,
,,,,,,22/04/2023,,14542974.85,
,,,,,,23/04/2023,,13029188.9,
,,,,,,24/04/2023,,11589448.35,
,,,,,,25/04/2023,,10318297.46,
,,,,,,26/04/2023,,9288556.352,
,,,,,,27/04/2023,,8520548.219,
,,,,,,28/04/2023,,7939607.292,
,,,,,,29/04/2023,,7427431.193,
,,,,,,30/04/2023,,6981308.778,
,,,,,,01/05/2023,,6624745.428,
,,,,,,02/05/2023,,6380214.391,
,,,,,,03/05/2023,,6260482.113,
,,,,,,04/05/2023,,6262665.223,
,,,,,,05/05/2023,,6364117.644,
,,,,,,06/05/2023,,6521333.321,
,,,,,,07/05/2023,,6677924.036,
,,,,,,08/05/2023,,6777480.231,
,,,,,,09/05/2023,,6782995.931,
,,,,,,10/05/2023,,6703866.175,
,,,,,,11/05/2023,,6602149.714,
,,,,,,12/05/2023,,6490201.944,
,,,,,,13/05/2023,,6362521.337,
,,,,,,14/05/2023,,6220516.864,
,,,,,,15/05/2023,,6069403.002,
,,,,,,16/05/2023,,5915837.014,
,,,,,,17/05/2023,,5766443.173,
,,,,,,18/05/2023,,5627025.169,
,,,,,,19/05/2023,,5502062.194,
,,,,,,20/05/2023,,5394491.793,
,,,,,,21/05/2023,,5305492.154,
,,,,,,22/05/2023,,5234028.178,
,,,,,,23/05/2023,,5176265.071,
,,,,,,24/05/2023,,5133585.722,
,,,,,,25/05/2023,,5129569.472,
,,,,,,26/05/2023,,5174202.046,
,,,,,,27/05/2023,,5261855.987,
,,,,,,28/05/2023,,5378080.102,
,,,,,,29/05/2023,,5504516.732,
,,,,,,30/05/2023,,5622129.675,
,,,,,,31/05/2023,,5714070.977,
,,,,,,01/06/2023,,5767531.839,
,,,,,,02/06/2023,,5774825.527,
,,,,,,03/06/2023,,5735073.507,
,,,,,,04/06/2023,,5656388.056,
,,,,,,05/06/2023,,5556222.994,
,,,,,,06/06/2023,,5431013.922,
,,,,,,07/06/2023,,5256923.731,
,,,,,,08/06/2023,,5028081.496,
,,,,,,09/06/2023,,4752691.375,
,,,,,,10/06/2023,,4446668.376,
,,,,,,11/06/2023,,4129068.06,
,,,,,,12/06/2023,,3818989.137,
,,,,,,13/06/2023,,3533155.107,
,,,,,,14/06/2023,,3285012.173,
,,,,,,15/06/2023,,3083383.83,
,,,,,,16/06/2023,,2930003.099,
,,,,,,17/06/2023,,2815930.838,
,,,,,,18/06/2023,,2719184.703,
,,,,,,19/06/2023,,2625362.597,
,,,,,,20/06/2023,,2541727.6,
,,,,,,21/06/2023,,2486087.23,
,,,,,,22/06/2023,,2477448.3,
,,,,,,23/06/2023,,2529837.364,
,,,,,,24/06/2023,,2648424.12,
,,,,,,25/06/2023,,2827080.488,
,,,,,,26/06/2023,,3049654.123,
,,,,,,27/06/2023,,3293930.426,
,,,,,,28/06/2023,,3537601.06,
,,,,,,29/06/2023,,3767555.411,
,,,,,,30/06/2023,,3992713.832,
,,,,,,01/07/2023,,4251665.83,
,,,,,,02/07/2023,,4613706.747,
,,,,,,03/07/2023,,5101132.383,
,,,,,,04/07/2023,,5691235.845,
,,,,,,05/07/2023,,6337278.498,
,,,,,,06/07/2023,,6984017.136,
,,,,,,07/07/2023,,7578338.757,
,,,,,,08/07/2023,,8077726.916,
,,,,,,09/07/2023,,8454341.771,
,,,,,,10/07/2023,,8697114.958,
,,,,,,11/07/2023,,8814403.222,
,,,,,,12/07/2023,,8836834.162,
,,,,,,13/07/2023,,8801779.973,
,,,,,,14/07/2023,,8667821.047,
,,,,,,15/07/2023,,8393898.052,
,,,,,,16/07/2023,,7977148.762,
,,,,,,17/07/2023,,7439295.487,
,,,,,,18/07/2023,,6816213.535,
,,,,,,19/07/2023,,6151490.634,
,,,,,,20/07/2023,,5492508.915,
,,,,,,21/07/2023,,4886158.634,
,,,,,,22/07/2023,,4375096.798,
,,,,,,23/07/2023,,3991344.382,
,,,,,,24/07/2023,,3744979.865,
,,,,,,25/07/2023,,3607704.087,
,,,,,,26/07/2023,,3501249.844,
,,,,,,27/07/2023,,3361628.552,
,,,,,,28/07/2023,,3200884.697,
,,,,,,29/07/2023,,3075672.977,
,,,,,,30/07/2023,,3053663.399,
,,,,,,31/07/2023,,3190187.232,
,,,,,,01/08/2023,,3513169.445,
,,,,,,02/08/2023,,4014514.702,
,,,,,,03/08/2023,,4655509.265,
,,,,,,04/08/2023,,5379830.261,
,,,,,,05/08/2023,,6133287.021,
,,,,,,06/08/2023,,6892482.143,
,,,,,,07/08/2023,,7690526.663,
,,,,,,08/08/2023,,8604038.739,
,,,,,,09/08/2023,,9715108.29,
,,,,,,10/08/2023,,11036081.86,
,,,,,,11/08/2023,,12530914.81,
,,,,,,12/08/2023,,14136894.86,
,,,,,,13/08/2023,,15779133.33,
,,,,,,14/08/2023,,17378401.21,
,,,,,,15/08/2023,,18858511.6,
,,,,,,16/08/2023,,20154734.55,
,,,,,,17/08/2023,,21223054.83,
,,,,,,18/08/2023,,22055302.89,
,,,,,,19/08/2023,,22700001.79,
,,,,,,20/08/2023,,23249599.53,
,,,,,,21/08/2023,,23701019.72,
,,,,,,22/08/2023,,24014842.49,
,,,,,,23/08/2023,,24158249.86,
,,,,,,24/08/2023,,24114521.31,
,,,,,,25/08/2023,,23889282.32,
,,,,,,26/08/2023,,23515042.22,
,,,,,,27/08/2023,,23053997.08,
,,,,,,28/08/2023,,22588235.97,
,,,,,,29/08/2023,,22203543.65,
,,,,,,30/08/2023,,21966078.29,
,,,,,,31/08/2023,,21887921.12,
,,,,,,01/09/2023,,21886848.59,
,,,,,,02/09/2023,,21878691.05,
,,,,,,03/09/2023,,21841441.23,
,,,,,,04/09/2023,,21762113.88,
,,,,,,05/09/2023,,21636803.64,
,,,,,,06/09/2023,,21469695.13,
,,,,,,07/09/2023,,21271820.18,
,,,,,,08/09/2023,,21059656.84,
,,,,,,09/09/2023,,20852283.37,
,,,,,,10/09/2023,,20667698.32,
,,,,,,11/09/2023,,20519383.23,
,,,,,,12/09/2023,,20411710.91,
,,,,,,13/09/2023,,20333957.88,
,,,,,,14/09/2023,,20266358.77,
,,,,,,15/09/2023,,20226828.27,
,,,,,,16/09/2023,,20224835.07,
,,,,,,17/09/2023,,20251061.84,
,,,,,,18/09/2023,,20287495.41,
,,,,,,19/09/2023,,20314748.52,
,,,,,,20/09/2023,,20316858.1,
,,,,,,21/09/2023,,20285634.42,
,,,,,,22/09/2023,,20221303.14,
,,,,,,23/09/2023,,20129481.14,
,,,,,,24/09/2023,,20018557.02,
,,,,,,25/09/2023,,19896098.91,
,,,,,,26/09/2023,,19764029.87,
,,,,,,27/09/2023,,19634185.57,
,,,,,,28/09/2023,,19556048.91,
,,,,,,29/09/2023,,19532856.89,
,,,,,,30/09/2023,,19528979.11,
,,,,,,01/10/2023,,19494088.91,
,,,,,,02/10/2023,,19380421.93,
,,,,,,03/10/2023,,19154285.83,
,,,,,,04/10/2023,,18803682.17,
,,,,,,05/10/2023,,18337624.97,
,,,,,,06/10/2023,,17780511.57,
,,,,,,07/10/2023,,17162869.35,
,,,,,,08/10/2023,,16507425.42,
,,,,,,09/10/2023,,15812728.48,
,,,,,,10/10/2023,,15021416.03,
,,,,,,11/10/2023,,14076921.59,
,,,,,,12/10/2023,,12978582.14,
,,,,,,13/10/2023,,11760473.07,
,,,,,,14/10/2023,,10473741.47,
,,,,,,15/10/2023,,9175198.408,
,,,,,,16/10/2023,,7920842.592,
,,,,,,17/10/2023,,6760662.69,
,,,,,,18/10/2023,,5735054.773,
,,,,,,19/10/2023,,4869995.68,
,,,,,,20/10/2023,,4168307.417,
,,,,,,21/10/2023,,3597285.136,
,,,,,,22/10/2023,,3093622.79,
,,,,,,23/10/2023,,2646237.773,
,,,,,,24/10/2023,,2277660.465,
,,,,,,25/10/2023,,2015227.3,
,,,,,,26/10/2023,,1879447.533,
,,,,,,27/10/2023,,1875912.121,
,,,,,,28/10/2023,,1989534.366,
,,,,,,29/10/2023,,2174392.382,
,,,,,,30/10/2023,,2349109.645,
,,,,,,31/10/2023,,2439827.312,
,,,,,,01/11/2023,,2406093.854,
,,,,,,02/11/2023,,2261185.602,
,,,,,,03/11/2023,,2081489.751,
,,,,,,04/11/2023,,1918177.261,
,,,,,,05/11/2023,,1780230.92,
,,,,,,06/11/2023,,1674210.17,
,,,,,,07/11/2023,,1605441.428,
,,,,,,08/11/2023,,1578236.59,
,,,,,,09/11/2023,,1595639.247,
,,,,,,10/11/2023,,1658171.477,
,,,,,,11/11/2023,,1762439.976,
,,,,,,12/11/2023,,1902067.509,
,,,,,,13/11/2023,,2068469.992,
,,,,,,14/11/2023,,2252772.415,
,,,,,,15/11/2023,,2449556.784,
,,,,,,16/11/2023,,2660625.249,
,,,,,,17/11/2023,,2889044.301,
,,,,,,18/11/2023,,3137884.661,
,,,,,,19/11/2023,,3410784.125,
,,,,,,20/11/2023,,3711341.82,
,,,,,,21/11/2023,,4042082.989,
,,,,,,22/11/2023,,4402877.823,
,,,,,,23/11/2023,,4788876.995,
,,,,,,24/11/2023,,5189269.002,
,,,,,,25/11/2023,,5587958.419,
,,,,,,26/11/2023,,5967570.75,
,,,,,,27/11/2023,,6317990.956,
,,,,,,28/11/2023,,6648603.493,
,,,,,,29/11/2023,,6978752.965,
,,,,,,30/11/2023,,7310963.739,
,,,,,,01/12/2023,,7645866.657,
,,,,,,02/12/2023,,7984229.084,
,,,,,,03/12/2023,,8326958.347,
,,,,,,04/12/2023,,8675092.655,
