Dates,JH_S,CDC_S,JH_CASE_S,JH,CDC,CDC_DEATHS,JH_DEATHS
2538,42,6587.91,2569,3.409764104,3.818747657,1.681241237,1.62324929
2539,67,4740.14,9517,3.978500069,3.675791169,0,1.826074803
2540,135,5143.17,12185,4.085825534,3.71123088,3.238297068,2.130333768
2541,27,6350.98,1685,3.226599905,3.802840745,1.977723605,1.431363764
2542,18,6884.15,693,2.840733235,3.837850325,1.255272505,1.255272505
2543,49,7127.97,3252,3.512150537,3.852965863,0,1.69019608
2544,7,3640.11,306,2.485721426,3.561114508,1.176091259,0.84509804
2545,38,9702.47,3679,3.565729788,3.986882309,1.73239376,1.579783597
2546,12,7697.79,976,2.989449818,3.886366059,2.99343623,1.079181246
2547,28,13437.57,3951,3.59670703,4.12832074,0,1.447158031
2548,107,6924,10635,4.026737494,3.840357059,2.707570176,2.029383778
2549,18,6495.72,1196,3.07773118,3.812627296,3.659440782,1.255272505
2550,29,8966.15,2489,3.396024897,3.952606,1.892094603,1.462397998
2551,88,7515.29,7083,3.850217242,3.875945744,1.431363764,1.944482672
2552,40,5680.22,1513,3.179838928,3.754365157,1.913813852,1.602059991
2553,12,9571.26,1200,3.079181246,3.980969114,1.72427587,1.079181246
2554,46,6903.93,3436,3.536053155,3.839096379,0,1.662757832
2555,16,5247.95,825,2.916453949,3.719989689,1.462397998,1.204119983
2556,17,7496.85,1069,3.028977705,3.874878821,0,1.230448921
2557,44,7861.81,2495,3.39707055,3.895522544,3.104145551,1.643452676
2558,17,6549.25,712,2.852479994,3.816191569,1.176091259,1.230448921
2559,53,3981.29,2425,3.384711743,3.600023813,1.643452676,1.72427587
2560,34,9430.6,1221,3.086715664,3.974539325,1.568201724,1.531478917
2561,12,4927.82,531,2.725094521,3.692654836,1.447158031,1.079181246
2562,41,7080.21,1806,3.256717746,3.850046139,3.02489596,1.612783857
2563,13,8621.15,679,2.831869774,3.935565201,0,1.113943352
2564,6,6568.76,744,2.871572936,3.817483395,2.086359831,0.77815125
2565,3,7523.61,222,2.346352974,3.876426275,0,0.477121255
2566,63,9109.62,5115,3.708845638,3.959500261,0,1.799340549
2567,39,4876.01,2041,3.309843005,3.688064588,1.748188027,1.591064607
2568,9,7874.73,361,2.557507202,3.896235672,2.103803721,0.954242509
2569,21,7370.7,745,2.872156273,3.867508735,3.011993115,1.322219295
2570,20,14563.5,488,2.688419822,4.16326576,3.096562438,1.301029996
2571,2,3810.29,195,2.290034611,3.580958031,1.431363764,0.301029996
2572,27,5874.86,1568,3.195346058,3.768997522,2.540329475,1.431363764
2573,30,8655.16,2635,3.42078062,3.937275101,2.217483944,1.477121255
2574,88,6545.74,7780,3.890979597,3.815958751,1.176091259,1.944482672
2575,116,13019.73,17489,4.242764978,4.114601978,1.447158031,2.064457989
2576,14,8924.48,1432,3.155943018,3.950582921,1.278753601,1.146128036
2577,15,2349.14,955,2.980003372,3.3709089,0,1.176091259
2578,32,5050.08,1502,3.176669933,3.703298258,1.799340549,1.505149978
2579,16,5189.25,534,2.727541257,3.715104594,4.139942023,1.204119983
2580,68,7895.95,8389,3.923710194,3.89740439,1.982271233,1.832508913
2581,8,8341.42,653,2.814913181,3.921239989,1.361727836,0.903089987
2582,15,5908.83,539,2.731588765,3.771501495,1.255272505,1.176091259
2583,565,5829.87,65212,4.81432752,3.765658871,2.716003344,2.752048448
2584,30,4717.24,1692,3.228400359,3.673687972,0,1.477121255
2585,62,4884.71,5060,3.704150517,3.688838785,2.436162647,1.792391689
2586,0,6311.8,0,0,3.800153229,3.611617111,0
2587,378,10463.73,38893,4.589871444,4.019686525,1.944482672,2.5774918
2588,19,10298.44,805,2.90579588,4.012771443,1.924279286,1.278753601
2589,10,3954.33,810,2.908485019,3.59707291,2.414973348,1
2590,57,4717.74,2853,3.455301772,3.673734003,2.361727836,1.755874856
2591,8,6780.56,675,2.829303773,3.831265563,1.748188027,0.903089987
2592,39,5685.32,1692,3.228400359,3.754754914,2.10720997,1.591064607
2593,9,6765.66,737,2.867467488,3.830310169,0,0.954242509
2594,3,3962.7,269,2.42975228,3.597991195,2.586587305,0.477121255
2595,53,4740.7,3914,3.592620821,3.675842473,1.838849091,1.72427587
2596,29,4387,1710,3.23299611,3.642167634,1.255272505,1.462397998
2597,70,3329.91,2292,3.360214613,3.522432496,1.204119983,1.84509804
2598,0,3707.62,0,0,3.569095216,1.919078092,0
2599,55,8666.01,4371,3.640580806,3.937819186,0,1.740362689
2600,28,4935.06,1498,3.175511813,3.693292437,3.200029267,1.447158031
2601,64,9192.96,6992,3.84460142,3.96345537,1,1.806179974
2602,11,5874.13,716,2.854913022,3.768943554,2.173186268,1.041392685
2603,387,2647.48,27983,4.446894272,3.422832688,2.488550717,2.587710965
2604,251,6392.22,18181,4.259617767,3.805651714,1.414973348,2.399673721
2605,102,2949.95,5711,3.75671216,3.469814655,1.653212514,2.008600172
2606,63,7842.69,5424,3.734319681,3.894465049,2.269512944,1.799340549
2607,534,5105.15,49483,4.694456022,3.708008507,1.72427587,2.727541257
2608,458,4361.2,39220,4.593507589,3.639606003,0,2.660865478
2609,188,2767.88,16089,4.206529052,3.442147258,2.326335861,2.274157849
2610,76,5588.92,5208,3.716670976,3.747327893,0,1.880813592
2611,172,3666.57,11688,4.067740203,3.564259981,0,2.235528447
2612,373,5309.31,21598,4.334413537,3.725038084,2.089905111,2.571708832
2613,143,3700.82,13207,4.120804178,3.568297962,1.301029996,2.155336037
2614,102,3645.96,7157,3.854731017,3.5618119,2.567026366,2.008600172
2615,213,6578.94,11258,4.051461244,3.818155926,1.740362689,2.328379603
2616,58,5944.35,2660,3.424881637,3.774104373,1.672097858,1.763427994
2617,245,6394.09,14862,4.172077257,3.805778745,1.113943352,2.389166084
2618,297,11268.57,21036,4.322963162,4.051868807,1.897627091,2.472756449
2619,89,2186.56,6534,3.81517913,3.339761399,1.301029996,1.949390007
2620,350,8872.01,19583,4.291879224,3.948022023,1.204119983,2.544068044
2621,1844,2593.5,235552,5.372086796,3.413886252,2.037426498,3.265760917
2622,113,4888.71,7768,3.890309217,3.689194276,1.857332496,2.053078443
2623,73,6354.81,4571,3.660011221,3.80310257,1,1.86332286
2624,269,4968.97,20237,4.306146132,3.696266375,0,2.42975228
2625,223,3515.05,15767,4.197749068,3.545931507,1.77815125,2.348304863
2626,202,4754.29,14255,4.153967222,3.677085669,3.400537989,2.305351369
2627,144,8949.1,7098,3.851135995,3.951779361,1.079181246,2.158362492
2628,206,10447.67,16220,4.21005085,4.019019447,1.230448921,2.31386722
2629,295,4210.94,21964,4.341711435,3.624379053,3.14082218,2.469822016
2630,213,9598.67,11520,4.061452479,3.982211061,0,2.328379603
2631,122,4180.2,8299,3.919025765,3.621197061,1.322219295,2.086359831
2632,417,8566.07,28001,4.447173542,3.932781619,1.079181246,2.620136055
2633,81,3223.44,4642,3.666705136,3.508319591,0,1.908485019
2634,386,4767.59,24702,4.392732117,3.6782989,0,2.586587305
2635,1281,5037.46,122069,5.086605387,3.702211611,2.120573931,3.10754913
2636,43,4096.59,2639,3.42143939,3.612422501,2.414973348,1.633468456
2637,140,4666.42,9533,3.979229593,3.668983825,1.698970004,2.146128036
2638,174,4505.35,10917,4.03810331,3.653728535,0,2.240549248
2639,376,5540.18,21720,4.336859821,3.743523875,2.822821645,2.575187845
2640,109,11588.52,8063,3.90649666,4.064027975,1.51851394,2.037426498
2641,183,2350.28,11166,4.047897624,3.371119605,1.301029996,2.26245109
2642,179,5745.39,10220,4.009450896,3.759319514,1.176091259,2.252853031
2643,123,6459.52,8560,3.932473765,3.810200247,1.785329835,2.089905111
2644,65,2638.59,3063,3.486146997,3.421371912,3.369215857,1.812913357
2645,86,8268.65,6156,3.789298611,3.917434609,1.903089987,1.934498451
2646,68,27134.56,3904,3.591509809,4.433522784,1.278753601,1.832508913
2647,309,8398.8,19808,4.296840627,3.92421724,0,2.489958479
2648,111,6387.35,6116,3.786467477,3.805320714,2.639486489,2.045322979
2649,1601,4785.18,159870,5.203766975,3.679898279,2.320146286,3.204391332
2650,47,6967.55,3184,3.502973059,3.843080094,1.431363764,1.672097858
2651,114,6233.37,9432,3.974603792,3.794722906,2.029383778,2.056904851
2652,230,4303.06,16971,4.229707433,3.633777402,3.318897715,2.361727836
2653,69,7178.15,4164,3.619510721,3.856012529,1.531478917,1.838849091
2654,187,3280.8,11797,4.071771579,3.515979756,0,2.271841607
2655,227,3484.76,18847,4.275242231,3.542172873,1.770852012,2.356025857
2656,160,6525.21,10411,4.017492446,3.814594493,2.120573931,2.204119983
2657,480,5882.37,39819,4.600090349,3.769552338,1.792391689,2.681241237
2658,141,3108.78,11097,4.045205586,3.492589989,2.5289167,2.149219113
2659,137,8200.75,12736,4.10503305,3.913853573,1.544068044,2.136720567
2660,383,4776.21,35082,4.545084344,3.679083414,1.176091259,2.583198774
2661,288,5581.74,20057,4.302265975,3.746769603,2.164352856,2.459392488
2662,144,7880.25,9583,3.981501488,3.896539996,3.231724383,2.158362492
2663,63,4545.43,4175,3.62065648,3.657574974,0,1.799340549
2664,277,5531.98,18390,4.264581729,3.742880601,1.146128036,2.442479769
2665,638,4217.51,63699,4.804132614,3.625056121,2.152288344,2.804820679
2666,41,6409.89,2744,3.438384107,3.806850577,0,1.612783857
2667,96,4010.59,7856,3.895201475,3.603208267,0,1.982271233
2668,217,5894.45,13497,4.130237248,3.770443288,1.176091259,2.336459734
2669,292,4834.21,63194,4.800675846,3.684325512,1.612783857,2.465382851
2670,134,6031.5,8675,3.938269483,3.780425332,1.146128036,2.127104798
2671,60,2637.8,2810,3.44870632,3.421241864,1.322219295,1.77815125
2672,39,6148.22,2195,3.341434525,3.788749399,2.705863712,1.591064607
2673,90,147337.29,5650,3.752048448,5.168312678,1.672097858,1.954242509
2674,323,7134.35,29759,4.473618333,3.853354411,2.029383778,2.509202522
2675,172,5780.52,11818,4.072543986,3.761966908,1.431363764,2.235528447
2676,271,9281.17,19707,4.294620517,3.967602728,1.491361694,2.432969291
2677,333,7788.88,26090,4.416474079,3.891475013,1.322219295,2.522444234
2678,986,3499.34,117004,5.068200709,3.543986141,1.832508913,2.993876915
2679,140,4823.58,12228,4.08735543,3.683369486,0,2.146128036
2680,74,4505.82,5167,3.713238462,3.653773838,0,1.86923172
2681,450,4886.53,36653,4.564109527,3.689000569,1.806179974,2.653212514
2682,3677,7065.95,293983,5.468322217,3.84917056,0,3.56549363
2683,99,6426.88,7332,3.865222456,3.808000191,1.51851394,1.995635195
2684,71,6610.83,3773,3.576686805,3.820255989,0,1.851258349
2685,817,5112.06,60331,4.780540524,3.708595942,3.398113692,2.912222057
2686,810,7156.24,65582,4.816784657,3.854684897,1.612783857,2.908485019
2687,264,6910.51,22044,4.343290402,3.8395101,2.089905111,2.421603927
2688,48,4745.6,4738,3.675595056,3.676291129,1.322219295,1.681241237
2689,257,3837.42,43303,4.636517985,3.584039335,0,2.409933123
2690,106,3428.9,6820,3.833784375,3.53515482,0,2.025305865
2691,84,4359.7,7006,3.845470133,3.639456606,0,1.924279286
2692,50,6506.03,2259,3.353916231,3.813316062,1.041392685,1.698970004
2693,192,5286.53,15830,4.199480915,3.723170701,3.904661458,2.283301229
2694,551,4859.53,49960,4.69862243,3.686594268,3.134177108,2.741151599
2695,88,5166.62,6886,3.837967018,3.713206521,1.556302501,1.944482672
2696,180,5275.75,11851,4.073754998,3.722284208,0,2.255272505
2697,145,5000.72,9884,3.994932737,3.699032538,2.212187604,2.161368002
2698,449,3199.78,76189,4.881892273,3.50512012,2.848804701,2.652246341
2699,535,3839.86,51586,4.712531854,3.58431539,3.408239965,2.728353782
2700,256,6906.82,10975,4.040404529,3.839278138,1.342422681,2.408239965
2701,74,6293.2,5093,3.706973676,3.798871534,1.653212514,1.86923172
2702,504,6202.69,17089,4.23271665,3.792580076,1.505149978,2.702430536
2703,98,3064.9,5550,3.744292983,3.486416309,1,1.991226076
2704,30,3922.7,2646,3.42258984,3.593585095,2.021189299,1.477121255
2705,10,6411.1,696,2.84260924,3.806932551,2.190331698,1
2706,240,4928.74,15748,4.197225406,3.692735909,1.929418926,2.380211242
2707,84,4955.7,7014,3.845965762,3.695105008,2.881384657,1.924279286
2708,39,6819.25,1763,3.246252312,3.833736612,2.238046103,1.591064607
2709,80,3341.55,4317,3.635182049,3.523947964,1.431363764,1.903089987
2710,254,7290.39,27354,4.437020843,3.862750762,1.278753601,2.404833717
2711,33,3923.07,937,2.971739591,3.593626057,1.973127854,1.51851394
2712,155,3843.72,9990,3.999565488,3.584751743,3.100370545,2.190331698
2713,945,2144.3,86419,4.936609237,3.331285546,2.017033339,2.975431809
2714,6512,4364.71,698806,5.844356625,3.639955394,1.255272505,3.813714392
2715,35,6952.51,3221,3.507990725,3.842141622,3.013258665,1.544068044
2716,2,5165.08,124,2.093421685,3.713077053,1.944482672,0.301029996
2717,76,7079.4,4896,3.689841409,3.849996452,1.113943352,1.880813592
2718,456,8434.11,24695,4.39260903,3.926039261,3.13225969,2.658964843
2719,1039,3981.34,117112,5.068601398,3.600029267,1.924279286,3.016615548
2720,448,5435.11,75241,4.876454559,3.735208338,1.079181246,2.651278014
2721,34,5851.41,1365,3.135132651,3.76726053,2.517195898,1.531478917
2722,8,5465.69,583,2.765668555,3.737644996,1.963787827,0.903089987
2723,55,4387.39,2083,3.31868927,3.642206241,1.544068044,1.740362689
2724,238,3044.99,15286,4.184293855,3.483585871,1.812913357,2.376576957
2725,68,2415.87,6131,3.787531316,3.383073561,1.041392685,1.832508913
2726,180,5384.84,13620,4.134177108,3.731172804,0,2.255272505
2727,186,5751.55,17753,4.249271753,3.7597849,1.041392685,2.269512944
2728,54,4558.32,7082,3.850155922,3.65880481,1.748188027,1.73239376
2729,80,3150.66,3508,3.545059585,3.498401539,2.06069784,1.903089987
2730,2120,8220.08,135396,5.131605834,3.914876044,1.799340549,3.326335861
2731,78,14854.58,3600,3.556302501,4.171860377,2.607455023,1.892094603
2732,38,4696.53,1753,3.243781916,3.671777101,1.361727836,1.579783597
2733,204,1919.22,8936,3.95114316,3.283124761,1.079181246,2.309630167
2734,48,5481.82,2811,3.448860846,3.738924771,0,1.681241237
2735,74,2070.61,12877,4.109814696,3.316098307,0,1.86923172
2736,261,9326.51,9901,3.995679061,3.96971916,1.838849091,2.416640507
2737,35,3907.72,3056,3.48515335,3.591923438,1.041392685,1.544068044
2738,44,6971.38,2533,3.40363519,3.843318756,0,1.643452676
2739,25,6888.85,1040,3.017033339,3.838146728,1.113943352,1.397940009
2740,21,3283.91,1083,3.034628457,3.516391246,0,1.322219295
2741,77,11220.76,2090,3.320146286,4.050022273,0,1.886490725
2742,1621,6616.07,276773,5.442123721,3.820600092,3.381115081,3.209783015
2743,17,8299.41,898,2.953276337,3.91904722,1.301029996,1.230448921
2744,68,3479.42,4592,3.662001879,3.541506856,1.477121255,1.832508913
2745,583,5001.29,43326,4.636748595,3.699082038,1.322219295,2.765668555
2746,83,2198.46,4047,3.607133204,3.342118568,1.079181246,1.919078092
2747,14,6781.65,1402,3.146748014,3.831335372,1.84509804,1.146128036
2748,146,9918.59,8575,3.933234129,3.996449938,1.672097858,2.164352856
2749,235,6419.59,21396,4.330332589,3.807507292,3.02201574,2.371067862
2750,9,6067.83,392,2.593286067,3.783033405,1.278753601,0.954242509
2751,25,8831.69,1555,3.191730393,3.946043817,2.857332496,1.397940009
2752,20,4093.2,1397,3.145196406,3.612062965,2.786751422,1.301029996
2753,46,4128.98,2311,3.363799945,3.615842779,1.462397998,1.662757832
2754,14,4165.93,558,2.746634199,3.619711968,2.053078443,1.146128036
2755,44,3555.39,2446,3.388456453,3.550887247,1.612783857,1.643452676
2756,7133,4854.24,696583,5.842972871,3.686121245,2.507855872,3.853272224
2757,101,5630.72,3589,3.554973458,3.750563932,0,2.004321374
2758,112,6313.42,7311,3.863976784,3.800264682,1.812913357,2.049218023
2759,118,4543.26,5833,3.765891976,3.657367591,0,2.071882007
2760,27,4842.45,2070,3.315970345,3.685065145,1.380211242,1.431363764
2761,1447,5997.41,224101,5.350443794,3.777963739,1.278753601,3.160468531
2762,16,7909.97,522,2.717670503,3.898174836,1.556302501,1.204119983
2763,52,7830.35,6204,3.792671789,3.893781175,1.986771734,1.716003344
2764,26,4865.55,1327,3.122870923,3.68713194,1.939519253,1.414973348
2765,74,9554.61,4364,3.639884742,3.980212965,1.602059991,1.86923172
2766,120,6836.84,3433,3.535673803,3.834855416,1.799340549,2.079181246
2767,734,10801.6,44146,4.644891359,4.033488091,2.004321374,2.86569606
2768,12,7067.5,584,2.766412847,3.849265817,2.404833717,1.079181246
2769,3895,4677.87,256001,5.408241662,3.670048148,2,3.590507462
2770,616,5443.18,57881,4.762536026,3.735852696,1.556302501,2.789580712
2771,132,4396.65,10013,4.000564216,3.643121895,1.505149978,2.120573931
2772,70,4391.84,4498,3.653019451,3.64264651,1.380211242,1.84509804
2773,193,7758.49,8129,3.910037124,3.889777205,2.707570176,2.285557309
2774,118,3869.99,5504,3.740678425,3.587709843,2.550228353,2.071882007
2775,27,7821.43,736,2.866877814,3.893286163,1.204119983,1.431363764
2776,50,4831.11,2362,3.373279893,3.684046926,1.892094603,1.698970004
2777,12,2995.55,254,2.404833717,3.476476573,1.230448921,1.079181246
2778,1247,3814.71,245946,5.390839764,3.581461528,1.477121255,3.095866453
2779,46,3938.71,2675,3.427323786,3.595354006,1.204119983,1.662757832
2780,87,3748.21,4320,3.635483747,3.573823915,1.819543936,1.939519253
2781,95,1894.71,6685,3.825101412,3.277542747,1.322219295,1.977723605
2782,85,5831.8,2403,3.380753771,3.765802622,1.69019608,1.929418926
2783,901,4218.09,120012,5.079224673,3.625115842,1.556302501,2.954724791
2784,30,4744.32,1506,3.177824972,3.676173974,1.826074803,1.477121255
2785,120,4118,6290,3.798650645,3.614686342,0,2.079181246
2786,3,4193.17,234,2.369215857,3.62254247,0,0.477121255
2787,34,3847.62,1567,3.195068996,3.585192174,2.847572659,1.531478917
2788,106,3686.45,5373,3.730216841,3.566608348,1.491361694,2.025305865
2789,133,4032.39,7119,3.852418993,3.605562529,0,2.123851641
2790,684,3571.46,31791,4.502304189,3.55284579,2.214843848,2.835056102
2791,724,3480.67,27227,4.434999791,3.54166285,0,2.859738566
2792,128,3786.3,10216,4.009280884,3.578215021,1.431363764,2.10720997
2793,429,2053.94,45756,4.660448051,3.312587753,0,2.632457292
2794,251,6246.63,8499,3.929367829,3.795645783,1.62324929,2.399673721
2795,24,8472.73,1310,3.117271296,3.928023367,3.215901813,1.380211242
2796,36,3290.36,2112,3.324693914,3.517243417,2.025305865,1.556302501
2797,31,3200.76,2337,3.368658712,3.505253111,1.342422681,1.491361694
2798,21,6318.65,650,2.812913357,3.8006243,1.278753601,1.322219295
2799,261,5436.02,14666,4.166311681,3.735281046,2.161368002,2.416640507
2800,11623,4701.41,1275028,6.105519722,3.672228127,1.944482672,4.065318238
2801,238,4046.48,15858,4.200248414,3.607077398,1.447158031,2.376576957
2802,3,4722.66,1503,3.176958981,3.67418668,2.181843588,0.477121255
2803,40,3963.26,1133,3.05422991,3.598052564,0,1.602059991
2804,570,4241.99,78740,4.89619541,3.62756964,1.505149978,2.755874856
2805,9,6436.24,1482,3.170848204,3.80863223,1.462397998,0.954242509
2806,446,8820.73,18557,4.268507768,3.945504529,1,2.649334859
2807,4032,11003.65,267945,5.428045657,4.041536768,2.281033367,3.605520523
2808,204,7225,10221,4.009493388,3.858837851,2.725094521,2.309630167
2809,169,8939.2,9445,3.975201962,3.951298654,3.0923697,2.227886705
2810,299,6182.06,15046,4.177421057,3.791133216,1.86923172,2.475671188
2811,193,7196.04,8749,3.941958417,3.857093569,0,2.285557309
2812,121,5984.82,5013,3.700097705,3.777051093,1.672097858,2.08278537
2813,193,4932.59,8056,3.906119458,3.693075018,1.986771734,2.285557309
2814,18,10165.42,1173,3.069298012,4.007125327,0,1.255272505
2815,375,7959.44,19874,4.298285285,3.900882513,1.079181246,2.574031268
2816,149,10489.61,7653,3.883831713,4.020759342,1.041392685,2.173186268
2817,3,8361.73,605,2.781755375,3.92229614,1.462397998,0.477121255
2818,32,8677.96,1667,3.2219356,3.938417644,1.698970004,1.505149978
2819,63,8188.99,3991,3.601081728,3.913230341,2.652246341,1.799340549
2820,202,7247.16,8235,3.915663604,3.86016785,1.51851394,2.305351369
2821,10,9770.36,278,2.444044796,3.989910566,0,1
2822,880,8916.55,63229,4.800916313,3.950196849,1.255272505,2.944482672
2823,23,8170.37,3805,3.580354661,3.912241724,1.041392685,1.361727836
2824,225,9631.37,14214,4.152716311,3.983688067,2.155336037,2.352182518
2825,782,9446.19,52246,4.718053046,3.975256677,1.380211242,2.893206753
2826,97,11664.31,5359,3.729083757,4.066859053,2.509202522,1.986771734
2827,75,9313.35,6403,3.806383502,3.969105924,0,1.875061263
2828,559,7354.73,42740,4.630834518,3.866566734,0,2.747411808
2829,134,8206.67,9830,3.992553518,3.91416697,1.505149978,2.127104798
2830,2,12213.38,104,2.017033339,4.08683587,0,0.301029996
2831,4,9763.91,223,2.348304863,3.989623768,1.491361694,0.602059991
2832,204,6900.35,11089,4.044892383,3.83887112,1.505149978,2.309630167
2833,16,8626.87,939,2.972665592,3.935853254,1.934498451,1.204119983
2834,0,7592.74,56,1.748188027,3.880398528,1.770852012,0
2835,14,12753.98,831,2.919601024,4.105645732,1.755874856,1.146128036
2836,155,8257.16,9297,3.968342831,3.9168307,1.113943352,2.190331698
2837,25,12090.91,656,2.816903839,4.082458988,1.939519253,1.397940009
2838,50,8703.07,2597,3.41447195,3.939672477,0,1.698970004
2839,281,10151.59,12051,4.081023086,4.006534069,2.712649702,2.44870632
2840,127,8835.03,5222,3.717836867,3.946208029,2.117271296,2.103803721
2841,96,6970.34,6392,3.805636766,3.843253963,0,1.982271233
2842,124,7367.09,4916,3.691611874,3.867295975,1.146128036,2.093421685
2843,63,6769.34,5254,3.720490068,3.830546328,1.959041392,1.799340549
2844,95,6826.46,4321,3.635584266,3.83419555,1.505149978,1.977723605
2845,417,12753.18,22288,4.348071099,4.105618489,2.619093331,2.620136055
2846,137,8730.34,6117,3.78653848,3.941031157,1.812913357,2.136720567
2847,17,6044.06,811,2.909020854,3.781328767,1.662757832,1.230448921
2848,43,8064.45,2427,3.385069776,3.906574754,2.195899652,1.633468456
2849,102,5769.29,5125,3.70969387,3.76112237,1.995635195,2.008600172
2850,1,8495.78,403,2.605305046,3.929203258,1.431363764,0
2851,1394,7928.12,113683,5.055695526,3.899170215,2.1430148,3.144262774
2852,41,6991.16,1706,3.231979027,3.844549242,1.84509804,1.612783857
2853,59,7798.42,4330,3.636487896,3.892006621,0,1.770852012
2854,62,9366.02,2041,3.309843005,3.971555081,1.230448921,1.792391689
2855,26,6908.02,1412,3.149834697,3.839353586,2.326335861,1.414973348
2856,13,8681.02,1059,3.02489596,3.938570757,2.079181246,1.113943352
2857,185,12527.32,10324,4.013847996,4.097858171,2.44870632,2.267171728
2858,479,6589.64,24188,4.38359996,3.818861689,1.204119983,2.680335513
2859,51,7392.34,1957,3.291590826,3.868781933,2.012837225,1.707570176
2860,971,8879.09,75252,4.876518047,3.948368458,2.130333768,2.98721923
2861,10,7801.15,186,2.269512944,3.892158629,2.195899652,1
2862,213,9449.89,12177,4.085540306,3.975426753,2.525044807,2.328379603
2863,13,11286.34,658,2.818225894,4.052553129,1.681241237,1.113943352
2864,516,7077.57,48100,4.682145076,3.849884173,1.380211242,2.712649702
2865,109,5737.11,6024,3.779884963,3.758693177,2.574031268,2.037426498
2866,39,9335.76,1622,3.21005085,3.970149679,2.685741739,1.591064607
2867,52,5594.21,2122,3.32674538,3.747738765,1.72427587,1.716003344
2868,136,7773.16,5412,3.733357788,3.890597607,0,2.133538908
2869,1383,6735.46,172263,5.236192006,3.828367261,2.551449998,3.14082218
2870,115,6111.48,6348,3.802636918,3.786146395,1.602059991,2.06069784
2871,76,11172.81,3028,3.481155871,4.048162413,1.716003344,1.880813592
2872,13,8261.85,325,2.511883361,3.917077306,1.113943352,1.113943352
2873,280,7227.8,15006,4.176264942,3.859006127,1.939519253,2.447158031
2874,233,9585.12,14507,4.161577611,3.981597554,2.606381365,2.367355921
2875,64,9079.23,1756,3.244524512,3.958049018,2.096910013,1.806179974
2876,108,7720.24,3569,3.552546548,3.887630802,2.511883361,2.033423755
2877,1586,7254.71,119838,5.078594552,3.860620057,1.924279286,3.200303183
2878,50,7493.85,2674,3.427161403,3.874704996,2.285557309,1.698970004
2879,6,7710.94,650,2.812913357,3.887107324,1.698970004,0.77815125
2880,381,5693.27,17274,4.237392915,3.75536178,2.961895474,2.580924976
2881,0,6790.52,0,0,3.831903033,2.477121255,0
2882,158,6951.42,8074,3.907088745,3.842073529,0,2.198657087
2883,138,5134.34,5801,3.763502865,3.710484625,2.514547753,2.139879086
2884,491,12237.4,40456,4.606982941,4.087689156,2.793790385,2.691081492
2885,54,7200.88,2689,3.429590802,3.857385574,2.940516485,1.73239376
2886,72,6957.62,3642,3.561339941,3.842460705,1.86923172,1.857332496
2887,265,9967.06,9374,3.971924949,3.998567073,2.592176757,2.423245874
2888,788,10756.56,43535,4.638838549,4.031673404,0,2.896526217
2889,42,5733.18,1215,3.084576278,3.758395577,2.588831726,1.62324929
2890,62,10385.02,2274,3.35679046,4.016407337,1.278753601,1.792391689
2891,513,10053.96,29975,4.476759192,4.002337153,2.966141733,2.710117365
2892,16,7616.46,999,2.999565488,3.881753166,2.978180517,1.204119983
2893,25,12187.43,1023,3.009875634,4.085912134,2.626340367,1.397940009
2894,74,6797.84,2772,3.442793226,3.832370938,1.612783857,1.86923172
2895,77,6561.04,5644,3.751587005,3.816972685,2.673020907,1.886490725
2896,40,9687.23,2296,3.360971884,3.986199611,2.889301703,1.602059991
2897,2,9564.42,197,2.294466226,3.980658639,1.361727836,0.301029996
2898,79,6317.36,5392,3.731749884,3.800535626,0,1.897627091
2899,285,12228.22,31784,4.502208552,4.087363244,2.825426118,2.45484486
2900,72,10919.95,2756,3.440279213,4.03822065,1.113943352,1.857332496
2901,244,8398.27,12738,4.105101245,3.924189833,1.826074803,2.387389826
2902,94,13543.04,1536,3.186391216,4.131716161,2.859738566,1.973127854
2903,47,7345.01,1222,3.087071206,3.865992391,2.522444234,1.672097858
2904,110,7176.14,6750,3.829303773,3.855890903,2.190331698,2.041392685
2905,363,8674.01,14586,4.163936209,3.938219918,3.001733713,2.559906625
2906,40,5917.1,1503,3.176958981,3.772108909,1.041392685,1.602059991
2907,9,6828.56,601,2.778874472,3.83432913,2.534026106,0.954242509
2908,108,11848.74,6167,3.790073948,4.07367217,1.414973348,2.033423755
2909,12,8236.23,1101,3.041787319,3.915728466,1.204119983,1.079181246
2910,139,10171.17,5401,3.732474177,4.007370913,2.173186268,2.1430148
2911,16,6738.8,540,2.73239376,3.828582567,0,1.204119983
2912,1019,12842.86,57251,4.757783077,4.108661748,2.217483944,3.008174184
2913,37,9939.35,2230,3.348304863,3.997357984,2.201397124,1.568201724
2914,390,6572.9,24248,4.384675923,3.817757025,1.986771734,2.591064607
2915,53,10422.87,2138,3.330007701,4.017987321,1.361727836,1.72427587
2916,9,12558.15,332,2.521138084,4.098925666,3.527372083,0.954242509
2917,7,9092.27,424,2.627365857,3.958672324,2.57634135,0.84509804
2918,14,8513.51,943,2.974511693,3.93010865,1.826074803,1.146128036
2919,34,6606.91,2690,3.42975228,3.819998391,1.361727836,1.531478917
2920,6387,10115.15,687595,5.83733271,4.004972327,2.250420002,3.805296916
2921,773,17298.69,40969,4.612455364,4.238013216,1.176091259,2.888179494
2922,3,11367.51,141,2.149219113,4.055665345,2,0.477121255
2923,87,11522.63,2943,3.468790262,4.061551617,1.944482672,1.939519253
2924,10,3572.14,297,2.472756449,3.552928472,1.591064607,1
