Dates,JH_S,CDC_S,JH_CASE_S,JH,CDC,CDC_DEATHS,JH_DEATHS
765,175,6796.34,14368,4.157396319,3.832275097,0,2.243038049
766,144,8003.16,15182,4.181328987,3.903261499,3.04060234,2.158362492
767,163,5551.75,11067,4.04402991,3.744429901,1.51851394,2.212187604
768,87,7644.62,5904,3.771146349,3.883355902,2.816903839,1.939519253
769,180,8334.66,11231,4.050418427,3.920887888,2.089905111,2.255272505
770,119,4990.88,8172,3.912328358,3.698177128,1.342422681,2.075546961
771,661,4240.05,51015,4.707697891,3.627370978,2.736396502,2.820201459
772,167,5735.09,14246,4.15369294,3.758540238,1.707570176,2.222716471
773,256,5675.19,22957,4.360915134,3.753980406,2.716837723,2.408239965
774,106,3553.16,6543,3.81577692,3.550614764,1.959041392,2.025305865
775,405,6143.59,31801,4.502440777,3.788422225,1.653212514,2.607455023
776,2008,3478.98,134438,5.128522043,3.541451932,1.819543936,3.302763708
777,285,4975.92,14516,4.16184696,3.696873389,1.544068044,2.45484486
778,701,7868.24,39768,4.59953375,3.895877598,1.146128036,2.845718018
779,3238,6310.48,268696,5.429261201,3.800062395,1.755874856,3.510276844
780,217,6253.84,14072,4.148355826,3.796146766,1.799340549,2.336459734
781,30,5881.41,2619,3.418135498,3.769481456,1.230448921,1.477121255
782,175,4392.07,10908,4.037745129,3.642669253,1.662757832,2.243038049
783,325,7785.92,34476,4.537516872,3.891309937,2.808210973,2.511883361
784,174,4733.18,12319,4.090575455,3.675153021,1.612783857,2.240549248
785,305,7570.89,19602,4.292300385,3.879146936,1.908485019,2.484299839
786,74,4230.32,3119,3.494015375,3.626373221,1.462397998,1.86923172
787,177,6970.39,15737,4.196921945,3.843257078,1.643452676,2.247973266
788,19,5591.21,1769,3.247727833,3.747505804,1.447158031,1.278753601
789,106,3411.62,5941,3.773859552,3.532960652,1,2.025305865
790,0,5663.5,0,0,3.753084905,1.903089987,0
791,137,5187.38,6907,3.839289456,3.714948063,1.86332286,2.136720567
792,52,5037.84,4345,3.637989781,3.70224437,1.431363764,1.716003344
793,73,6022.69,5883,3.769598848,3.77979051,2.480006943,1.86332286
794,55,5229.08,4497,3.652922888,3.718425286,1.73239376,1.740362689
795,627,5344.12,47697,4.678491064,3.727876201,1.079181246,2.797267541
796,63,4684.75,7909,3.898121576,3.67068642,1.531478917,1.799340549
797,92,4057.83,3538,3.548757829,3.608293849,1.568201724,1.963787827
798,138,7150.02,11196,4.04906289,3.854307257,1.792391689,2.139879086
799,163,3267.04,7013,3.845903839,3.514154452,2.220108088,2.212187604
800,150,4813.36,10091,4.003934206,3.682448345,1.653212514,2.176091259
801,61,7778.23,6084,3.784189205,3.890880781,2.041392685,1.785329835
802,115,4066.49,9473,3.976487537,3.609219709,1.414973348,2.06069784
803,191,5500.12,17143,4.234086825,3.740372165,1.278753601,2.281033367
804,64,7430.09,6156,3.789298611,3.870994074,1.716003344,1.806179974
805,967,4621.89,84866,4.928733733,3.664819605,2.320146286,2.985426474
806,112,5927.88,5626,3.750199728,3.772899403,1.763427994,2.049218023
807,126,6578.33,11487,4.060206621,3.818115656,2.599883072,2.100370545
808,86,7323.06,6403,3.806383502,3.864692592,1.662757832,1.934498451
809,22,7442.61,2663,3.425371166,3.871725262,1.812913357,1.342422681
810,463,3857.79,60936,4.784873943,3.586338583,1.62324929,2.665580991
811,94,5520.25,3996,3.60162548,3.741958746,1.342422681,1.973127854
812,274,4274.67,0,0,3.630902593,1.079181246,2.437750563
813,23,5036.71,2347,3.37051309,3.702146946,1.230448921,1.361727836
814,691,2877.73,70796,4.850008721,3.459050044,1.612783857,2.839478047
815,82,6149.98,4932,3.693023068,3.788873703,1.342422681,1.913813852
816,453,6966.12,35132,4.545702874,3.842990951,1.875061263,2.656098202
817,172,6192.43,10451,4.019157848,3.791861106,1.579783597,2.235528447
818,30,3801.18,2380,3.376576957,3.579918436,1.69019608,1.477121255
819,262,5894.49,24854,4.395396294,3.770446235,1.903089987,2.418301291
820,95,4224.54,7179,3.856063953,3.625779427,1.755874856,1.977723605
821,363,6971.97,23519,4.371418852,3.84335551,1.568201724,2.559906625
822,144,4654.13,7610,3.881384657,3.66783851,1.462397998,2.158362492
823,102,5054.56,8268,3.917400468,3.703683356,1.612783857,2.008600172
824,91,6048.84,11448,4.058729621,3.781672097,1.544068044,1.959041392
825,52,5839.32,1805,3.256477206,3.766362276,1.633468456,1.716003344
826,15,6564.76,938,2.972202838,3.817218853,1.806179974,1.176091259
827,68,4406.43,3248,3.511616021,3.644086875,1.612783857,1.832508913
828,80,4047.94,3432,3.535547279,3.607234067,2.829946696,1.903089987
829,25,4760.07,1311,3.117602692,3.677613339,1.672097858,1.397940009
830,82,6167.64,7244,3.859978442,3.790119016,1.531478917,1.913813852
831,528,3331.21,38980,4.590841835,3.522602012,1.826074803,2.722633923
832,70,5272.13,6535,3.815245592,3.721986111,1.991226076,1.84509804
833,89,5503.44,6386,3.805228914,3.740634236,2.914871818,1.949390007
834,67,8056.05,5539,3.743431365,3.906122153,1.491361694,1.826074803
835,66,5758.01,6988,3.844352896,3.760272415,1.380211242,1.819543936
836,62,6469.33,3817,3.58172216,3.810859305,1.544068044,1.792391689
837,26,7747.31,3072,3.487421211,3.889150934,1.477121255,1.414973348
838,84,5461.84,5680,3.754348336,3.737338974,1.903089987,1.924279286
839,88,5766.62,3333,3.522835314,3.760921334,2.029383778,1.944482672
840,49,7915.17,5035,3.701999475,3.898460247,1.973127854,1.69019608
841,181,7630.19,12769,4.106156887,3.882535352,0,2.257678575
842,75,4636,3581,3.554004321,3.666143427,1.653212514,1.875061263
843,37,6825.07,3163,3.500099192,3.83410711,1.643452676,1.568201724
844,43,4468.59,2701,3.431524584,3.650170509,1.602059991,1.633468456
845,54,6288.27,4843,3.685114469,3.798531181,1.698970004,1.73239376
846,81,6651.57,4033,3.605628222,3.822924166,2.004321374,1.908485019
847,173,7209.34,13865,4.141919874,3.857895508,1.707570176,2.238046103
848,59,5359.44,5064,3.704493697,3.729119413,1.204119983,1.770852012
849,160,3898.89,26870,4.429267666,3.590940983,1.491361694,2.204119983
850,35,6358.94,1825,3.261262869,3.803384727,1.51851394,1.544068044
851,29,6712.16,1847,3.266466895,3.8268623,1.86923172,1.462397998
852,71,5806.49,4777,3.679155241,3.763913682,1.278753601,1.851258349
853,165,4772.02,11291,4.052732407,3.678702255,3.278524965,2.217483944
854,78,4118.68,4742,3.67596155,3.614758051,2.557507202,1.892094603
855,330,4933.28,31008,4.491473755,3.693135766,1.799340549,2.51851394
856,56,6422.82,2698,3.431041945,3.807725751,1.491361694,1.748188027
857,88,6665.28,4959,3.695394108,3.823818398,1.301029996,1.944482672
858,69,4408.88,4184,3.621591676,3.644328278,2.73239376,1.838849091
859,50,3737.36,2960,3.471291711,3.572564933,1.698970004,1.698970004
860,29,4884.14,1641,3.215108581,3.688788104,1.826074803,1.462397998
861,28,5878.12,2051,3.31196566,3.769238448,2.257678575,1.447158031
862,50,7269.86,3055,3.485011215,3.861526047,1.698970004,1.698970004
863,48,3840.85,2773,3.44294987,3.584427347,0,1.681241237
864,90,8173.45,3998,3.60184279,3.91240541,1.643452676,1.954242509
865,51,5865.47,3287,3.516799704,3.768302818,1.278753601,1.707570176
866,71,4507.2,5070,3.705007959,3.65390683,2.164352856,1.851258349
867,101,6474.32,3846,3.58500928,3.811194161,1.875061263,2.004321374
868,84,5680.42,6516,3.813981076,3.754380448,1.826074803,1.924279286
869,37,5606.47,2312,3.36398783,3.748689503,1.491361694,1.568201724
870,44,5342.22,3073,3.48756256,3.727721769,2.36361198,1.643452676
871,51,6329.61,2148,3.332034277,3.801376952,1.361727836,1.707570176
872,54,5032.3,4332,3.636688448,3.701766524,1.681241237,1.73239376
873,75,4262.89,5537,3.743274524,3.629704126,2.755874856,1.875061263
874,124,5476.5,10453,4.01924095,3.738503092,0,2.093421685
875,63,5930.39,4424,3.645815118,3.773083255,1.698970004,1.799340549
876,183,6437.36,44987,4.653087033,3.808707797,1.477121255,2.26245109
877,84,6700.78,6467,3.810702861,3.826125359,1.230448921,1.924279286
878,55,4727.02,2479,3.394276527,3.67458744,1.447158031,1.740362689
879,98,4587.49,4362,3.639685661,3.661575131,1,1.991226076
880,149,5900.26,9232,3.965295796,3.77087115,1.880813592,2.173186268
881,668,6536.31,64756,4.811280014,3.815332641,1.301029996,2.824776462
882,68,5450.68,2949,3.469674773,3.736450686,1.477121255,1.832508913
883,34,5408.53,2186,3.339650158,3.733079243,2.11058971,1.531478917
884,55,5432.47,3164,3.500236475,3.734997337,0,1.740362689
885,46,4916.25,3704,3.568670978,3.691633959,0,1.662757832
886,95,4376.05,5800,3.763427994,3.641082276,1.414973348,1.977723605
887,136,6193.26,8910,3.949877704,3.791919313,0,2.133538908
888,136,10178.65,11469,4.059525553,4.007690181,1.113943352,2.133538908
889,47,6948.34,4004,3.602494069,3.841881061,1.568201724,1.672097858
890,51,5518.57,2839,3.453165393,3.741826556,1.602059991,1.707570176
891,53,4721.02,2091,3.320354033,3.67403584,1.505149978,1.72427587
892,52,5252.35,2200,3.342422681,3.720353658,1.146128036,1.716003344
893,60,9123.42,2596,3.414304688,3.960157668,2.093421685,1.77815125
894,139,5437.1,11265,4.051731196,3.735367321,2.292256071,2.1430148
895,73,6123.03,3887,3.589614541,3.786966387,1,1.86332286
896,23,5135.89,1575,3.197280558,3.710615713,1.908485019,1.361727836
897,0,5661.61,0,0,3.75293995,1.361727836,0
898,56,7292.28,3845,3.584896344,3.862863336,2.240549248,1.748188027
899,41,3387.35,2416,3.38309693,3.529860073,1.079181246,1.612783857
900,114,6619.81,7174,3.855761372,3.820845525,0,2.056904851
901,31,6210.98,1942,3.288249226,3.793160131,2.285557309,1.491361694
902,1230,5690.86,147524,5.168862679,3.755177902,1.397940009,3.089905111
903,354,5685.35,27969,4.446676939,3.754757206,2.230448921,2.549003262
904,65,6941.12,4672,3.669502834,3.841429553,2.021189299,1.812913357
905,42,7333.49,1318,3.11991541,3.865310704,1.785329835,1.62324929
906,43,9286.9,2888,3.460597189,3.967870769,1.851258349,1.633468456
907,449,7039.28,49015,4.690329007,3.84752824,1.361727836,2.652246341
908,59,6503.9,3178,3.502153893,3.813173855,1.041392685,1.770852012
909,99,6039.48,8987,3.953614742,3.780999547,1.230448921,1.995635195
910,104,8325.77,23335,4.368007805,3.920424409,1.146128036,2.017033339
911,101,4824.9,4671,3.669409867,3.683488317,0,2.004321374
912,25,5770.8,1535,3.18610838,3.761236023,1.176091259,1.397940009
913,0,5001.21,0,0,3.699075091,1.255272505,0
914,56,7964.63,3186,3.503245771,3.901165605,2.176091259,1.748188027
915,28,5668.13,1699,3.230193379,3.753439802,1.041392685,1.447158031
916,222,6056.11,10439,4.018658898,3.782193755,0,2.346352974
917,157,5774.34,14506,4.161547673,3.761502352,1,2.195899652
918,89,7893.91,6822,3.833911715,3.897292171,1.579783597,1.949390007
919,35,7245.87,1520,3.181843588,3.860090538,0,1.544068044
920,186,8662.35,12112,4.083215862,3.937635727,3.203576775,2.269512944
921,48,9006.98,3466,3.539828558,3.954579198,1.204119983,1.681241237
922,56,3740.8,4503,3.653501947,3.572964489,1.278753601,1.748188027
923,357,4951.33,33209,4.521255798,3.694721872,0,2.552668216
924,17,7806.74,2048,3.311329952,3.892469716,2.021189299,1.230448921
925,71,3899.21,4051,3.607562243,3.590976626,0,1.851258349
926,65,5537.21,5127,3.709863317,3.743290995,1.968482949,1.812913357
927,38,7711.49,2585,3.412460547,3.8871383,0,1.579783597
928,45,4712.67,5063,3.704407927,3.67326703,0,1.653212514
929,13,6131.53,1234,3.09131516,3.787568857,0,1.113943352
930,124,6248.53,7689,3.885869861,3.795777859,2.033423755,2.093421685
931,64,5965.46,5619,3.749659032,3.775643938,1.982271233,1.806179974
932,51,6634.22,3159,3.499549626,3.821789869,1.361727836,1.707570176
933,238,6160.85,22573,4.353589282,3.789640635,1.579783597,2.376576957
934,10,4455.58,798,2.902002891,3.648904246,1.113943352,1
935,22,5774.58,1000,3,3.761520402,1.51851394,1.342422681
936,99,5090.86,7447,3.871981354,3.706791154,1.462397998,1.995635195
937,16,8155.79,733,2.865103975,3.911466035,2.120573931,1.204119983
938,8,5472.36,609,2.784617293,3.73817466,1.447158031,0.903089987
939,49,6812.78,2452,3.389520466,3.833324365,0,1.69019608
940,50,4422.61,2672,3.426836454,3.645678644,1.77815125,1.698970004
941,48,7605.92,2833,3.452246575,3.881151753,1.806179974,1.681241237
942,18,7050.75,548,2.738780558,3.848235316,1.176091259,1.255272505
943,176,6838.46,12437,4.094715634,3.834958311,1.568201724,2.245512668
944,148,7021.24,15195,4.181700704,3.846413818,1.255272505,2.170261715
945,22,6714.88,790,2.897627091,3.827038256,1.255272505,1.342422681
946,107,4656.43,5906,3.771293443,3.668053079,1.176091259,2.029383778
947,39,6025.33,2850,3.45484486,3.779980838,1.041392685,1.591064607
948,176,6282.68,34368,4.53615426,3.79814494,1.301029996,2.245512668
949,16,6088.05,679,2.831869774,3.784478211,1.672097858,1.204119983
950,13,5626.94,699,2.844477176,3.750272284,1.748188027,1.113943352
951,92,5266.85,8442,3.926445348,3.72155095,0,1.963787827
952,34,5063.68,2461,3.391111614,3.704466253,2.503790683,1.531478917
953,128,6187.06,13435,4.128237671,3.791484328,1.255272505,2.10720997
954,123,6946.96,12512,4.097326736,3.841794798,1.278753601,2.089905111
955,104,5490.84,8235,3.915663604,3.739638789,2.10720997,2.017033339
956,90,6304.81,11418,4.057590039,3.799672003,1.278753601,1.954242509
957,24,6871.92,967,2.985426474,3.837078095,1.176091259,1.380211242
958,20,7863.14,757,2.87909588,3.895596008,1.380211242,1.301029996
959,40,4978.92,2800,3.447158031,3.697135148,2.531478917,1.602059991
960,25,8606.18,1429,3.155032229,3.934810425,1.462397998,1.397940009
961,6,7107.42,391,2.592176757,3.85171198,3.339252634,0.77815125
962,26,6389.71,2222,3.346744055,3.805481148,1.897627091,1.414973348
963,6,4212.05,553,2.742725131,3.624493518,2.986771734,0.77815125
964,29,5533.63,1920,3.283301229,3.743010117,1.041392685,1.462397998
965,137,7518.02,11960,4.07773118,3.876103477,1.176091259,2.136720567
966,15,5025.82,1137,3.055760465,3.70120693,1,1.176091259
967,13,5976.79,509,2.706717782,3.776467997,1.301029996,1.113943352
968,40,4626.04,4640,3.666517981,3.665209384,1.079181246,1.602059991
969,71,5508.23,5764,3.760723972,3.741012066,1.079181246,1.851258349
970,17,5599.5,954,2.979548375,3.748149249,1.633468456,1.230448921
971,1377,4390.38,178296,5.2511416,3.642502111,1.380211242,3.13893394
972,22,6135.68,1381,3.140193679,3.787862701,1.113943352,1.342422681
973,30,6800.73,2341,3.369401414,3.832555533,1,1.477121255
974,8,5641,775,2.889301703,3.7513561,0,0.903089987
975,89,7704.85,7991,3.902601131,3.886764188,1.278753601,1.949390007
976,12,7986.46,370,2.568201724,3.902354321,0,1.079181246
977,211,5394.66,24249,4.384693834,3.731964078,1.51851394,2.324282455
978,12,5644.74,740,2.86923172,3.751643943,0,1.079181246
979,36,6168.06,3490,3.542825427,3.79014859,2.945960704,1.556302501
980,16,6785.36,1021,3.009025742,3.831572894,1.62324929,1.204119983
981,136,5832.45,12076,4.081923104,3.765851024,1.740362689,2.133538908
982,56,8915.18,4032,3.605520523,3.950130116,1.380211242,1.748188027
983,51,4935.18,2962,3.471585054,3.693302997,1.176091259,1.707570176
984,142,9296.69,9609,3.982678193,3.96832835,2.537819095,2.152288344
985,27,7313.6,1439,3.158060794,3.864131204,1.146128036,1.431363764
986,107,5814.49,9651,3.984572316,3.764511628,2.164352856,2.029383778
987,26,4018.47,1759,3.245265839,3.60406073,2.444044796,1.414973348
988,181,4827.97,10986,4.040839595,3.683764563,1.792391689,2.257678575
989,33,6229.32,1769,3.247727833,3.794440641,2.795880017,1.51851394
990,12,8234.52,742,2.870403905,3.915638289,2.636487896,1.079181246
991,67,8253.66,3796,3.579326204,3.916646575,0,1.826074803
992,80,5432.53,6105,3.785685668,3.735002133,1.755874856,1.903089987
993,19,10024.99,907,2.957607287,4.001083948,1.633468456,1.278753601
994,39,6966.9,2457,3.390405156,3.843039577,1.949390007,1.591064607
995,68,7891.17,4894,3.689663965,3.8971414,1.079181246,1.832508913
996,21,3942.63,1012,3.005180513,3.595786022,1.477121255,1.322219295
997,24,8090.62,1453,3.162265614,3.907981804,2.064457989,1.380211242
998,0,12584,0,0,4.09981871,2.603144373,0
999,27,8109.27,2614,3.417305583,3.908981761,1,1.431363764
1000,33,6242.66,1691,3.228143608,3.795369682,1.322219295,1.51851394
1001,70,7726.82,7110,3.851869601,3.888000795,1.591064607,1.84509804
1002,40,12213.73,2281,3.358125285,4.086848315,1.477121255,1.602059991
1003,11,7235.47,805,2.90579588,3.859466747,2.294466226,1.041392685
1004,279,5058.41,22806,4.35804912,3.704014027,2.064457989,2.445604203
1005,22,12707.87,1551,3.190611798,4.104072763,1.892094603,1.342422681
1006,33,6377.89,3082,3.488832634,3.804677025,1.491361694,1.51851394
1007,110,6855.1,16451,4.216192302,3.836013795,1.462397998,2.041392685
1008,21,6630.92,1581,3.19893187,3.821573788,1.531478917,1.322219295
1009,24,8205.73,965,2.984527313,3.914117223,2.856124444,1.380211242
1010,43,6469.07,2155,3.333447274,3.810841851,1.447158031,1.633468456
1011,275,6295.94,17109,4.233224626,3.799060581,1.146128036,2.439332694
1012,38,5294.18,1577,3.197831693,3.723798703,1.491361694,1.579783597
1013,1709,6847.95,171398,5.23400575,3.835560581,3.260309946,3.232742063
1014,71,11527.4,8510,3.92992956,4.061731363,1.544068044,1.851258349
1015,740,8156.47,60744,4.783503387,3.911502243,2.322219295,2.86923172
1016,19,6290.02,902,2.955206538,3.798652026,2.372912003,1.278753601
1017,23,10335.63,1812,3.258158193,4.014336954,0,1.361727836
1018,9,8592.49,839,2.923761961,3.934119035,1.322219295,0.954242509
1019,32,9992.21,1401,3.146438135,3.999661553,1.748188027,1.505149978
1020,12,8641.88,530,2.72427587,3.936608231,1.255272505,1.079181246
1021,27,8330.87,1923,3.283979284,3.920690358,2.269512944,1.431363764
1022,85,6786.47,6649,3.822756333,3.831643934,1.968482949,1.929418926
1023,31,4880.58,3022,3.48029446,3.688471436,1.556302501,1.491361694
1024,15,13143.53,947,2.976349979,4.118712021,1.763427994,1.176091259
1025,0,7344.42,0,0,3.865957505,0,0
1026,24,8363.21,1996,3.300160537,3.922373002,2.808885867,1.380211242
1027,8,6954.24,488,2.688419822,3.842249675,2.08278537,0.903089987
1028,27,11618.75,1633,3.212986185,4.065159407,1.977723605,1.431363764
1029,10,8648.6,598,2.776701184,3.936945811,1.531478917,1
1030,56,4054.27,3456,3.538573734,3.607912668,2.11058971,1.748188027
1031,17,5885.74,1036,3.015359755,3.769801073,1.278753601,1.230448921
1032,528,6413.43,54648,4.737574272,3.807090359,1.113943352,2.722633923
1033,115,7946.06,7849,3.894814329,3.90015184,2.503790683,2.06069784
1034,125,4977.73,8543,3.931610406,3.697031336,1.113943352,2.096910013
1035,79,7121.45,8514,3.930133646,3.852568429,3.614053106,1.897627091
1036,38,10227.66,1751,3.243286146,4.009776282,1.886490725,1.579783597
1037,239,11741.38,17377,4.239974801,4.069719144,1.934498451,2.378397901
1038,53,6993.85,4665,3.668851648,3.844716314,2.767155866,1.72427587
1039,173,9335.98,11175,4.048247532,3.970159913,1.342422681,2.238046103
1040,353,12049.19,47400,4.675778342,4.080957853,2,2.547774705
1041,74,7873.5,7822,3.893317812,3.896167832,1.579783597,1.86923172
1042,212,6461.8,22965,4.36106645,3.810353512,2.53529412,2.326335861
1043,165,7801.38,11447,4.058691683,3.892171433,1.892094603,2.217483944
1044,29,8576.21,2761,3.441066407,3.933295407,1.505149978,1.462397998
1045,72,4520.51,5402,3.73255458,3.655187434,1.431363764,1.857332496
1046,89,9454.86,6698,3.825945143,3.975655103,2.029383778,1.949390007
1047,258,6999.74,29211,4.465546425,3.845081909,1.397940009,2.411619706
1048,58,9419.54,4769,3.678427322,3.974029695,1.785329835,1.763427994
1049,66,6541.63,5085,3.706290957,3.815685976,1.505149978,1.819543936
1050,105,9234.66,11819,4.072580733,3.96542091,1.770852012,2.021189299
1051,212,5925.84,30220,4.48029446,3.772749921,0,2.326335861
1052,24,12177.47,1357,3.132579848,4.085557068,2.881384657,1.380211242
1053,55,9051.22,4334,3.636888907,3.956707121,1.230448921,1.740362689
1054,123,6778.72,12062,4.081419324,3.831147695,1.176091259,2.089905111
1055,84,9994.53,5400,3.73239376,3.999762376,2.456366033,1.924279286
1056,235,7573.28,20166,4.304619763,3.879284014,1.146128036,2.371067862
1057,83,9577.26,14559,4.163131546,3.981241278,1.908485019,1.919078092
1058,110,14670.45,9744,3.988737275,4.166443436,1.748188027,2.041392685
1059,58,12875.28,4788,3.680154142,4.109756682,1.113943352,1.763427994
1060,59,8677.98,2850,3.45484486,3.938418645,2.181843588,1.770852012
1061,35,7755.96,2776,3.443419462,3.889635561,1.505149978,1.544068044
1062,447,8146.66,38888,4.589815608,3.910979591,1.113943352,2.650307523
1063,57,6353.82,3299,3.518382316,3.803034907,1.72427587,1.755874856
1064,22,7088.85,3701,3.568319085,3.850575787,1.322219295,1.342422681
1065,58,6356.01,5308,3.724930914,3.803184572,1.69019608,1.763427994
1066,727,11920.4,123211,5.090649482,4.076290829,1.949390007,2.861534411
1067,74,6668.86,4992,3.698274577,3.8240516,1.380211242,1.86923172
1068,256,7674.19,16967,4.22960506,3.885032547,1.763427994,2.408239965
1069,192,9596.29,18619,4.269956352,3.982103364,1.944482672,2.283301229
1070,35,7264.06,1483,3.171141151,3.861179423,1.113943352,1.544068044
1071,57,5234.72,2809,3.448551739,3.718893457,1.792391689,1.755874856
1072,93,8396.63,6043,3.781252594,3.924105016,2.017033339,1.968482949
1073,74,6983.03,9998,3.999913132,3.844043908,1.301029996,1.86923172
1074,205,4994.49,13675,4.135927335,3.698491148,1.041392685,2.311753861
1075,151,12051.13,10071,4.003072596,4.081027771,1.204119983,2.178976947
1076,51,8174.91,4849,3.685652184,3.91248298,2.665580991,1.707570176
1077,159,7615.94,16837,4.226264712,3.881723514,2.875061263,2.201397124
1078,30,7436.65,3156,3.499136995,3.871377342,1.176091259,1.477121255
1079,491,10096.97,43810,4.641573253,4.004191066,2.670245853,2.691081492
1080,234,12367.58,12843,4.108666483,4.092284728,1,2.369215857
1081,91,8611.49,8537,3.931305281,3.935078302,2.11058971,1.959041392
1082,110,9175.27,6908,3.839352329,3.962618853,2.255272505,2.041392685
1083,185,7401.31,17694,4.247826023,3.869308595,1.924279286,2.267171728
1084,61,5626.4,6406,3.806586934,3.750230604,1.995635195,1.785329835
1085,31,6263.55,1109,3.044931546,3.796820549,1.977723605,1.491361694
1086,284,5770.1,19791,4.296467739,3.76118334,1.643452676,2.45331834
1087,84,10396.35,5233,3.718750735,4.016880892,1.255272505,1.924279286
1088,2681,5757.35,283708,5.452871582,3.760222632,2.053078443,3.428296814
1089,168,18887.35,19158,4.282350169,4.276171028,1.113943352,2.225309282
1090,138,11198.1,9104,3.959232249,4.049144341,1.278753601,2.139879086
1091,472,12225.93,54205,4.734039349,4.087281905,0,2.673941999
1092,77,8194.95,6088,3.784474644,3.913546308,1.278753601,1.886490725
1093,174,8111.95,15023,4.176756667,3.909125265,2.948412966,2.240549248
1094,80,10386.44,4832,3.684126926,4.016466717,1.544068044,1.903089987
1095,290,12363.03,27059,4.432311743,4.092124923,1.755874856,2.462397998
1096,80,10422.38,5560,3.745074792,4.017966903,1,1.903089987
1097,59,7801.23,3512,3.545554507,3.892163082,2.525044807,1.770852012
1098,60,6904.76,5226,3.718169405,3.839148588,0,1.77815125
1099,139,8625.86,9862,3.993964998,3.935802405,1.462397998,2.1430148
1100,95,6661.17,5767,3.760949951,3.823550517,2.220108088,1.977723605
1101,151,10225.5,8936,3.95114316,4.009684553,1.880813592,2.178976947
1102,67,4018.21,3104,3.491921713,3.60403263,2.049218023,1.826074803
1103,140,10265.58,10360,4.015359755,4.011383492,1.204119983,2.146128036
1104,41,5123.19,3623,3.559068334,3.709540463,1.886490725,1.612783857
1105,310,7169.19,35555,4.550900683,3.85547009,1.897627091,2.491361694
1106,62,7789.49,5149,3.711722892,3.891509024,1.278753601,1.792391689
1107,92,8424.98,8059,3.906281156,3.925568879,2.593286067,1.963787827
1108,129,13165.8,10265,4.011358954,4.119447253,3.305136319,2.11058971
1109,54,7270.86,4235,3.626853415,3.861585782,2.867467488,1.73239376
1110,118,9728.66,6323,3.800923182,3.988053026,1.477121255,2.071882007
1111,313,15537.2,23983,4.379903507,4.191372756,0,2.495544338
1112,91,9078.3,7724,3.887842265,3.95800453,1.113943352,1.959041392
1113,62,5497.62,3347,3.524655712,3.740174718,1.73239376,1.792391689
1114,69,5423.95,7499,3.875003354,3.734315677,1.556302501,1.838849091
1115,36,8963.37,2376,3.375846436,3.952471324,1.591064607,1.556302501
1116,118,5997.9,9476,3.976625052,3.777999221,3.387389826,2.071882007
1117,77,7682.38,3739,3.572755465,3.885495785,0,1.886490725
1118,90,5597.8,4508,3.653983907,3.748017378,1.69019608,1.954242509
1119,128,8677.57,11391,4.056561852,3.938398126,2.025305865,2.10720997
1120,36,11764.11,6747,3.82911071,4.070559077,1.826074803,1.556302501
1121,135,9538.51,13325,4.124667218,3.979480539,1.491361694,2.130333768
1122,171,7294.67,19282,4.285152079,3.86300565,2.222716471,2.23299611
1123,35,15073.63,2726,3.435525851,4.178217851,1.431363764,1.544068044
1124,123,2939.88,8965,3.952550294,3.468329604,1.380211242,2.089905111
1125,164,5350.71,23729,4.375279436,3.728411414,3.301029996,2.214843848
1126,0,6036.97,0,0,3.780819018,2.079181246,0
1127,40,8375.29,3129,3.495405563,3.922999854,2.979092901,1.602059991
1128,34,9427.27,2098,3.321805484,3.974385946,2.599883072,1.531478917
1129,43,8281.88,4384,3.641870545,3.918128934,1.73239376,1.633468456
1130,211,13175.97,16035,4.205068964,4.119782597,2.181843588,2.324282455
1131,367,6145.78,25198,4.401366072,3.78857701,1.903089987,2.564666064
1132,51,6351.22,6503,3.813113754,3.802857157,1.230448921,1.707570176
1133,329,8748.48,22161,4.345589354,3.941932603,1.748188027,2.517195898
1134,23,8142.39,879,2.943988875,3.9107519,2.173186268,1.361727836
1135,70,7963.6,6680,3.824776462,3.901109438,2.995635195,1.84509804
1136,79,9187.63,9819,3.99206726,3.963203497,3.10002573,1.897627091
1137,100,8803.33,8412,3.924899264,3.944646982,0,2
1138,124,7014.88,22918,4.360176715,3.846020246,1.62324929,2.093421685
1139,186,4396.2,16931,4.22868261,3.643077442,2.969415912,2.269512944
1140,104,7770.8,7547,3.87777435,3.890465732,1.544068044,2.017033339
1141,67,7982.46,7089,3.850584976,3.902136751,1.62324929,1.826074803
1142,146,6493.55,11868,4.074377538,3.812482189,1.653212514,2.164352856
1143,48,8786.59,3570,3.552668216,3.943820362,1.73239376,1.681241237
1144,50,7688.77,5128,3.709948017,3.88585687,1.86332286,1.698970004
1145,48,6647.74,2761,3.441066407,3.822674025,0,1.681241237
1146,0,8088.72,2504,3.398634325,3.907879802,1.51851394,0
1147,63,8142.45,5532,3.742882171,3.9107551,1.653212514,1.799340549
1148,428,7330.66,55374,4.743305896,3.865143077,2.53529412,2.631443769
1149,71,10093.97,5103,3.707825568,4.00406201,1.653212514,1.851258349
1150,106,6763.82,8354,3.921894471,3.830192042,2.29666519,2.025305865
1151,52,10681.11,4920,3.691965103,4.028616388,3.023663918,1.716003344
1152,234,8449,17191,4.23530114,3.92680531,2.799340549,2.369215857
1153,31,5780.67,3577,3.55351894,3.761978178,0,1.491361694
1154,60,12946.02,9530,3.979092901,4.112136274,2.5132176,1.77815125
