,date,cc_data
ut_17,2023-06-30,suppressed
ut_17,2023-07-01,suppressed
ut_17,2023-07-03,suppressed
ut_17,2023-07-04,suppressed
ut_17,2023-07-05,suppressed
ut_17,2023-07-10,suppressed
ut_17,2023-07-12,suppressed
ut_17,2023-07-13,suppressed
ut_17,2023-07-15,suppressed
ut_17,2023-07-16,suppressed
ut_17,2023-07-17,suppressed
ut_17,2023-07-20,suppressed
ut_17,2023-07-22,suppressed
ut_17,2023-07-24,suppressed
ut_17,2023-07-27,suppressed
ut_17,2023-07-29,suppressed
ut_17,2023-07-31,suppressed
ut_17,2023-08-03,suppressed
ut_17,2023-08-04,suppressed
ut_17,2023-08-05,suppressed
ut_17,2023-08-08,suppressed
ut_17,2023-08-10,suppressed
ut_17,2023-08-11,suppressed
ut_17,2023-08-12,suppressed
ut_17,2023-08-13,suppressed
ut_17,2023-08-14,suppressed
ut_17,2023-08-15,suppressed
ut_17,2023-08-16,suppressed
ut_17,2023-08-17,suppressed
ut_17,2023-08-19,suppressed
ut_17,2023-08-21,suppressed
ut_17,2023-08-22,suppressed
ut_17,2023-08-23,suppressed
ut_17,2023-08-24,suppressed
ut_17,2023-08-27,suppressed
ut_17,2023-08-28,suppressed
ut_17,2023-08-29,suppressed
ut_17,2023-08-30,suppressed
ut_17,2023-08-31,suppressed
ut_17,2023-09-01,suppressed
ut_17,2023-09-02,suppressed
ut_17,2023-09-03,suppressed
ut_17,2023-09-04,suppressed
ut_17,2023-09-06,suppressed
ut_17,2023-09-08,suppressed
ut_17,2023-09-09,suppressed
ut_17,2023-09-10,suppressed
ut_17,2023-09-12,suppressed
ut_17,2023-09-13,suppressed
ut_17,2023-09-14,suppressed
ut_17,2023-09-18,suppressed
ut_17,2023-09-19,suppressed
ut_17,2023-09-20,suppressed
ut_17,2023-09-21,suppressed
ut_17,2023-09-23,suppressed
ut_17,2023-09-24,suppressed
ut_17,2023-09-26,suppressed
ut_17,2023-09-27,suppressed
ut_17,2023-09-28,suppressed
ut_17,2023-09-29,suppressed
ut_17,2023-09-30,suppressed
ut_17,2023-10-01,suppressed
ut_17,2023-10-03,suppressed
ut_17,2023-10-04,suppressed
ut_17,2023-10-05,suppressed
ut_17,2023-10-06,suppressed
ut_17,2023-10-08,suppressed
ut_17,2023-10-09,suppressed
ut_17,2023-10-10,suppressed
ut_17,2023-10-11,suppressed
ut_17,2023-10-12,suppressed
ut_17,2023-10-13,suppressed
ut_17,2023-10-14,suppressed
ut_17,2023-10-15,suppressed
ut_17,2023-10-16,suppressed
ut_17,2023-10-17,suppressed
ut_17,2023-10-19,suppressed
ut_17,2023-10-20,suppressed
ut_17,2023-10-21,suppressed
ut_17,2023-10-22,suppressed
ut_17,2023-10-24,suppressed
ut_17,2023-10-25,suppressed
ut_17,2023-10-26,suppressed
ut_17,2023-10-27,suppressed
ut_17,2023-10-28,suppressed
ut_17,2023-10-29,suppressed
ut_17,2023-10-30,suppressed
ut_17,2023-11-01,suppressed
ut_17,2023-11-02,suppressed
ut_17,2023-11-04,suppressed
ut_17,2023-11-05,suppressed
ut_17,2023-11-06,suppressed
ut_17,2023-11-08,suppressed
ut_17,2023-11-09,suppressed
ut_17,2023-11-11,suppressed
ut_17,2023-11-12,suppressed
ut_17,2023-11-13,suppressed
ut_17,2023-11-14,suppressed
ut_17,2023-11-15,suppressed
