dates,I,deaths_by_pop
UID,84036047,
iso2,US,
iso3,USA,
code3,840,
FIPS,36047.0,
Admin2,Kings,
Province_State,New York,
Country_Region,US,
Lat,40.6361825,
Long_,-73.94935552,
Combined_Key,"Kings, New York, US",
Population,2559903,
2020-12-12,7555,295.12837009839825
2020-12-13,7563,295.44088193966724
2020-12-14,7570,295.7143298007776
2020-12-15,7575,295.90964970157074
2020-12-16,7583,296.22216154283973
2020-12-17,7587,296.3784174634742
2020-12-18,7597,296.76905726506044
2020-12-19,7607,297.1596970666467
2020-12-20,7614,297.43314492775704
2020-12-21,7627,297.9409766698191
2020-12-22,7633,298.17536055077085
2020-12-23,7645,298.64412831267435
2020-12-24,7653,298.95664015394334
2020-12-25,7664,299.38634393568816
2020-12-26,7672,299.69885577695715
2020-12-27,7679,299.97230363806756
2020-12-28,7689,300.36294343965375
2020-12-29,7701,300.83171120155725
2020-12-30,7721,301.6129908047297
2020-12-31,7731,302.00363060631594
2021-01-01,7745,302.55052632853665
2021-01-02,7756,302.9802301102815
2021-01-03,7771,303.56618981266087
2021-01-04,7783,304.0349575745644
2021-01-05,7788,304.23027747535747
2021-01-06,7807,304.97249309837133
2021-01-07,7832,305.94909260233686
2021-01-08,7860,307.04288404677834
2021-01-09,7878,307.7460356896336
2021-01-10,7895,308.4101233523302
2021-01-11,7914,309.152338975344
2021-01-12,7923,309.5039147967716
2021-01-13,7941,310.20706643962683
2021-01-14,7970,311.3399218642269
2021-01-15,7994,312.27745738803384
2021-01-16,8020,313.29312087215806
2021-01-17,8037,313.95720853485466
2021-01-18,8057,314.7384881380271
2021-01-19,8073,315.36351182056507
2021-01-20,8092,316.1057274435789
2021-01-21,8120,317.19951888802035
2021-01-22,8149,318.33237431262046
2021-01-23,8176,319.38710177690325
2021-01-24,8205,320.51995720150336
2021-01-25,8230,321.4965567054689
2021-01-26,8246,322.12158038800686
2021-01-27,8278,323.3716277530828
2021-01-28,8299,324.1919713364139
